id,trade_date,setup_type,fired_at,actual_pnl,prior_id,prior_resolved_at
80658,2026-07-29,IB_BEARISH,2026-07-29T19:48:00.000Z,88,80642,2026-07-29T19:47:00.000Z
80719,2026-07-29,VWAP_MAGNET_LONG,2026-07-29T20:00:00.000Z,-62,80715,2026-07-29T19:59:00.000Z
80720,2026-07-29,GLOBEX_VWAP_MAGNET_LONG,2026-07-29T20:00:00.000Z,-62,80716,2026-07-29T19:59:00.000Z
80770,2026-07-29,IB_BEARISH,2026-07-29T20:11:00.000Z,88,80763,2026-07-29T20:10:00.000Z
80823,2026-07-29,GLOBEX_VWAP_MAGNET_LONG,2026-07-29T20:23:00.000Z,-62,80805,2026-07-29T20:22:00.000Z
80822,2026-07-29,VWAP_MAGNET_LONG,2026-07-29T20:23:00.000Z,-62,80804,2026-07-29T20:22:00.000Z
81000,2026-07-30,PD_HIGH_FADE_SHORT,2026-07-30T13:55:33.977Z,-188,80994,2026-07-30T13:52:00.000Z
81037,2026-07-30,VWAP_MAGNET_SHORT,2026-07-30T14:31:00.000Z,38,81027,2026-07-30T14:30:00.000Z
81056,2026-07-30,VWAP_MAGNET_SHORT,2026-07-30T14:36:00.000Z,38,81037,2026-07-30T14:35:00.000Z
81091,2026-07-30,IB_BULLISH,2026-07-30T14:53:00.000Z,62,81082,2026-07-30T14:52:00.000Z
81128,2026-07-30,ZONE_EDGE_FADE,2026-07-30T15:02:00.000Z,-6,81117,2026-07-30T15:00:00.000Z
81127,2026-07-30,GLOBEX_VWAP_MAGNET_SHORT,2026-07-30T15:02:00.000Z,-62,81116,2026-07-30T15:00:00.000Z
81164,2026-07-30,IB_BULLISH,2026-07-30T15:10:00.000Z,-160,81146,2026-07-30T15:09:00.000Z
81165,2026-07-30,GLOBEX_VWAP_MAGNET_SHORT,2026-07-30T15:10:00.000Z,38,81154,2026-07-30T15:09:00.000Z
81303,2026-07-30,GLOBEX_VWAP_MAGNET_SHORT,2026-07-30T15:51:00.000Z,38,81281,2026-07-30T15:50:00.000Z
