swing_width,type,pivot_date,pivot_session,z_score,vol_bucket,confluence_count,confluence_bucket,retest_date,retest_session,break_win1_mean,break_win1_mean_bucket,break_win1_max,break_win1_max_bucket,break_win2_mean,break_win2_mean_bucket,break_win2_max,break_win2_max_bucket,break_win3_mean,break_win3_mean_bucket,break_win3_max,break_win3_max_bucket,break_win4_mean,break_win4_mean_bucket,break_win4_max,break_win4_max_bucket,break_win6_mean,break_win6_mean_bucket,break_win6_max,break_win6_max_bucket,rxn_3,rxn_6,rxn_12,rxn_24
3,HIGH,2026-07-09,GLOBEX,-0.9385,NORMAL_LOW,0,0,2026-07-12,GLOBEX,-1.1309,NORMAL_LOW,-1.1309,NORMAL_LOW,-0.9070,NORMAL_LOW,-0.6831,NORMAL_LOW,-0.7650,NORMAL_LOW,-0.4810,NORMAL_LOW,-0.5799,NORMAL_LOW,-0.0244,NORMAL_LOW,-0.7281,NORMAL_LOW,-0.0244,NORMAL_LOW,7.2500,-20.2500,28.7500,55.7500
3,HIGH,2026-08-18,RTH,-0.9382,NORMAL_LOW,0,0,2026-08-19,GLOBEX,-1.0803,NORMAL_LOW,-1.0803,NORMAL_LOW,-1.1031,NORMAL_LOW,-1.0803,NORMAL_LOW,-1.1091,NORMAL_LOW,-1.0803,NORMAL_LOW,-0.8267,NORMAL_LOW,0.0206,NORMAL_LOW,-0.6883,NORMAL_LOW,0.1088,NORMAL_LOW,4.0000,24.2500,7.2500,110.5000
3,LOW,2025-03-19,GLOBEX,-0.9378,NORMAL_LOW,3,2+,2025-03-19,GLOBEX,-1.5470,NORMAL_LOW,-1.5470,NORMAL_LOW,-1.7313,NORMAL_LOW,-1.5470,NORMAL_LOW,-1.7965,NORMAL_LOW,-1.5470,NORMAL_LOW,-1.9679,NORMAL_LOW,-1.5470,NORMAL_LOW,-2.0296,NORMAL_LOW,-1.5470,NORMAL_LOW,-2.7500,31.2500,62.2500,41.5000
3,HIGH,2026-08-12,GLOBEX,-0.9377,NORMAL_LOW,2,2+,2026-08-18,GLOBEX,-0.2716,NORMAL_LOW,-0.2716,NORMAL_LOW,-0.5633,NORMAL_LOW,-0.2716,NORMAL_LOW,-0.9217,NORMAL_LOW,-0.2716,NORMAL_LOW,-1.0020,NORMAL_LOW,-0.2716,NORMAL_LOW,-1.1756,NORMAL_LOW,-0.2716,NORMAL_LOW,-10.0000,18.5000,-19.0000,59.7500
3,HIGH,2025-11-17,GLOBEX,-0.9376,NORMAL_LOW,1,1,2025-11-17,RTH,-1.2720,NORMAL_LOW,-1.2720,NORMAL_LOW,-1.0309,NORMAL_LOW,-0.7898,NORMAL_LOW,-0.8611,NORMAL_LOW,-0.5214,NORMAL_LOW,-0.8053,NORMAL_LOW,-0.5214,NORMAL_LOW,-0.8034,NORMAL_LOW,-0.5214,NORMAL_LOW,-85.0000,95.5000,83.0000,49.5000
3,HIGH,2026-05-14,GLOBEX,-0.9374,NORMAL_LOW,0,0,2026-05-14,GLOBEX,-0.5151,NORMAL_LOW,-0.5151,NORMAL_LOW,-0.2215,NORMAL_LOW,0.0722,NORMAL_LOW,-0.3769,NORMAL_LOW,0.0722,NORMAL_LOW,-0.4145,NORMAL_LOW,0.0722,NORMAL_LOW,-0.2197,NORMAL_LOW,0.4237,NORMAL_LOW,31.2500,64.5000,150.2500,100.0000
3,LOW,2025-03-12,GLOBEX,-0.9374,NORMAL_LOW,0,0,2025-03-12,GLOBEX,-1.0285,NORMAL_LOW,-1.0285,NORMAL_LOW,-1.0078,NORMAL_LOW,-0.9871,NORMAL_LOW,-0.9632,NORMAL_LOW,-0.8740,NORMAL_LOW,-1.1000,NORMAL_LOW,-0.8740,NORMAL_LOW,-0.6672,NORMAL_LOW,0.8177,NORMAL_LOW,-11.2500,-29.0000,-39.0000,-58.2500
3,LOW,2025-12-23,GLOBEX,-0.9372,NORMAL_LOW,4,2+,2025-12-23,RTH,-0.6594,NORMAL_LOW,-0.6594,NORMAL_LOW,-1.0693,NORMAL_LOW,-0.6594,NORMAL_LOW,-1.1047,NORMAL_LOW,-0.6594,NORMAL_LOW,-1.0772,NORMAL_LOW,-0.6594,NORMAL_LOW,-1.1194,NORMAL_LOW,-0.6090,NORMAL_LOW,9.7500,17.7500,35.0000,35.2500
3,HIGH,2025-07-28,RTH,-0.9371,NORMAL_LOW,2,2+,2025-07-29,RTH,-0.1527,NORMAL_LOW,-0.1527,NORMAL_LOW,-0.2613,NORMAL_LOW,-0.1527,NORMAL_LOW,-0.6914,NORMAL_LOW,-0.1527,NORMAL_LOW,-0.6616,NORMAL_LOW,-0.1527,NORMAL_LOW,-0.6689,NORMAL_LOW,-0.1527,NORMAL_LOW,0.2500,-4.5000,-1.2500,-17.5000
3,HIGH,2024-11-25,GLOBEX,-0.9371,NORMAL_LOW,0,0,2024-11-25,RTH,-1.4011,NORMAL_LOW,-1.4011,NORMAL_LOW,-1.1960,NORMAL_LOW,-0.9909,NORMAL_LOW,-1.2083,NORMAL_LOW,-0.9909,NORMAL_LOW,-1.0348,NORMAL_LOW,-0.5141,NORMAL_LOW,-0.9743,NORMAL_LOW,-0.5141,NORMAL_LOW,-54.2500,-37.7500,-46.0000,38.7500
3,LOW,2026-08-18,GLOBEX,-0.9370,NORMAL_LOW,0,0,2026-08-19,GLOBEX,-0.1797,NORMAL_LOW,-0.1797,NORMAL_LOW,1.0448,HIGH,2.2693,HIGH,1.2154,HIGH,2.2693,HIGH,0.8975,HIGH,2.2693,HIGH,0.6074,HIGH,2.2693,HIGH,17.2500,17.0000,-30.5000,-70.7500
3,LOW,2024-03-05,GLOBEX,-0.9369,NORMAL_LOW,3,2+,2024-03-05,GLOBEX,0.1422,HIGH,0.1422,HIGH,1.2137,HIGH,2.2852,HIGH,0.8879,HIGH,2.2852,HIGH,0.6847,HIGH,2.2852,HIGH,1.0763,HIGH,3.2977,HIGH,1.5000,4.5000,0.0000,-3.7500
3,LOW,2026-08-07,GLOBEX,-0.9364,NORMAL_LOW,0,0,2026-08-07,GLOBEX,-1.0121,NORMAL_LOW,-1.0121,NORMAL_LOW,-1.2786,NORMAL_LOW,-1.0121,NORMAL_LOW,-1.3584,NORMAL_LOW,-1.0121,NORMAL_LOW,-1.2937,NORMAL_LOW,-1.0121,NORMAL_LOW,-1.2235,NORMAL_LOW,-0.9297,NORMAL_LOW,74.5000,-36.7500,47.2500,112.7500
3,LOW,2026-07-15,GLOBEX,-0.9364,NORMAL_LOW,0,0,2026-08-14,RTH,-0.6477,NORMAL_LOW,-0.6477,NORMAL_LOW,-0.4144,NORMAL_LOW,-0.1811,NORMAL_LOW,-0.5949,NORMAL_LOW,-0.1811,NORMAL_LOW,-0.6558,NORMAL_LOW,-0.1811,NORMAL_LOW,-0.9507,NORMAL_LOW,-0.1811,NORMAL_LOW,-5.0000,9.5000,46.0000,6.7500
3,LOW,2026-04-09,GLOBEX,-0.9362,NORMAL_LOW,2,2+,2026-04-09,RTH,-0.2522,NORMAL_LOW,-0.2522,NORMAL_LOW,-0.6455,NORMAL_LOW,-0.2522,NORMAL_LOW,-0.6527,NORMAL_LOW,-0.2522,NORMAL_LOW,-0.6709,NORMAL_LOW,-0.2522,NORMAL_LOW,-0.6580,NORMAL_LOW,0.0859,NORMAL_LOW,67.7500,131.0000,158.5000,165.2500
3,LOW,2025-12-30,GLOBEX,-0.9361,NORMAL_LOW,0,0,2025-12-31,RTH,-0.8412,NORMAL_LOW,-0.8412,NORMAL_LOW,-1.1234,NORMAL_LOW,-0.8412,NORMAL_LOW,-0.9719,NORMAL_LOW,-0.6687,NORMAL_LOW,-0.8190,NORMAL_LOW,-0.3605,NORMAL_LOW,-0.6714,NORMAL_LOW,-0.0572,NORMAL_LOW,-2.0000,-22.7500,-45.7500,-41.5000
3,LOW,2025-08-28,GLOBEX,-0.9359,NORMAL_LOW,0,0,2025-08-28,GLOBEX,-1.3613,NORMAL_LOW,-1.3613,NORMAL_LOW,-1.3814,NORMAL_LOW,-1.3613,NORMAL_LOW,-1.3139,NORMAL_LOW,-1.1790,NORMAL_LOW,-1.2334,NORMAL_LOW,-0.9916,NORMAL_LOW,-1.2267,NORMAL_LOW,-0.9916,NORMAL_LOW,61.5000,-31.2500,-10.2500,31.5000
3,LOW,2026-08-13,GLOBEX,-0.9354,NORMAL_LOW,1,1,2026-08-17,GLOBEX,-0.7270,NORMAL_LOW,-0.7270,NORMAL_LOW,0.1180,NORMAL_LOW,0.9629,HIGH,0.0661,NORMAL_LOW,0.9629,NORMAL_LOW,-0.2476,NORMAL_LOW,0.9629,NORMAL_LOW,-0.4761,NORMAL_LOW,0.9629,NORMAL_LOW,-26.7500,-39.7500,-74.5000,-55.0000
3,HIGH,2025-12-26,GLOBEX,-0.9354,NORMAL_LOW,5,2+,2025-12-26,GLOBEX,-1.1912,NORMAL_LOW,-1.1912,NORMAL_LOW,-1.3884,NORMAL_LOW,-1.1912,NORMAL_LOW,-1.3460,NORMAL_LOW,-1.1912,NORMAL_LOW,-1.0629,NORMAL_LOW,-0.2137,NORMAL_LOW,-1.3656,NORMAL_LOW,-0.2137,NORMAL_LOW,-12.0000,-4.0000,-18.5000,-24.7500
3,LOW,2025-09-04,GLOBEX,-0.9353,NORMAL_LOW,2,2+,2025-09-04,RTH,-0.9980,NORMAL_LOW,-0.9980,NORMAL_LOW,-0.8342,NORMAL_LOW,-0.6703,NORMAL_LOW,-1.0287,NORMAL_LOW,-0.6703,NORMAL_LOW,-1.1017,NORMAL_LOW,-0.6703,NORMAL_LOW,-1.1796,NORMAL_LOW,-0.6703,NORMAL_LOW,6.0000,-1.5000,21.2500,38.7500
3,LOW,2026-06-02,GLOBEX,-0.9353,NORMAL_LOW,3,2+,2026-06-02,RTH,-1.0431,NORMAL_LOW,-1.0431,NORMAL_LOW,-0.9911,NORMAL_LOW,-0.9390,NORMAL_LOW,-0.9626,NORMAL_LOW,-0.9058,NORMAL_LOW,-0.9832,NORMAL_LOW,-0.9058,NORMAL_LOW,-1.0785,NORMAL_LOW,-0.9058,NORMAL_LOW,26.0000,49.0000,90.7500,93.2500
3,LOW,2024-09-18,GLOBEX,-0.9350,NORMAL_LOW,2,2+,2024-09-18,GLOBEX,-1.7980,NORMAL_LOW,-1.7980,NORMAL_LOW,-1.8531,NORMAL_LOW,-1.7980,NORMAL_LOW,-1.9469,NORMAL_LOW,-1.7980,NORMAL_LOW,-1.9672,NORMAL_LOW,-1.7980,NORMAL_LOW,-1.8225,NORMAL_LOW,-1.2482,NORMAL_LOW,18.2500,13.5000,-8.5000,-28.2500
3,LOW,2025-11-10,RTH,-0.9348,NORMAL_LOW,1,1,2025-11-11,GLOBEX,-1.2001,NORMAL_LOW,-1.2001,NORMAL_LOW,-1.5849,NORMAL_LOW,-1.2001,NORMAL_LOW,-1.4213,NORMAL_LOW,-1.0941,NORMAL_LOW,-1.1697,NORMAL_LOW,-0.4148,NORMAL_LOW,-1.1504,NORMAL_LOW,-0.4148,NORMAL_LOW,-10.0000,-13.0000,-37.0000,-55.0000
3,HIGH,2025-08-29,GLOBEX,-0.9346,NORMAL_LOW,1,1,2025-09-04,GLOBEX,-0.5960,NORMAL_LOW,-0.5960,NORMAL_LOW,-0.6980,NORMAL_LOW,-0.5960,NORMAL_LOW,-0.9032,NORMAL_LOW,-0.5960,NORMAL_LOW,-1.0189,NORMAL_LOW,-0.5960,NORMAL_LOW,-1.1053,NORMAL_LOW,-0.5960,NORMAL_LOW,-8.0000,-6.0000,-28.0000,-29.5000
3,HIGH,2025-09-09,GLOBEX,-0.9345,NORMAL_LOW,0,0,2025-09-10,GLOBEX,-1.0099,NORMAL_LOW,-1.0099,NORMAL_LOW,-0.9063,NORMAL_LOW,-0.8027,NORMAL_LOW,-0.9530,NORMAL_LOW,-0.8027,NORMAL_LOW,-0.9514,NORMAL_LOW,-0.8027,NORMAL_LOW,-1.0209,NORMAL_LOW,-0.8027,NORMAL_LOW,-12.7500,-20.7500,-31.2500,-39.0000
3,HIGH,2026-07-15,RTH,-0.9343,NORMAL_LOW,2,2+,2026-07-15,RTH,0.6425,HIGH,0.6425,HIGH,1.0645,HIGH,1.4866,HIGH,0.7021,HIGH,1.4866,HIGH,0.5035,HIGH,1.4866,HIGH,0.5021,HIGH,1.4866,NORMAL_LOW,-43.0000,-113.2500,-148.5000,-15.5000
3,HIGH,2025-10-16,GLOBEX,-0.9343,NORMAL_LOW,2,2+,2025-10-16,GLOBEX,-0.7389,NORMAL_LOW,-0.7389,NORMAL_LOW,-0.7552,NORMAL_LOW,-0.7389,NORMAL_LOW,-0.7448,NORMAL_LOW,-0.7240,NORMAL_LOW,-0.7569,NORMAL_LOW,-0.7240,NORMAL_LOW,-0.8114,NORMAL_LOW,-0.7240,NORMAL_LOW,-27.0000,-6.0000,-13.0000,-52.0000
3,HIGH,2026-08-11,GLOBEX,-0.9342,NORMAL_LOW,4,2+,2026-08-11,RTH,-1.8585,NORMAL_LOW,-1.8585,NORMAL_LOW,-1.4809,NORMAL_LOW,-1.1033,NORMAL_LOW,-1.4038,NORMAL_LOW,-1.1033,NORMAL_LOW,-1.3918,NORMAL_LOW,-1.1033,NORMAL_LOW,-0.4242,NORMAL_LOW,1.5979,NORMAL_LOW,-30.2500,-44.5000,-44.2500,69.5000
3,HIGH,2025-11-27,GLOBEX,-0.9337,NORMAL_LOW,1,1,2025-12-01,GLOBEX,-0.8948,NORMAL_LOW,-0.8948,NORMAL_LOW,-0.8483,NORMAL_LOW,-0.8019,NORMAL_LOW,-0.9575,NORMAL_LOW,-0.8019,NORMAL_LOW,-1.0187,NORMAL_LOW,-0.8019,NORMAL_LOW,-1.1752,NORMAL_LOW,-0.8019,NORMAL_LOW,9.7500,-19.2500,-18.2500,-57.7500
3,LOW,2026-05-27,RTH,-0.9337,NORMAL_LOW,2,2+,2026-05-27,GLOBEX,-1.4556,NORMAL_LOW,-1.4556,NORMAL_LOW,-0.5985,NORMAL_LOW,0.2586,NORMAL_LOW,-0.4794,NORMAL_LOW,0.2586,NORMAL_LOW,-0.2397,NORMAL_LOW,0.4794,NORMAL_LOW,-0.4298,NORMAL_LOW,0.4794,NORMAL_LOW,-27.0000,-30.0000,-18.2500,-101.7500
3,HIGH,2025-08-11,GLOBEX,-0.9331,NORMAL_LOW,4,2+,2025-08-11,GLOBEX,-0.1905,NORMAL_LOW,-0.1905,NORMAL_LOW,-0.1127,NORMAL_LOW,-0.0350,NORMAL_LOW,0.0166,NORMAL_LOW,0.2751,NORMAL_LOW,-0.0618,NORMAL_LOW,0.2751,NORMAL_LOW,0.2361,NORMAL_LOW,1.1667,NORMAL_LOW,9.0000,21.0000,13.0000,8.5000
3,HIGH,2026-07-01,GLOBEX,-0.9330,NORMAL_LOW,1,1,2026-07-01,GLOBEX,-1.2407,NORMAL_LOW,-1.2407,NORMAL_LOW,-1.3850,NORMAL_LOW,-1.2407,NORMAL_LOW,-1.4579,NORMAL_LOW,-1.2407,NORMAL_LOW,-1.4974,NORMAL_LOW,-1.2407,NORMAL_LOW,-1.5651,NORMAL_LOW,-1.2407,NORMAL_LOW,6.2500,172.7500,27.0000,29.7500
3,HIGH,2025-11-12,GLOBEX,-0.9328,NORMAL_LOW,1,1,2025-11-12,GLOBEX,-0.6001,NORMAL_LOW,-0.6001,NORMAL_LOW,-0.5641,NORMAL_LOW,-0.5281,NORMAL_LOW,-0.6985,NORMAL_LOW,-0.5281,NORMAL_LOW,-0.6609,NORMAL_LOW,-0.5281,NORMAL_LOW,-0.7602,NORMAL_LOW,-0.5281,NORMAL_LOW,50.5000,5.5000,0.0000,171.2500
3,LOW,2025-10-24,RTH,-0.9328,NORMAL_LOW,1,1,2025-11-04,RTH,-1.1538,NORMAL_LOW,-1.1538,NORMAL_LOW,-1.1723,NORMAL_LOW,-1.1538,NORMAL_LOW,-1.1324,NORMAL_LOW,-1.0527,NORMAL_LOW,-1.2913,NORMAL_LOW,-1.0527,NORMAL_LOW,-1.4525,NORMAL_LOW,-1.0527,NORMAL_LOW,-30.0000,-52.0000,-65.0000,-170.0000
3,HIGH,2024-02-19,GLOBEX,-0.9325,NORMAL_LOW,6,2+,2024-02-21,GLOBEX,-1.1489,NORMAL_LOW,-1.1489,NORMAL_LOW,-1.5765,NORMAL_LOW,-1.1489,NORMAL_LOW,-1.5048,NORMAL_LOW,-1.1489,NORMAL_LOW,-1.4314,NORMAL_LOW,-1.1489,NORMAL_LOW,-1.4404,NORMAL_LOW,-1.0148,NORMAL_LOW,-14.2500,-23.7500,-20.7500,-25.2500
3,HIGH,2026-02-11,GLOBEX,-0.9325,NORMAL_LOW,3,2+,2026-02-11,GLOBEX,0.1430,HIGH,0.1430,HIGH,0.1158,NORMAL_LOW,0.1430,NORMAL_LOW,0.2452,HIGH,0.5042,NORMAL_LOW,0.3873,HIGH,0.8133,NORMAL_LOW,0.2716,HIGH,0.8133,NORMAL_LOW,-20.5000,-13.2500,-17.5000,46.7500
3,HIGH,2026-04-03,GLOBEX,-0.9319,NORMAL_LOW,0,0,2026-04-03,GLOBEX,-1.8154,NORMAL_LOW,-1.8154,NORMAL_LOW,-1.9094,NORMAL_LOW,-1.8154,NORMAL_LOW,-1.9600,NORMAL_LOW,-1.8154,NORMAL_LOW,-1.6935,NORMAL_LOW,-0.8940,NORMAL_LOW,-1.6488,NORMAL_LOW,-0.8940,NORMAL_LOW,-15.0000,-11.5000,-15.2500,-7.0000
3,LOW,2025-11-04,GLOBEX,-0.9315,NORMAL_LOW,0,0,2025-11-04,GLOBEX,-0.8636,NORMAL_LOW,-0.8636,NORMAL_LOW,-0.7555,NORMAL_LOW,-0.6473,NORMAL_LOW,-0.6544,NORMAL_LOW,-0.4524,NORMAL_LOW,-0.7152,NORMAL_LOW,-0.4524,NORMAL_LOW,-0.7685,NORMAL_LOW,-0.4524,NORMAL_LOW,44.5000,153.0000,174.5000,189.5000
3,LOW,2026-03-24,RTH,-0.9315,NORMAL_LOW,1,1,2026-03-25,RTH,-0.7537,NORMAL_LOW,-0.7537,NORMAL_LOW,-1.3641,NORMAL_LOW,-0.7537,NORMAL_LOW,-0.3863,NORMAL_LOW,1.5695,HIGH,-0.2075,NORMAL_LOW,1.5695,HIGH,-0.3981,NORMAL_LOW,1.5695,NORMAL_LOW,112.7500,45.5000,39.2500,81.7500
3,LOW,2025-09-09,GLOBEX,-0.9314,NORMAL_LOW,2,2+,2025-09-09,GLOBEX,-1.3702,NORMAL_LOW,-1.3702,NORMAL_LOW,-1.2340,NORMAL_LOW,-1.0977,NORMAL_LOW,-0.9849,NORMAL_LOW,-0.4867,NORMAL_LOW,-1.0366,NORMAL_LOW,-0.4867,NORMAL_LOW,-1.0023,NORMAL_LOW,-0.4867,NORMAL_LOW,1.2500,2.2500,8.0000,4.7500
3,LOW,2026-05-25,GLOBEX,-0.9314,NORMAL_LOW,0,0,2026-05-26,GLOBEX,-1.3490,NORMAL_LOW,-1.3490,NORMAL_LOW,-1.4712,NORMAL_LOW,-1.3490,NORMAL_LOW,-1.1219,NORMAL_LOW,-0.4233,NORMAL_LOW,-1.0234,NORMAL_LOW,-0.4233,NORMAL_LOW,-0.9391,NORMAL_LOW,-0.4233,NORMAL_LOW,21.7500,46.5000,-5.0000,17.5000
3,HIGH,2024-05-30,GLOBEX,-0.9314,NORMAL_LOW,0,0,2024-05-30,GLOBEX,-0.7696,NORMAL_LOW,-0.7696,NORMAL_LOW,0.1444,NORMAL_LOW,1.0584,HIGH,0.3209,HIGH,1.0584,HIGH,0.9868,HIGH,2.9842,HIGH,1.2904,HIGH,2.9842,HIGH,1.5000,1.7500,28.5000,-6.5000
3,LOW,2026-05-22,GLOBEX,-0.9313,NORMAL_LOW,1,1,2026-06-05,RTH,1.5070,HIGH,1.5070,HIGH,0.6226,HIGH,1.5070,HIGH,0.2597,HIGH,1.5070,HIGH,0.5267,HIGH,1.5070,HIGH,0.2678,HIGH,1.5070,NORMAL_LOW,-37.0000,-100.0000,-147.5000,-273.7500
3,HIGH,2026-05-20,GLOBEX,-0.9307,NORMAL_LOW,3,2+,2026-06-07,GLOBEX,-1.2384,NORMAL_LOW,-1.2384,NORMAL_LOW,-0.7498,NORMAL_LOW,-0.2612,NORMAL_LOW,-0.2460,NORMAL_LOW,0.7615,NORMAL_LOW,-0.4519,NORMAL_LOW,0.7615,NORMAL_LOW,-0.4354,NORMAL_LOW,0.7615,NORMAL_LOW,-10.5000,18.2500,34.5000,-202.2500
3,HIGH,2026-07-07,GLOBEX,-0.9300,NORMAL_LOW,1,1,2026-07-07,GLOBEX,-0.9291,NORMAL_LOW,-0.9291,NORMAL_LOW,-1.0684,NORMAL_LOW,-0.9291,NORMAL_LOW,-1.1306,NORMAL_LOW,-0.9291,NORMAL_LOW,-1.0175,NORMAL_LOW,-0.6780,NORMAL_LOW,-0.8060,NORMAL_LOW,0.0506,NORMAL_LOW,-64.2500,-78.2500,-110.2500,-6.5000
3,HIGH,2025-08-26,GLOBEX,-0.9299,NORMAL_LOW,1,1,2025-08-29,RTH,-0.4114,NORMAL_LOW,-0.4114,NORMAL_LOW,-0.8350,NORMAL_LOW,-0.4114,NORMAL_LOW,-0.8627,NORMAL_LOW,-0.4114,NORMAL_LOW,-0.8762,NORMAL_LOW,-0.4114,NORMAL_LOW,-0.8837,NORMAL_LOW,-0.4114,NORMAL_LOW,-5.2500,-35.2500,-21.7500,-42.5000
3,HIGH,2025-09-30,RTH,-0.9288,NORMAL_LOW,1,1,2025-09-30,RTH,-2.2105,NORMAL_LOW,-2.2105,NORMAL_LOW,-1.8272,NORMAL_LOW,-1.4438,NORMAL_LOW,-1.5734,NORMAL_LOW,-1.0659,NORMAL_LOW,-1.5343,NORMAL_LOW,-1.0659,NORMAL_LOW,-1.4682,NORMAL_LOW,-1.0659,NORMAL_LOW,-35.2500,-21.2500,-60.7500,-33.2500
3,LOW,2026-04-09,GLOBEX,-0.9288,NORMAL_LOW,1,1,2026-04-09,GLOBEX,-0.7960,NORMAL_LOW,-0.7960,NORMAL_LOW,-0.7692,NORMAL_LOW,-0.7424,NORMAL_LOW,-0.7604,NORMAL_LOW,-0.7424,NORMAL_LOW,-0.5496,NORMAL_LOW,0.0830,NORMAL_LOW,-0.7547,NORMAL_LOW,0.0830,NORMAL_LOW,12.0000,-23.0000,-12.5000,15.2500
3,LOW,2025-05-28,GLOBEX,-0.9284,NORMAL_LOW,4,2+,2025-05-28,RTH,-1.0153,NORMAL_LOW,-1.0153,NORMAL_LOW,-1.0986,NORMAL_LOW,-1.0153,NORMAL_LOW,-1.0829,NORMAL_LOW,-1.0153,NORMAL_LOW,-0.9149,NORMAL_LOW,-0.4110,NORMAL_LOW,-0.9711,NORMAL_LOW,-0.4110,NORMAL_LOW,-4.5000,-17.2500,-27.2500,-33.2500
3,HIGH,2024-12-18,GLOBEX,-0.9284,NORMAL_LOW,0,0,2024-12-18,GLOBEX,-0.6706,NORMAL_LOW,-0.6706,NORMAL_LOW,-0.4789,NORMAL_LOW,-0.2872,NORMAL_LOW,-0.6464,NORMAL_LOW,-0.2872,NORMAL_LOW,-0.8278,NORMAL_LOW,-0.2872,NORMAL_LOW,-1.0854,NORMAL_LOW,-0.2872,NORMAL_LOW,-3.2500,-12.7500,40.0000,30.0000
3,LOW,2024-06-10,GLOBEX,-0.9283,NORMAL_LOW,1,1,2024-06-11,GLOBEX,-1.0196,NORMAL_LOW,-1.0196,NORMAL_LOW,-0.8686,NORMAL_LOW,-0.7177,NORMAL_LOW,-0.6155,NORMAL_LOW,-0.1091,NORMAL_LOW,-0.2217,NORMAL_LOW,0.9595,NORMAL_LOW,-0.2037,NORMAL_LOW,0.9595,NORMAL_LOW,-3.2500,-14.2500,0.0000,-16.2500
3,LOW,2025-09-03,GLOBEX,-0.9282,NORMAL_LOW,0,0,2025-09-03,GLOBEX,-1.0767,NORMAL_LOW,-1.0767,NORMAL_LOW,-1.1101,NORMAL_LOW,-1.0767,NORMAL_LOW,-0.8807,NORMAL_LOW,-0.4220,NORMAL_LOW,-0.8047,NORMAL_LOW,-0.4220,NORMAL_LOW,-0.8795,NORMAL_LOW,-0.4220,NORMAL_LOW,1.5000,-18.0000,-27.5000,-6.2500
3,HIGH,2026-09-06,GLOBEX,-0.9279,NORMAL_LOW,0,0,2026-09-06,GLOBEX,-0.7379,NORMAL_LOW,-0.7379,NORMAL_LOW,-1.0087,NORMAL_LOW,-0.7379,NORMAL_LOW,-1.2205,NORMAL_LOW,-0.7379,NORMAL_LOW,-1.3679,NORMAL_LOW,-0.7379,NORMAL_LOW,-1.0604,NORMAL_LOW,-0.2605,NORMAL_LOW,-19.5000,-6.7500,13.2500,-16.7500
3,LOW,2024-11-28,GLOBEX,-0.9279,NORMAL_LOW,1,1,2024-11-28,RTH,-1.4652,NORMAL_LOW,-1.4652,NORMAL_LOW,-1.5973,NORMAL_LOW,-1.4652,NORMAL_LOW,-1.3282,NORMAL_LOW,-0.7902,NORMAL_LOW,-1.3474,NORMAL_LOW,-0.7902,NORMAL_LOW,-1.5620,NORMAL_LOW,-0.7902,NORMAL_LOW,0.7500,9.2500,17.5000,2.5000
3,LOW,2024-06-03,GLOBEX,-0.9273,NORMAL_LOW,0,0,2024-06-03,GLOBEX,-0.4513,NORMAL_LOW,-0.4513,NORMAL_LOW,0.1186,NORMAL_LOW,0.6884,HIGH,0.4005,HIGH,0.9643,NORMAL_LOW,0.4304,HIGH,0.9643,NORMAL_LOW,0.3017,HIGH,0.9643,NORMAL_LOW,-2.0000,21.2500,41.0000,-25.5000
3,HIGH,2024-02-26,GLOBEX,-0.9273,NORMAL_LOW,0,0,2024-02-26,GLOBEX,-1.0446,NORMAL_LOW,-1.0446,NORMAL_LOW,-0.9314,NORMAL_LOW,-0.8182,NORMAL_LOW,-0.8386,NORMAL_LOW,-0.6529,NORMAL_LOW,-0.9052,NORMAL_LOW,-0.6529,NORMAL_LOW,-0.9170,NORMAL_LOW,-0.4691,NORMAL_LOW,-6.7500,-0.5000,5.0000,4.0000
3,LOW,2026-07-20,GLOBEX,-0.9272,NORMAL_LOW,0,0,2026-07-23,GLOBEX,1.6840,HIGH,1.6840,HIGH,0.5543,HIGH,1.6840,HIGH,-0.0275,NORMAL_LOW,1.6840,HIGH,-0.3485,NORMAL_LOW,1.6840,HIGH,-0.3454,NORMAL_LOW,1.6840,NORMAL_LOW,39.7500,-8.5000,-136.0000,-68.2500
3,HIGH,2025-07-24,GLOBEX,-0.9269,NORMAL_LOW,0,0,2025-07-24,GLOBEX,0.1796,HIGH,0.1796,HIGH,0.2775,HIGH,0.3754,NORMAL_LOW,-0.0656,NORMAL_LOW,0.3754,NORMAL_LOW,-0.1063,NORMAL_LOW,0.3754,NORMAL_LOW,-0.4790,NORMAL_LOW,0.3754,NORMAL_LOW,23.0000,18.2500,41.7500,-22.2500
3,HIGH,2025-10-29,RTH,-0.9269,NORMAL_LOW,0,0,2025-10-29,RTH,-1.5368,NORMAL_LOW,-1.5368,NORMAL_LOW,-1.2734,NORMAL_LOW,-1.0101,NORMAL_LOW,-1.3578,NORMAL_LOW,-1.0101,NORMAL_LOW,-1.3636,NORMAL_LOW,-1.0101,NORMAL_LOW,-1.2521,NORMAL_LOW,-0.8945,NORMAL_LOW,-25.7500,-4.2500,-155.5000,-25.0000
3,LOW,2026-01-07,GLOBEX,-0.9269,NORMAL_LOW,5,2+,2026-01-08,GLOBEX,3.9343,HIGH,3.9343,HIGH,2.6582,HIGH,3.9343,HIGH,1.8918,HIGH,3.9343,HIGH,1.2695,HIGH,3.9343,HIGH,1.5089,HIGH,3.9343,HIGH,0.5000,6.5000,-87.2500,-127.7500
