levelName,direction,setupType,calSource,delayMin,N,targetPct,stopPct,nonePct,avgExtraMfe,distinctDates
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",180,109,48.62,43.12,8.26,99.01,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",185,109,44.04,47.71,8.26,95.49,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",190,109,45.87,44.95,9.17,90.53,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",195,109,46.79,44.95,8.26,80.44,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",200,109,47.71,44.04,8.26,83.54,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",205,109,46.79,43.12,10.09,79.69,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",210,109,46.79,37.61,15.60,87.60,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",215,109,43.12,41.28,15.60,85.90,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",220,109,42.20,40.37,17.43,73.48,109
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",225,110,43.64,39.09,17.27,87.97,110
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",230,110,33.64,50.00,16.36,77.50,110
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",235,110,42.73,40.91,16.36,77.87,110
PD_IB_MID,LONG,PD_IB_MID_FADE_LONG,"real: stop=37 target=38",240,110,41.82,37.27,20.91,76.26,110
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",0,110,43.64,55.45,0.91,125.04,110
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",5,68,57.35,42.65,0.00,212.46,68
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",10,82,47.56,50.00,2.44,179.92,82
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",15,97,48.45,49.48,2.06,210.36,97
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",20,102,54.90,43.14,1.96,167.48,102
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",25,103,47.57,50.49,1.94,142.79,103
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",30,106,49.06,49.06,1.89,127.85,106
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",35,106,49.06,49.06,1.89,158.45,106
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",40,106,48.11,49.06,2.83,152.54,106
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",45,106,49.06,48.11,2.83,134.62,106
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",50,107,42.06,55.14,2.80,165.29,107
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",55,108,55.56,41.67,2.78,122.18,108
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",60,108,51.85,45.37,2.78,139.58,108
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",65,108,38.89,58.33,2.78,127.32,108
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",70,108,40.74,56.48,2.78,164.17,108
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",75,108,46.30,50.00,3.70,149.05,108
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",80,108,38.89,56.48,4.63,153.71,108
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",85,109,46.79,48.62,4.59,149.63,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",90,109,48.62,46.79,4.59,121.86,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",95,109,48.62,46.79,4.59,102.48,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",100,109,46.79,48.62,4.59,123.17,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",105,109,49.54,45.87,4.59,138.91,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",110,109,41.28,54.13,4.59,128.32,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",115,109,50.46,44.95,4.59,127.65,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",120,109,44.04,51.38,4.59,97.05,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",125,109,49.54,45.87,4.59,97.69,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",130,109,47.71,47.71,4.59,111.08,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",135,109,44.95,50.46,4.59,105.27,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",140,109,46.79,48.62,4.59,96.85,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",145,109,43.12,51.38,5.50,105.05,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",150,109,40.37,54.13,5.50,99.11,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",155,109,40.37,54.13,5.50,101.91,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",160,109,40.37,53.21,6.42,126.81,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",165,109,41.28,51.38,7.34,121.92,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",170,109,44.95,46.79,8.26,108.23,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",175,109,41.28,51.38,7.34,101.09,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",180,109,40.37,51.38,8.26,101.43,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",185,109,45.87,45.87,8.26,96.42,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",190,109,44.04,47.71,8.26,92.24,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",195,109,44.95,46.79,8.26,74.31,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",200,109,41.28,49.54,9.17,79.27,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",205,109,40.37,49.54,10.09,83.65,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",210,109,36.70,47.71,15.60,88.04,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",215,109,40.37,43.12,16.51,61.91,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",220,109,38.53,44.04,17.43,68.01,109
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",225,110,38.18,45.45,16.36,66.66,110
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",230,110,49.09,34.55,16.36,65.11,110
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",235,110,37.27,46.36,16.36,72.71,110
PD_IB_MID,SHORT,PD_IB_MID_FADE_SHORT,"real: stop=37 target=38",240,110,37.27,41.82,20.91,68.73,110
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",0,112,44.64,55.36,0.00,116.45,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",5,66,40.91,59.09,0.00,145.95,66
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",10,89,46.07,53.93,0.00,145.73,89
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",15,101,48.51,50.50,0.99,151.09,101
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",20,104,59.62,37.50,2.88,154.19,104
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",25,107,47.66,50.47,1.87,151.49,107
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",30,109,45.87,51.38,2.75,138.41,109
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",35,110,48.18,49.09,2.73,140.14,110
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",40,110,51.82,45.45,2.73,151.45,110
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",45,110,50.00,46.36,3.64,117.40,110
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",50,110,48.18,48.18,3.64,125.30,110
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",55,110,48.18,48.18,3.64,120.20,110
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",60,111,49.55,45.95,4.50,124.44,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",65,111,47.75,47.75,4.50,139.70,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",70,111,46.85,48.65,4.50,146.50,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",75,111,46.85,47.75,5.41,126.04,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",80,112,51.79,42.86,5.36,116.98,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",85,112,48.21,46.43,5.36,97.43,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",90,112,41.96,52.68,5.36,100.02,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",95,112,46.43,48.21,5.36,95.72,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",100,112,41.07,53.57,5.36,124.29,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",105,112,49.11,44.64,6.25,117.27,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",110,112,42.86,51.79,5.36,128.01,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",115,112,41.96,51.79,6.25,126.05,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",120,112,48.21,45.54,6.25,101.95,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",125,112,44.64,47.32,8.04,112.09,112
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",130,111,42.34,50.45,7.21,102.49,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",135,111,44.14,49.55,6.31,101.36,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",140,111,49.55,43.24,7.21,107.50,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",145,111,41.44,51.35,7.21,114.61,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",150,111,46.85,44.14,9.01,110.78,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",155,111,42.34,47.75,9.91,81.29,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",160,111,52.25,38.74,9.01,132.47,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",165,111,43.24,46.85,9.91,121.57,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",170,111,39.64,49.55,10.81,95.64,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",175,111,43.24,45.95,10.81,89.03,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",180,111,42.34,45.05,12.61,83.96,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",185,111,43.24,44.14,12.61,73.53,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",190,111,45.95,42.34,11.71,109.36,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",195,111,45.05,41.44,13.51,83.66,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",200,111,41.44,43.24,15.32,90.65,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",205,111,42.34,45.05,12.61,73.36,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",210,111,41.44,40.54,18.02,91.15,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",215,111,40.54,41.44,18.02,92.36,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",220,111,43.24,38.74,18.02,76.88,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",225,111,44.14,39.64,16.22,72.97,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",230,111,46.85,34.23,18.92,82.29,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",235,111,40.54,37.84,21.62,76.44,111
PD_OR_MID,LONG,PD_OR_MID_FADE_LONG,"real: stop=37 target=38",240,111,37.84,41.44,20.72,58.96,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",0,112,53.57,46.43,0.00,136.29,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",5,66,57.58,42.42,0.00,110.95,66
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",10,89,49.44,49.44,1.12,190.92,89
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",15,102,50.00,49.02,0.98,159.37,102
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",20,104,37.50,59.62,2.88,176.46,104
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",25,107,49.53,48.60,1.87,127.11,107
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",30,110,48.18,49.09,2.73,138.58,110
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",35,111,49.55,47.75,2.70,131.19,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",40,111,43.24,54.05,2.70,166.46,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",45,111,45.95,50.45,3.60,141.21,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",50,111,46.85,49.55,3.60,144.99,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",55,111,48.65,47.75,3.60,157.48,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",60,112,45.54,50.00,4.46,148.44,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",65,112,45.54,50.00,4.46,135.55,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",70,112,45.54,50.00,4.46,135.64,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",75,112,46.43,48.21,5.36,127.76,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",80,112,41.07,53.57,5.36,116.45,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",85,112,44.64,50.00,5.36,125.58,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",90,112,50.89,43.75,5.36,116.04,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",95,112,47.32,47.32,5.36,128.86,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",100,112,52.68,41.96,5.36,132.39,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",105,112,42.86,50.89,6.25,124.46,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",110,112,50.89,43.75,5.36,118.57,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",115,112,49.11,44.64,6.25,119.23,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",120,112,42.86,50.89,6.25,94.61,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",125,112,46.43,45.54,8.04,93.67,112
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",130,111,46.85,45.05,8.11,100.36,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",135,111,48.65,45.05,6.31,101.19,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",140,111,41.44,51.35,7.21,102.04,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",145,111,49.55,43.24,7.21,95.05,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",150,111,40.54,51.35,8.11,109.14,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",155,111,45.95,44.14,9.91,96.64,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",160,111,38.74,52.25,9.01,120.37,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",165,111,46.85,43.24,9.91,119.20,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",170,111,48.65,39.64,11.71,106.49,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",175,111,43.24,45.95,10.81,100.80,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",180,111,43.24,44.14,12.61,87.90,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",185,111,42.34,45.05,12.61,98.14,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",190,111,40.54,46.85,12.61,93.31,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",195,111,40.54,45.95,13.51,86.64,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",200,111,43.24,41.44,15.32,77.61,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",205,111,45.05,42.34,12.61,83.65,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",210,111,38.74,43.24,18.02,91.78,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",215,111,39.64,41.44,18.92,60.84,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",220,111,37.84,44.14,18.02,66.49,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",225,111,36.94,45.95,17.12,75.37,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",230,111,34.23,46.85,18.92,70.09,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",235,111,35.14,43.24,21.62,64.56,111
PD_OR_MID,SHORT,PD_OR_MID_FADE_SHORT,"real: stop=37 target=38",240,111,37.84,40.54,21.62,64.42,111
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",0,123,43.90,53.66,2.44,117.34,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",5,108,39.81,59.26,0.93,163.51,108
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",10,114,46.49,52.63,0.88,122.97,114
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",15,116,48.28,50.00,1.72,151.06,116
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",20,120,39.17,58.33,2.50,137.31,120
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",25,120,43.33,54.17,2.50,134.53,120
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",30,121,52.07,45.45,2.48,144.02,121
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",35,121,39.67,57.02,3.31,141.85,121
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",40,121,42.15,52.07,5.79,148.92,121
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",45,121,35.54,59.50,4.96,135.32,121
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",50,123,43.09,52.03,4.88,136.28,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",55,123,42.28,52.03,5.69,112.64,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",60,123,48.78,45.53,5.69,127.24,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",65,123,40.65,52.85,6.50,122.96,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",70,123,44.72,47.97,7.32,108.87,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",75,123,39.84,52.85,7.32,118.14,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",80,123,41.46,49.59,8.94,117.51,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",85,123,40.65,50.41,8.94,111.46,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",90,123,41.46,49.59,8.94,109.56,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",95,123,41.46,49.59,8.94,105.95,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",100,123,42.28,49.59,8.13,126.31,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",105,123,45.53,45.53,8.94,117.96,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",110,123,46.34,43.90,9.76,112.78,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",115,123,45.53,44.72,9.76,113.26,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",120,123,47.15,43.09,9.76,100.08,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",125,123,48.78,41.46,9.76,110.47,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",130,123,44.72,46.34,8.94,94.79,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",135,123,43.90,47.15,8.94,96.10,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",140,123,43.09,47.97,8.94,99.43,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",145,123,43.09,47.15,9.76,101.23,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",150,123,44.72,45.53,9.76,94.03,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",155,123,42.28,47.15,10.57,81.11,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",160,123,41.46,47.15,11.38,115.33,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",165,123,42.28,44.72,13.01,94.32,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",170,123,40.65,45.53,13.82,97.95,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",175,123,44.72,42.28,13.01,87.31,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",180,123,43.90,41.46,14.63,78.64,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",185,123,42.28,42.28,15.45,79.91,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",190,123,46.34,37.40,16.26,100.36,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",195,123,47.97,36.59,15.45,89.69,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",200,123,40.65,44.72,14.63,88.86,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",205,123,41.46,41.46,17.07,74.24,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",210,123,47.97,34.96,17.07,88.76,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",215,123,41.46,40.65,17.89,91.15,123
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",220,122,41.80,40.16,18.03,75.54,122
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",225,122,44.26,36.07,19.67,84.91,122
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",230,122,37.70,41.80,20.49,95.15,122
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",235,122,39.34,40.16,20.49,80.99,122
PD_SESSION_MID,LONG,PD_SESSION_MID_FADE_LONG,"real: stop=35 target=40",240,121,41.32,37.19,21.49,74.13,121
PD_SESSION_MID,SHORT,PD_SESSION_MID_FADE_SHORT,"real: stop=15 target=35",0,123,34.96,64.23,0.81,178.72,123
PD_SESSION_MID,SHORT,PD_SESSION_MID_FADE_SHORT,"real: stop=15 target=35",5,71,36.62,63.38,0.00,207.25,71
