entryTime,direction,entryPrice,stopPrice,pivotPrice,streak,numTouches,fwd30,fwd60,fwd120,fwd240
2025-11-12 02:15:00,LONG,26041,26013.2925,26025.5,1,2,6.00,-166.25,-231.25,-208.00
2025-11-13 09:15:00,SHORT,25736.5,25773.974,25762.5,1,2,76.50,240.75,265.25,367.50
2025-11-13 04:20:00,SHORT,25851,25900.974,25896.75,2,3,64.25,250.00,382.00,486.25
2025-12-05 10:05:00,LONG,25830,25734.776,25775.75,3,4,18.25,-85.25,-106.50,-110.75
2026-01-12 14:30:00,LONG,26010.5,25969.95675,25987.25,4,5,5.25,-24.75,-42.75,-128.75
2025-12-25 19:15:00,LONG,25903,25864.95675,25887,9,10,0.75,9.25,-7.50,-20.25
2025-12-05 10:00:00,LONG,25812.75,25700.95675,25754.5,2,3,33.00,-53.25,-80.75,-88.25
2025-11-14 11:30:00,LONG,25467,25393.95675,25420,4,5,48.00,-40.00,-37.00,-165.50
2025-11-14 10:45:00,LONG,25410,25170.45675,25275,5,6,99.00,105.00,-39.75,-8.75
2025-11-14 11:25:00,LONG,25509,25363.95675,25391.5,10,11,12.25,-99.00,-152.75,-237.25
2025-11-14 11:30:00,LONG,25467,25393.95675,25408,4,5,48.00,-40.00,-37.00,-165.50
2025-11-17 09:45:00,LONG,25480,25216.2475,25354.25,3,4,-126.00,-128.00,-302.75,-399.50
2025-11-17 08:45:00,SHORT,25305.25,25339.0025,25336.25,2,3,-194.75,-94.75,37.25,206.75
2025-12-02 09:45:00,LONG,25583.25,25464.9785,25506,11,12,54.00,39.25,-96.25,-37.50
2025-11-20 08:55:00,LONG,25229.5,25161.4785,25204.75,7,8,0.75,30.25,-51.25,-850.75
2025-11-20 09:00:00,LONG,25234,25178.7285,25215.75,2,3,-54.00,54.00,-104.25,-817.00
2025-11-26 11:25:00,LONG,25323.25,25256.9785,25296.75,2,3,36.50,16.50,23.75,29.00
2025-11-20 08:55:00,LONG,25229.5,25161.4785,25205,6,7,0.75,30.25,-51.25,-850.75
2025-11-20 08:55:00,LONG,25229.5,25161.4785,25203.5,4,5,0.75,30.25,-51.25,-850.75
2025-11-18 10:05:00,SHORT,24805,24896.5215,24861.75,1,2,85.50,10.50,-208.00,-19.25
2025-11-19 19:25:00,LONG,25144,25080.666,25103.25,3,4,-7.25,-6.25,-6.50,29.75
2025-11-20 12:05:00,SHORT,24533.5,24809.584,24686.75,1,2,198.50,74.00,276.25,408.00
2025-11-19 16:35:00,LONG,24905.75,24724.916,24761,3,4,120.25,167.75,232.50,248.00
2025-11-19 16:35:00,LONG,24905.75,24724.916,24756.75,1,2,120.25,167.75,232.50,248.00
2025-11-20 08:55:00,LONG,25229.5,25160.8565,25209,3,4,0.75,30.25,-51.25,-850.75
2025-11-26 11:10:00,LONG,25292.5,25219.1065,25264.75,5,6,65.25,48.25,25.50,50.50
2025-11-26 11:30:00,LONG,25335.25,25282.6065,25299.75,2,3,21.75,12.50,5.25,11.75
2025-11-21 08:45:00,LONG,24238,24188.124,24210,5,6,-10.75,-91.75,-198.00,156.75
2026-03-23 02:50:00,SHORT,23867.5,23936.626,23904.5,1,2,10.00,20.50,-64.50,-29.00
2026-03-23 02:20:00,SHORT,23939,23983.376,23952.5,10,11,64.75,81.50,27.00,71.00
