date,session,swing_width,type,target_type,entry,stop,target,hit_target,hit_stop,time_exit,pnl_pts,pnl_usd
2025-12-03,GLOBEX,3,SHORT,P75,25535.25,25574.50,25394.94,0,1,0,-39.25,-80.50
2025-12-03,GLOBEX,5,SHORT,P75,25535.25,25574.50,25394.94,0,1,0,-39.25,-80.50
2025-12-04,GLOBEX,3,LONG,P75,25661.25,25650.00,25800.03,0,1,0,-11.25,-24.50
2025-12-04,RTH,3,LONG,P75,25687.00,25673.75,25825.78,0,1,0,-13.25,-28.50
2025-12-04,GLOBEX,3,SHORT,P75,25584.50,25642.75,25445.72,0,1,0,-58.25,-118.50
2025-12-04,GLOBEX,5,SHORT,P75,25584.50,25642.75,25445.72,0,1,0,-58.25,-118.50
2025-12-08,RTH,3,LONG,P75,25786.00,25768.25,25918.39,0,1,0,-17.75,-37.50
2025-12-08,RTH,5,LONG,P75,25786.00,25768.25,25918.39,0,1,0,-17.75,-37.50
2025-12-08,RTH,3,LONG,P75,25772.25,25762.50,25904.64,0,1,0,-9.75,-21.50
2025-12-08,RTH,5,LONG,P75,25772.25,25762.50,25904.64,0,1,0,-9.75,-21.50
2025-12-08,GLOBEX,3,SHORT,P75,25687.50,25736.25,25555.11,0,0,1,1.00,0.00
2025-12-08,RTH,3,SHORT,P75,25638.00,25684.50,25505.61,0,1,0,-46.50,-95.00
2025-12-08,RTH,5,SHORT,P75,25638.00,25684.50,25505.61,0,1,0,-46.50,-95.00
2025-12-10,RTH,3,LONG,P75,25725.50,25711.00,25853.03,0,1,0,-14.50,-31.00
2025-12-10,RTH,5,LONG,P75,25725.50,25711.00,25853.03,0,1,0,-14.50,-31.00
2025-12-17,RTH,3,LONG,P75,25463.50,25444.50,25585.94,0,1,0,-19.00,-40.00
2025-12-17,RTH,5,LONG,P75,25463.50,25444.50,25585.94,0,1,0,-19.00,-40.00
2025-12-18,RTH,3,LONG,P75,25393.75,25340.25,25518.05,0,1,0,-53.50,-109.00
2025-12-19,GLOBEX,3,LONG,P75,25355.00,25315.50,25463.24,0,1,0,-39.50,-81.00
2025-12-19,GLOBEX,5,LONG,P75,25355.00,25315.50,25463.24,0,1,0,-39.50,-81.00
2025-12-19,RTH,3,LONG,P75,25537.00,25409.50,25645.24,0,0,1,60.50,119.00
2025-12-19,RTH,5,LONG,P75,25537.00,25409.50,25645.24,0,0,1,60.50,119.00
2025-12-29,GLOBEX,3,LONG,P75,25837.50,25811.00,25926.65,0,1,0,-26.50,-55.00
2025-12-29,GLOBEX,3,SHORT,P75,25737.75,25783.50,25648.60,0,1,0,-45.75,-93.50
2025-12-29,GLOBEX,5,SHORT,P75,25737.75,25783.50,25648.60,0,1,0,-45.75,-93.50
2025-12-30,GLOBEX,3,SHORT,P75,25694.25,25698.25,25605.07,0,1,0,-4.00,-10.00
2025-12-30,GLOBEX,5,SHORT,P75,25694.25,25698.25,25605.07,0,1,0,-4.00,-10.00
2025-12-30,RTH,3,SHORT,P75,25636.75,25650.75,25547.57,0,0,1,20.50,39.00
2025-12-30,RTH,5,SHORT,P75,25636.75,25650.75,25547.57,0,0,1,20.50,39.00
2025-12-31,GLOBEX,3,LONG,P75,25660.00,25633.75,25746.49,0,1,0,-26.25,-54.50
2025-12-31,GLOBEX,5,LONG,P75,25660.00,25633.75,25746.49,0,1,0,-26.25,-54.50
2026-01-02,RTH,3,LONG,P75,25640.00,25634.00,25726.36,0,1,0,-6.00,-14.00
2026-01-02,RTH,5,LONG,P75,25640.00,25634.00,25726.36,0,1,0,-6.00,-14.00
2026-01-02,GLOBEX,3,SHORT,P75,25360.50,25427.25,25274.14,1,0,0,86.36,170.72
2026-01-02,GLOBEX,5,SHORT,P75,25360.50,25427.25,25274.14,1,0,0,86.36,170.72
2026-01-05,RTH,3,LONG,P75,25474.25,25455.00,25565.34,1,0,0,91.09,180.19
2026-01-05,RTH,5,LONG,P75,25474.25,25455.00,25565.34,1,0,0,91.09,180.19
2026-01-06,GLOBEX,3,SHORT,P75,25559.50,25636.25,25469.32,0,1,0,-76.75,-155.50
2026-01-06,GLOBEX,5,SHORT,P75,25559.50,25636.25,25469.32,0,1,0,-76.75,-155.50
2026-01-06,RTH,3,LONG,P75,25738.00,25706.50,25828.18,0,1,0,-31.50,-65.00
2026-01-06,RTH,5,LONG,P75,25738.00,25706.50,25828.18,0,1,0,-31.50,-65.00
2026-01-07,GLOBEX,3,SHORT,P75,25769.25,25777.75,25678.85,0,1,0,-8.50,-19.00
2026-01-07,GLOBEX,5,SHORT,P75,25769.25,25777.75,25678.85,0,1,0,-8.50,-19.00
2026-01-07,GLOBEX,3,LONG,P75,25854.00,25798.00,25944.40,1,0,0,90.40,178.79
2026-01-07,GLOBEX,5,LONG,P75,25855.00,25823.00,25945.40,0,1,0,-32.00,-66.00
2026-01-07,GLOBEX,5,LONG,P75,25859.25,25812.25,25949.65,0,1,0,-47.00,-96.00
2026-01-08,GLOBEX,3,SHORT,P75,25749.00,25768.00,25659.79,0,1,0,-19.00,-40.00
2026-01-08,GLOBEX,5,SHORT,P75,25749.00,25768.00,25659.79,0,1,0,-19.00,-40.00
2026-01-12,RTH,3,SHORT,P75,25728.50,25762.00,25637.84,0,1,0,-33.50,-69.00
2026-01-12,GLOBEX,3,SHORT,P75,25883.00,25924.00,25792.34,0,1,0,-41.00,-84.00
2026-01-12,GLOBEX,5,SHORT,P75,25883.00,25924.00,25792.34,0,1,0,-41.00,-84.00
2026-01-15,RTH,3,LONG,P75,25828.25,25794.75,25913.38,1,0,0,85.13,168.27
2026-01-15,RTH,5,LONG,P75,25828.25,25794.75,25913.38,1,0,0,85.13,168.27
2026-01-16,GLOBEX,3,SHORT,P75,25727.25,25765.50,25642.05,1,0,0,85.20,168.40
2026-01-16,GLOBEX,5,SHORT,P75,25727.25,25765.50,25642.05,1,0,0,85.20,168.40
2026-01-16,GLOBEX,3,SHORT,P75,25630.25,25674.75,25545.05,0,1,0,-44.50,-91.00
2026-01-16,GLOBEX,5,SHORT,P75,25630.25,25674.75,25545.05,0,1,0,-44.50,-91.00
2026-01-21,GLOBEX,3,SHORT,P75,25159.50,25188.25,25078.35,1,0,0,81.15,160.29
2026-01-21,GLOBEX,5,SHORT,P75,25159.50,25188.25,25078.35,1,0,0,81.15,160.29
2026-01-21,GLOBEX,3,SHORT,P75,25059.25,25094.00,24978.10,0,1,0,-34.75,-71.50
2026-01-21,RTH,3,SHORT,P75,25059.25,25094.00,24978.10,0,1,0,-34.75,-71.50
2026-01-21,GLOBEX,5,SHORT,P75,25059.25,25094.00,24978.10,0,1,0,-34.75,-71.50
2026-01-21,RTH,5,SHORT,P75,25059.25,25094.00,24978.10,0,1,0,-34.75,-71.50
2026-01-21,RTH,3,LONG,P75,25470.00,25431.25,25551.15,0,1,0,-38.75,-79.50
2026-01-21,RTH,5,LONG,P75,25470.00,25431.25,25551.15,0,1,0,-38.75,-79.50
2026-01-23,RTH,3,LONG,P75,25730.00,25714.25,25817.20,0,1,0,-15.75,-33.50
2026-01-23,RTH,5,LONG,P75,25730.00,25714.25,25817.20,0,1,0,-15.75,-33.50
2026-01-23,GLOBEX,3,SHORT,P75,25644.00,25689.50,25556.80,1,0,0,87.20,172.40
2026-01-23,GLOBEX,5,SHORT,P75,25644.00,25689.50,25556.80,1,0,0,87.20,172.40
2026-01-26,RTH,3,LONG,P75,25837.25,25768.50,25927.38,1,0,0,90.13,178.26
2026-01-26,RTH,5,LONG,P75,25837.25,25768.50,25927.38,1,0,0,90.13,178.26
2026-02-11,RTH,3,SHORT,P75,25190.00,25198.00,25064.40,0,1,0,-8.00,-18.00
2026-02-11,RTH,5,SHORT,P75,25190.00,25198.00,25064.40,0,1,0,-8.00,-18.00
2026-02-17,RTH,3,SHORT,P75,24686.25,24726.75,24552.36,1,0,0,133.89,265.78
2026-02-17,RTH,5,SHORT,P75,24686.25,24726.75,24552.36,1,0,0,133.89,265.78
2026-02-18,RTH,3,LONG,P75,24911.50,24886.00,25047.21,0,1,0,-25.50,-53.00
2026-02-18,RTH,5,LONG,P75,24911.50,24886.00,25047.21,0,1,0,-25.50,-53.00
2026-02-24,GLOBEX,3,SHORT,P75,24852.75,24866.00,24713.98,0,1,0,-13.25,-28.50
2026-02-24,GLOBEX,5,SHORT,P75,24852.75,24866.00,24713.98,0,1,0,-13.25,-28.50
2026-02-24,RTH,3,LONG,P75,25061.25,25043.25,25200.02,0,1,0,-18.00,-38.00
2026-02-24,RTH,5,LONG,P75,25061.25,25043.25,25200.02,0,1,0,-18.00,-38.00
2026-02-27,GLOBEX,3,SHORT,P75,25054.50,25059.50,24914.59,0,1,0,-5.00,-12.00
2026-02-27,GLOBEX,5,SHORT,P75,25054.50,25059.50,24914.59,0,1,0,-5.00,-12.00
2026-02-27,GLOBEX,3,SHORT,P75,25039.50,25061.00,24899.59,0,1,0,-21.50,-45.00
2026-02-27,GLOBEX,3,SHORT,P75,25050.75,25098.75,24910.84,1,0,0,139.91,277.82
2026-02-27,GLOBEX,5,SHORT,P75,25050.75,25098.75,24910.84,1,0,0,139.91,277.82
2026-03-03,RTH,3,SHORT,P75,24765.50,24792.75,24626.10,0,1,0,-27.25,-56.50
2026-03-03,RTH,5,SHORT,P75,24765.50,24792.75,24626.10,0,1,0,-27.25,-56.50
2026-03-04,GLOBEX,3,LONG,P75,24659.75,24638.25,24795.22,0,1,0,-21.50,-45.00
2026-03-04,GLOBEX,5,LONG,P75,24659.75,24638.25,24795.22,0,1,0,-21.50,-45.00
2026-03-06,RTH,3,SHORT,P75,24962.25,25035.75,24830.04,1,0,0,132.21,262.42
2026-03-11,GLOBEX,3,SHORT,P75,25057.50,25076.25,24922.75,1,0,0,134.75,267.50
2026-03-11,GLOBEX,5,SHORT,P75,25057.50,25076.25,24922.75,1,0,0,134.75,267.50
2026-03-11,GLOBEX,3,SHORT,P75,24830.00,24885.00,24695.25,0,0,1,100.50,199.00
2026-03-11,RTH,3,SHORT,P75,24830.00,24885.00,24695.25,0,0,1,100.50,199.00
2026-03-11,GLOBEX,5,SHORT,P75,24830.00,24885.00,24695.25,0,0,1,100.50,199.00
2026-03-11,RTH,5,SHORT,P75,24830.00,24885.00,24695.25,0,0,1,100.50,199.00
2026-03-17,GLOBEX,3,LONG,P75,25056.50,24964.00,25185.13,0,1,0,-92.50,-187.00
2026-03-18,GLOBEX,3,SHORT,P75,24881.25,24995.75,24757.13,0,1,0,-114.50,-231.00
2026-03-18,GLOBEX,5,SHORT,P75,24881.25,24995.75,24757.13,0,1,0,-114.50,-231.00
2026-03-18,GLOBEX,3,SHORT,P75,24738.25,24801.50,24614.13,1,0,0,124.12,246.25
2026-03-18,GLOBEX,5,SHORT,P75,24738.25,24801.50,24614.13,1,0,0,124.12,246.25
2026-03-20,RTH,3,SHORT,P75,24504.50,24541.00,24378.13,0,1,0,-36.50,-75.00
2026-03-20,RTH,5,SHORT,P75,24504.50,24541.00,24378.13,0,1,0,-36.50,-75.00
2026-03-20,RTH,3,SHORT,P75,24271.50,24328.00,24145.13,0,1,0,-56.50,-115.00
2026-03-20,RTH,5,SHORT,P75,24271.50,24328.00,24145.13,0,1,0,-56.50,-115.00
2026-03-24,GLOBEX,3,LONG,P75,24353.75,24315.00,24481.27,1,0,0,127.52,253.04
2026-03-24,GLOBEX,3,LONG,P75,24469.75,24405.00,24597.27,0,1,0,-64.75,-131.50
2026-03-27,GLOBEX,3,LONG,P75,23917.75,23898.25,24042.83,0,1,0,-19.50,-41.00
2026-03-27,GLOBEX,5,LONG,P75,23958.25,23914.50,24083.33,0,1,0,-43.75,-89.50
2026-03-30,RTH,3,LONG,P75,23389.25,23373.50,23516.67,0,1,0,-15.75,-33.50
2026-04-01,GLOBEX,3,LONG,P75,24059.00,24036.00,24188.40,0,1,0,-23.00,-48.00
2026-04-01,GLOBEX,5,LONG,P75,24059.00,24036.00,24188.40,0,1,0,-23.00,-48.00
2026-04-07,GLOBEX,3,LONG,P75,24253.50,24234.50,24382.72,0,1,0,-19.00,-40.00
2026-04-07,GLOBEX,5,LONG,P75,24253.50,24234.50,24382.72,0,1,0,-19.00,-40.00
2026-04-07,GLOBEX,3,LONG,P75,24364.75,24326.50,24493.97,0,1,0,-38.25,-78.50
2026-04-07,RTH,3,LONG,P75,24801.25,24355.00,24930.47,1,0,0,129.22,256.44
2026-04-07,RTH,5,LONG,P75,24801.25,24355.00,24930.47,1,0,0,129.22,256.44
2026-04-09,GLOBEX,3,SHORT,P75,25011.75,25020.00,24887.67,0,1,0,-8.25,-18.50
2026-04-10,GLOBEX,3,SHORT,P75,25231.25,25251.00,25107.13,0,1,0,-19.75,-41.50
2026-04-10,GLOBEX,5,SHORT,P75,25231.25,25251.00,25107.13,0,1,0,-19.75,-41.50
2026-04-10,GLOBEX,3,LONG,P75,25319.50,25291.75,25443.62,0,1,0,-27.75,-57.50
2026-04-10,GLOBEX,5,LONG,P75,25319.50,25291.75,25443.62,0,1,0,-27.75,-57.50
2026-04-13,RTH,3,SHORT,P75,25182.00,25238.25,25059.90,0,1,0,-56.25,-114.50
2026-04-13,RTH,5,SHORT,P75,25182.00,25238.25,25059.90,0,1,0,-56.25,-114.50
2026-04-13,RTH,3,LONG,P75,25405.25,25387.00,25527.35,1,0,0,122.10,242.20
2026-04-13,RTH,5,LONG,P75,25405.25,25387.00,25527.35,1,0,0,122.10,242.20
2026-04-15,GLOBEX,3,SHORT,P75,25971.25,25988.25,25847.81,0,1,0,-17.00,-36.00
2026-04-15,GLOBEX,5,SHORT,P75,25971.25,25988.25,25847.81,0,1,0,-17.00,-36.00
2026-04-16,GLOBEX,3,SHORT,P75,26424.25,26439.25,26297.06,0,1,0,-15.00,-32.00
2026-04-16,GLOBEX,5,SHORT,P75,26424.25,26439.25,26297.06,0,1,0,-15.00,-32.00
2026-04-16,GLOBEX,3,LONG,P75,26481.75,26461.00,26608.94,0,1,0,-20.75,-43.50
2026-04-16,GLOBEX,5,LONG,P75,26481.75,26461.00,26608.94,0,1,0,-20.75,-43.50
2026-04-17,RTH,3,LONG,P75,26517.75,26506.50,26643.81,0,1,0,-11.25,-24.50
2026-04-17,RTH,5,LONG,P75,26517.75,26506.50,26643.81,0,1,0,-11.25,-24.50
2026-04-17,RTH,3,LONG,P75,26590.25,26561.50,26716.31,1,0,0,126.06,250.11
2026-04-17,RTH,5,LONG,P75,26590.25,26561.50,26716.31,1,0,0,126.06,250.11
2026-04-23,GLOBEX,3,LONG,P75,27144.00,27093.75,27263.56,0,1,0,-50.25,-102.50
2026-04-23,GLOBEX,5,LONG,P75,27144.00,27093.75,27263.56,0,1,0,-50.25,-102.50
2026-04-24,RTH,3,LONG,P75,27234.25,27130.25,27357.73,1,0,0,123.48,244.97
2026-04-24,RTH,5,LONG,P75,27234.25,27130.25,27357.73,1,0,0,123.48,244.97
2026-04-28,RTH,3,SHORT,P75,27364.00,27379.00,27246.77,1,0,0,117.23,232.46
2026-04-28,RTH,5,SHORT,P75,27261.00,27316.50,27143.77,1,0,0,117.23,232.46
2026-04-30,GLOBEX,3,SHORT,P75,27375.50,27396.75,27269.20,0,1,0,-21.25,-44.50
2026-05-01,GLOBEX,3,SHORT,P75,27616.50,27628.50,27507.63,0,1,0,-12.00,-26.00
2026-05-01,GLOBEX,5,SHORT,P75,27616.50,27628.50,27507.63,0,1,0,-12.00,-26.00
2026-05-05,RTH,3,LONG,P75,27923.50,27912.00,28028.84,0,1,0,-11.50,-25.00
2026-05-05,RTH,5,LONG,P75,27923.50,27912.00,28028.84,0,1,0,-11.50,-25.00
2026-05-06,GLOBEX,3,LONG,P75,28345.75,28328.75,28447.37,0,1,0,-17.00,-36.00
2026-05-06,GLOBEX,5,LONG,P75,28345.75,28328.75,28447.37,0,1,0,-17.00,-36.00
2026-05-26,RTH,3,LONG,P75,29788.00,29744.00,29908.16,1,0,0,120.16,238.32
2026-05-26,RTH,5,LONG,P75,29788.00,29744.00,29908.16,1,0,0,120.16,238.32
2026-05-27,GLOBEX,3,LONG,P75,30203.50,30166.25,30324.49,1,0,0,120.99,239.98
2026-05-27,GLOBEX,5,LONG,P75,30203.50,30166.25,30324.49,1,0,0,120.99,239.98
2026-06-01,RTH,3,LONG,P75,30478.25,30443.75,30599.75,0,1,0,-34.50,-71.00
2026-06-01,RTH,5,LONG,P75,30481.75,30443.75,30603.25,0,1,0,-38.00,-78.00
2026-06-02,GLOBEX,3,LONG,P75,30452.50,30425.00,30575.22,1,0,0,122.72,243.45
2026-06-02,RTH,3,LONG,P75,30672.25,30638.75,30794.97,0,1,0,-33.50,-69.00
2026-06-02,RTH,5,LONG,P75,30672.25,30638.75,30794.97,0,1,0,-33.50,-69.00
2026-06-05,GLOBEX,3,SHORT,P75,30119.00,30159.50,29995.24,0,1,0,-40.50,-83.00
2026-06-05,GLOBEX,5,SHORT,P75,30119.00,30159.50,29995.24,0,1,0,-40.50,-83.00
2026-06-09,GLOBEX,3,LONG,P75,29611.50,29597.00,29749.02,0,1,0,-14.50,-31.00
2026-06-10,RTH,3,SHORT,P75,28768.75,28830.00,28613.40,0,1,0,-61.25,-124.50
2026-06-10,RTH,5,SHORT,P75,28768.75,28830.00,28613.40,0,1,0,-61.25,-124.50
2026-06-17,RTH,3,LONG,P75,30493.75,30478.75,30664.73,0,1,0,-15.00,-32.00
2026-06-17,RTH,5,LONG,P75,30493.75,30478.75,30664.73,0,1,0,-15.00,-32.00
2026-06-18,GLOBEX,3,LONG,P75,30468.75,30440.25,30643.65,0,1,0,-28.50,-59.00
2026-06-18,GLOBEX,5,LONG,P75,30468.75,30440.25,30643.65,0,1,0,-28.50,-59.00
2026-06-22,GLOBEX,3,LONG,P75,30663.25,30629.00,30834.47,1,0,0,171.22,340.43
2026-06-22,GLOBEX,5,LONG,P75,30663.25,30629.00,30834.47,1,0,0,171.22,340.43
2026-06-25,GLOBEX,3,LONG,P75,30176.00,30149.25,30362.05,0,1,0,-26.75,-55.50
2026-06-25,GLOBEX,5,LONG,P75,30176.00,30149.25,30362.05,0,1,0,-26.75,-55.50
2026-06-25,GLOBEX,3,SHORT,P75,29834.50,29922.50,29648.45,1,0,0,186.05,370.10
2026-06-25,GLOBEX,5,SHORT,P75,29834.50,29922.50,29648.45,1,0,0,186.05,370.10
2026-07-02,GLOBEX,3,SHORT,P75,30099.00,30141.75,29889.60,0,1,0,-42.75,-87.50
2026-07-02,GLOBEX,3,SHORT,P75,29952.75,29997.25,29743.35,0,1,0,-44.50,-91.00
2026-07-06,GLOBEX,3,LONG,P75,29818.25,29778.00,30018.57,0,1,0,-40.25,-82.50
2026-07-06,GLOBEX,5,LONG,P75,29818.25,29778.00,30018.57,0,1,0,-40.25,-82.50
2026-07-08,GLOBEX,3,SHORT,P75,28980.25,29290.00,28800.64,0,1,0,-309.75,-621.50
2026-07-08,RTH,3,SHORT,P75,28980.25,29290.00,28800.64,0,1,0,-309.75,-621.50
2026-07-08,GLOBEX,5,SHORT,P75,28980.25,29290.00,28800.64,0,1,0,-309.75,-621.50
2026-07-08,RTH,5,SHORT,P75,28980.25,29290.00,28800.64,0,1,0,-309.75,-621.50
2026-07-13,RTH,3,SHORT,P75,29651.50,29677.75,29488.71,0,1,0,-26.25,-54.50
2026-07-13,RTH,5,SHORT,P75,29651.50,29677.75,29488.71,0,1,0,-26.25,-54.50
2026-07-13,GLOBEX,3,SHORT,P75,29755.00,29799.75,29592.21,1,0,0,162.79,323.59
2026-07-13,RTH,3,SHORT,P75,29755.00,29799.75,29592.21,1,0,0,162.79,323.59
2026-07-13,GLOBEX,5,SHORT,P75,29755.00,29799.75,29592.21,1,0,0,162.79,323.59
2026-07-13,RTH,5,SHORT,P75,29755.00,29799.75,29592.21,1,0,0,162.79,323.59
2026-07-14,GLOBEX,3,LONG,P75,29602.50,29534.75,29766.11,1,0,0,163.61,325.23
2026-07-14,RTH,3,LONG,P75,29602.50,29534.75,29766.11,1,0,0,163.61,325.23
2026-07-14,GLOBEX,5,LONG,P75,29602.50,29534.75,29766.11,1,0,0,163.61,325.23
2026-07-14,RTH,5,LONG,P75,29602.50,29534.75,29766.11,1,0,0,163.61,325.23
2026-07-14,GLOBEX,3,LONG,P75,29790.75,29754.00,29954.36,0,1,0,-36.75,-75.50
2026-07-14,RTH,3,LONG,P75,29790.75,29754.00,29954.36,0,1,0,-36.75,-75.50
2026-07-14,RTH,5,LONG,P75,29790.75,29754.00,29954.36,0,1,0,-36.75,-75.50
2026-07-14,GLOBEX,5,LONG,P75,29782.25,29754.00,29945.86,0,1,0,-28.25,-58.50
2026-07-15,GLOBEX,3,SHORT,P75,29885.75,29940.00,29726.46,0,1,0,-54.25,-110.50
2026-07-15,GLOBEX,5,SHORT,P75,29885.75,29940.00,29726.46,0,1,0,-54.25,-110.50
2026-07-15,GLOBEX,3,SHORT,P75,29639.25,29736.75,29479.96,1,0,0,159.29,316.58
2026-07-15,GLOBEX,5,SHORT,P75,29639.25,29736.75,29479.96,1,0,0,159.29,316.58
2026-07-15,RTH,3,SHORT,P75,29582.00,29661.75,29422.71,1,0,0,159.29,316.58
2026-07-15,GLOBEX,3,SHORT,P75,29715.25,29749.00,29555.96,0,1,0,-33.75,-69.50
2026-07-15,GLOBEX,5,SHORT,P75,29715.25,29749.00,29555.96,0,1,0,-33.75,-69.50
2026-07-29,GLOBEX,3,LONG,P75,27928.75,27888.25,28074.92,0,1,0,-40.50,-83.00
2026-08-03,GLOBEX,3,LONG,P75,28434.75,28383.50,28590.53,0,1,0,-51.25,-104.50
2026-08-03,RTH,3,LONG,P75,28780.50,28731.50,28936.28,0,1,0,-49.00,-100.00
2026-08-03,RTH,5,LONG,P75,28780.50,28731.50,28936.28,0,1,0,-49.00,-100.00
