mode,pop_n,pct_backfill,category,slice_name,horizon,n,missing_horizon,baseline_mean,baseline_median,slice_mean,slice_median,slice_stddev,delta_mean,status
REAL_ONLY,648,0.0,setup_type,PD_LOW_FADE_LONG,240,2,0,62.87,50.50,-125.63,-125.63,0.18,-188.49,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_POC_FADE_LONG,15,2,0,53.41,47.50,53.75,53.75,52.33,0.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_POC_FADE_LONG,30,2,0,54.79,48.25,48.25,48.25,1.77,-6.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_POC_FADE_LONG,60,2,0,59.89,50.63,-13.88,-13.88,98.46,-73.77,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_POC_FADE_LONG,120,2,0,68.17,58.75,-22.25,-22.25,86.62,-90.42,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_POC_FADE_LONG,240,2,0,62.87,50.50,-95.38,-95.38,165.64,-158.24,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_LONG,15,3,0,53.41,47.50,59.92,61.00,33.64,6.51,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_LONG,30,3,0,54.79,48.25,38.58,30.75,23.74,-16.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_LONG,60,3,0,59.89,50.63,22.83,8.00,57.70,-37.06,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_LONG,120,3,0,68.17,58.75,53.42,68.00,64.87,-14.75,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_LONG,240,3,0,62.87,50.50,12.00,48.25,82.34,-50.87,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_SHORT,15,2,0,53.41,47.50,109.13,109.13,69.12,55.72,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_SHORT,30,2,0,54.79,48.25,142.25,142.25,88.03,87.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_SHORT,60,2,0,59.89,50.63,112.50,112.50,34.65,52.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_SHORT,120,2,0,68.17,58.75,125.00,125.00,56.57,56.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PM_LOW_FADE_SHORT,240,2,0,62.87,50.50,145.50,145.50,109.25,82.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_LOW_FADE_SHORT,15,1,0,53.41,47.50,71.75,71.75,undefined,18.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_LOW_FADE_SHORT,30,1,0,54.79,48.25,70.50,70.50,undefined,15.71,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_LOW_FADE_SHORT,60,1,0,59.89,50.63,73.50,73.50,undefined,13.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_LOW_FADE_SHORT,120,1,0,68.17,58.75,110.00,110.00,undefined,41.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_LOW_FADE_SHORT,240,1,0,62.87,50.50,219.25,219.25,undefined,156.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_SHORT,15,3,0,53.41,47.50,94.75,91.25,45.85,41.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_SHORT,30,3,0,54.79,48.25,90.25,56.50,62.17,35.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_SHORT,60,3,0,59.89,50.63,97.83,115.00,42.44,37.94,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_SHORT,120,3,0,68.17,58.75,91.42,101.50,25.19,23.25,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_SHORT,240,3,0,62.87,50.50,151.50,187.00,63.88,88.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_SHORT,15,5,0,53.41,47.50,91.20,66.25,82.59,37.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_SHORT,30,5,0,54.79,48.25,91.45,91.25,33.64,36.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_SHORT,60,5,0,59.89,50.63,57.95,38.75,28.77,-1.94,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_SHORT,120,5,0,68.17,58.75,82.65,96.00,30.83,14.48,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S3_FADE_SHORT,240,5,0,62.87,50.50,70.30,126.75,144.74,7.43,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_VWAP_FADE_SHORT,15,1,0,53.41,47.50,49.00,49.00,undefined,-4.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_VWAP_FADE_SHORT,30,1,0,54.79,48.25,54.75,54.75,undefined,-0.04,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_VWAP_FADE_SHORT,60,1,0,59.89,50.63,47.75,47.75,undefined,-12.14,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_VWAP_FADE_SHORT,120,1,0,68.17,58.75,108.25,108.25,undefined,40.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WEEKLY_VWAP_FADE_SHORT,240,1,0,62.87,50.50,185.25,185.25,undefined,122.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_LONG,15,1,0,53.41,47.50,141.75,141.75,undefined,88.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_LONG,30,1,0,54.79,48.25,214.00,214.00,undefined,159.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_LONG,60,1,0,59.89,50.63,161.75,161.75,undefined,101.86,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_LONG,120,1,0,68.17,58.75,140.25,140.25,undefined,72.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_LONG,240,1,0,62.87,50.50,143.25,143.25,undefined,80.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S1_FADE_SHORT,15,1,0,53.41,47.50,69.50,69.50,undefined,16.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S1_FADE_SHORT,30,1,0,54.79,48.25,-90.50,-90.50,undefined,-145.29,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S1_FADE_SHORT,60,1,0,59.89,50.63,-155.50,-155.50,undefined,-215.39,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S1_FADE_SHORT,120,1,0,68.17,58.75,-175.75,-175.75,undefined,-243.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_S1_FADE_SHORT,240,1,0,62.87,50.50,-80.00,-80.00,undefined,-142.87,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S4_FADE_LONG,15,1,0,53.41,47.50,167.50,167.50,undefined,114.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S4_FADE_LONG,30,1,0,54.79,48.25,189.75,189.75,undefined,134.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S4_FADE_LONG,60,1,0,59.89,50.63,197.25,197.25,undefined,137.36,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S4_FADE_LONG,120,1,0,68.17,58.75,168.25,168.25,undefined,100.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S4_FADE_LONG,240,1,0,62.87,50.50,173.50,173.50,undefined,110.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_SHORT,15,3,0,53.41,47.50,22.00,14.00,37.15,-31.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_SHORT,30,3,0,54.79,48.25,52.58,34.00,179.10,-2.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_SHORT,60,3,0,59.89,50.63,65.83,187.00,226.96,5.94,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_SHORT,120,3,0,68.17,58.75,37.92,110.25,225.86,-30.25,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,ONL_FADE_SHORT,240,3,0,62.87,50.50,107.75,224.50,207.87,44.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_SHORT_OVERNIGHT,15,2,0,53.41,47.50,77.25,77.25,68.24,23.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_SHORT_OVERNIGHT,30,2,0,54.79,48.25,15.13,15.13,67.71,-39.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_SHORT_OVERNIGHT,60,2,0,59.89,50.63,-95.38,-95.38,30.58,-155.27,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_SHORT_OVERNIGHT,120,2,0,68.17,58.75,-90.50,-90.50,138.59,-158.67,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_SHORT_OVERNIGHT,240,2,0,62.87,50.50,-27.63,-27.63,52.15,-90.49,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_LONG_TRAIL,15,2,0,53.41,47.50,25.75,25.75,32.17,-27.66,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_LONG_TRAIL,30,2,0,54.79,48.25,65.38,65.38,28.81,10.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_LONG_TRAIL,60,2,0,59.89,50.63,49.75,49.75,9.90,-10.14,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_LONG_TRAIL,120,2,0,68.17,58.75,24.25,24.25,59.04,-43.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S2_FADE_LONG_TRAIL,240,2,0,62.87,50.50,-29.00,-29.00,58.69,-91.87,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_LONG,15,1,0,53.41,47.50,59.25,59.25,undefined,5.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_LONG,30,1,0,54.79,48.25,31.75,31.75,undefined,-23.04,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_LONG,60,1,0,59.89,50.63,47.00,47.00,undefined,-12.89,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_LONG,120,1,0,68.17,58.75,146.25,146.25,undefined,78.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_PIVOT_FADE_LONG,240,1,0,62.87,50.50,238.50,238.50,undefined,175.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,15,1,0,53.41,47.50,104.25,104.25,undefined,50.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,30,1,0,54.79,48.25,123.00,123.00,undefined,68.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,60,1,0,59.89,50.63,144.00,144.00,undefined,84.11,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,120,1,0,68.17,58.75,186.00,186.00,undefined,117.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_SHORT_TRAIL,240,1,0,62.87,50.50,289.50,289.50,undefined,226.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_SHORT,15,9,0,53.41,47.50,-7.00,-16.00,27.88,-60.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_SHORT,30,9,0,54.79,48.25,-1.17,-8.00,43.82,-55.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_SHORT,60,9,0,59.89,50.63,43.72,50.25,80.88,-16.17,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_SHORT,120,9,0,68.17,58.75,82.39,131.50,106.55,14.22,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STOP_SWEEP_SHORT,240,9,0,62.87,50.50,-39.44,-49.00,39.56,-102.31,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_LONG,15,1,0,53.41,47.50,104.75,104.75,undefined,51.34,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_LONG,30,1,0,54.79,48.25,89.00,89.00,undefined,34.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_LONG,60,1,0,59.89,50.63,116.25,116.25,undefined,56.36,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_LONG,120,1,0,68.17,58.75,156.75,156.75,undefined,88.58,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_LONG,240,1,0,62.87,50.50,121.00,121.00,undefined,58.13,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_VAL_FADE_LONG,15,1,0,53.41,47.50,68.25,68.25,undefined,14.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_VAL_FADE_LONG,30,1,0,54.79,48.25,65.75,65.75,undefined,10.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_VAL_FADE_LONG,60,1,0,59.89,50.63,92.25,92.25,undefined,32.36,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_VAL_FADE_LONG,120,1,0,68.17,58.75,109.25,109.25,undefined,41.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PW_VAL_FADE_LONG,240,1,0,62.87,50.50,88.00,88.00,undefined,25.13,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_SHORT,15,6,0,53.41,47.50,83.29,54.75,71.09,29.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_SHORT,30,6,0,54.79,48.25,104.63,92.00,113.37,49.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_SHORT,60,6,0,59.89,50.63,144.33,76.13,188.79,84.44,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_SHORT,120,6,0,68.17,58.75,179.58,130.63,165.70,111.42,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,OR5_MID_FADE_SHORT,240,6,0,62.87,50.50,193.92,259.63,153.55,131.05,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_BULLISH,15,48,0,53.41,47.50,47.40,47.00,35.54,-6.01,OK
REAL_ONLY,648,0.0,setup_type,IB_BULLISH,30,48,0,54.79,48.25,48.64,45.88,46.96,-6.15,OK
REAL_ONLY,648,0.0,setup_type,IB_BULLISH,60,48,0,59.89,50.63,44.37,45.13,57.87,-15.52,OK
REAL_ONLY,648,0.0,setup_type,IB_BULLISH,120,48,0,68.17,58.75,57.01,68.63,80.23,-11.16,OK
REAL_ONLY,648,0.0,setup_type,IB_BULLISH,240,48,0,62.87,50.50,102.63,77.38,106.04,39.76,OK
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_LONG,15,4,0,53.41,47.50,88.31,85.13,22.19,34.91,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_LONG,30,4,0,54.79,48.25,49.69,34.88,63.82,-5.10,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_LONG,60,4,0,59.89,50.63,120.81,120.25,70.80,60.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_LONG,120,4,0,68.17,58.75,179.19,174.63,28.40,111.02,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_LONG,240,4,0,62.87,50.50,177.50,181.25,73.78,114.63,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FAILED_AUCTION_LONG,15,11,0,53.41,47.50,57.64,55.50,57.44,4.23,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FAILED_AUCTION_LONG,30,11,0,54.79,48.25,67.75,42.50,77.83,12.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FAILED_AUCTION_LONG,60,11,0,59.89,50.63,96.89,63.50,90.54,36.99,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FAILED_AUCTION_LONG,120,11,0,68.17,58.75,112.00,136.50,83.87,43.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FAILED_AUCTION_LONG,240,11,0,62.87,50.50,124.77,122.25,87.33,61.90,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_LONG,15,1,0,53.41,47.50,128.00,128.00,undefined,74.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_LONG,30,1,0,54.79,48.25,159.00,159.00,undefined,104.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_LONG,60,1,0,59.89,50.63,73.50,73.50,undefined,13.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_LONG,120,1,0,68.17,58.75,82.25,82.25,undefined,14.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,10D_IB_MID_FADE_LONG,240,1,0,62.87,50.50,259.25,259.25,undefined,196.38,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_LONG,15,51,0,53.41,47.50,21.33,23.25,76.83,-32.07,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_LONG,30,51,0,54.79,48.25,49.71,64.00,100.81,-5.08,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_LONG,60,51,0,59.89,50.63,95.44,153.25,130.83,35.55,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_LONG,120,51,0,68.17,58.75,200.91,229.50,150.12,132.75,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_MAGNET_LONG,240,51,0,62.87,50.50,196.26,303.25,251.33,133.40,OK
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_SHORT,15,15,0,53.41,47.50,34.88,38.00,79.73,-18.52,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_SHORT,30,15,0,54.79,48.25,29.02,39.25,115.41,-25.77,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_SHORT,60,15,0,59.89,50.63,13.93,13.50,159.10,-45.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_SHORT,120,15,0,68.17,58.75,-4.48,-7.00,127.98,-72.65,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,GLOBEX_VWAP_FADE_SHORT,240,15,0,62.87,50.50,16.17,21.75,141.91,-46.70,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_SHORT,15,3,0,53.41,47.50,96.00,41.00,140.33,42.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_SHORT,30,3,0,54.79,48.25,101.58,38.00,139.23,46.79,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_SHORT,60,3,0,59.89,50.63,134.58,31.50,223.71,74.69,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_SHORT,120,3,0,68.17,58.75,117.67,-23.00,254.54,49.50,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD2_VAL_FADE_SHORT,240,3,0,62.87,50.50,127.33,22.25,184.18,64.47,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_SHORT,15,1,0,53.41,47.50,212.00,212.00,undefined,158.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_SHORT,30,1,0,54.79,48.25,211.00,211.00,undefined,156.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_SHORT,60,1,0,59.89,50.63,358.75,358.75,undefined,298.86,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_SHORT,120,1,0,68.17,58.75,379.50,379.50,undefined,311.33,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_OR_MID_FADE_SHORT,240,1,0,62.87,50.50,286.75,286.75,undefined,223.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R1_FADE_SHORT,15,1,0,53.41,47.50,237.25,237.25,undefined,183.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R1_FADE_SHORT,30,1,0,54.79,48.25,243.00,243.00,undefined,188.21,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R1_FADE_SHORT,60,1,0,59.89,50.63,373.00,373.00,undefined,313.11,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R1_FADE_SHORT,120,1,0,68.17,58.75,393.25,393.25,undefined,325.08,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_R1_FADE_SHORT,240,1,0,62.87,50.50,321.75,321.75,undefined,258.88,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_LONG,15,1,0,53.41,47.50,-127.00,-127.00,undefined,-180.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_LONG,30,1,0,54.79,48.25,-212.75,-212.75,undefined,-267.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_LONG,60,1,0,59.89,50.63,-333.75,-333.75,undefined,-393.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_LONG,120,1,0,68.17,58.75,-336.75,-336.75,undefined,-404.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,CAM_S1_FADE_LONG,240,1,0,62.87,50.50,-185.00,-185.00,undefined,-247.87,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_LONG,15,6,0,53.41,47.50,109.83,79.63,83.98,56.43,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_LONG,30,6,0,54.79,48.25,98.71,82.00,128.56,43.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_LONG,60,6,0,59.89,50.63,156.54,109.50,136.72,96.65,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_LONG,120,6,0,68.17,58.75,155.00,136.50,85.97,86.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R1_FADE_LONG,240,6,0,62.87,50.50,140.17,83.50,151.22,77.30,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_LONG,15,1,0,53.41,47.50,241.50,241.50,undefined,188.09,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_LONG,30,1,0,54.79,48.25,234.25,234.25,undefined,179.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_LONG,60,1,0,59.89,50.63,326.00,326.00,undefined,266.11,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_LONG,120,1,0,68.17,58.75,208.00,208.00,undefined,139.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WS1_FADE_LONG,240,1,0,62.87,50.50,316.00,316.00,undefined,253.13,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_SHORT,15,4,0,53.41,47.50,103.19,93.50,69.08,49.78,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_SHORT,30,4,0,54.79,48.25,107.31,56.25,188.83,52.52,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_SHORT,60,4,0,59.89,50.63,106.81,-16.88,267.50,46.92,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_SHORT,120,4,0,68.17,58.75,43.50,-22.13,194.74,-24.67,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,STACK_VOL_BREAK_LIVE_SHORT,240,4,0,62.87,50.50,20.25,-21.63,132.14,-42.62,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR2_FADE_LONG,15,1,0,53.41,47.50,82.25,82.25,undefined,28.84,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR2_FADE_LONG,30,1,0,54.79,48.25,95.25,95.25,undefined,40.46,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR2_FADE_LONG,60,1,0,59.89,50.63,147.50,147.50,undefined,87.61,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR2_FADE_LONG,120,1,0,68.17,58.75,228.00,228.00,undefined,159.83,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,WR2_FADE_LONG,240,1,0,62.87,50.50,382.00,382.00,undefined,319.13,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_LONG,15,3,0,53.41,47.50,50.33,42.00,14.43,-3.07,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_LONG,30,3,0,54.79,48.25,35.42,40.75,22.24,-19.37,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_LONG,60,3,0,59.89,50.63,75.58,83.50,28.22,15.69,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_LONG,120,3,0,68.17,58.75,80.42,54.75,51.09,12.25,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,FLOOR_R3_FADE_LONG,240,3,0,62.87,50.50,59.83,59.00,16.27,-3.03,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_SHORT,15,1,0,53.41,47.50,84.00,84.00,undefined,30.59,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_SHORT,30,1,0,54.79,48.25,119.75,119.75,undefined,64.96,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_SHORT,60,1,0,59.89,50.63,12.25,12.25,undefined,-47.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_SHORT,120,1,0,68.17,58.75,-82.00,-82.00,undefined,-150.17,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,PD_IB_HIGH_FADE_SHORT,240,1,0,62.87,50.50,-150.25,-150.25,undefined,-213.12,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_SHORT,15,1,0,53.41,47.50,-89.00,-89.00,undefined,-142.41,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_SHORT,30,1,0,54.79,48.25,-149.75,-149.75,undefined,-204.54,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_SHORT,60,1,0,59.89,50.63,-115.75,-115.75,undefined,-175.64,INSUFFICIENT
REAL_ONLY,648,0.0,setup_type,IB_LOW_FADE_SHORT,120,1,0,68.17,58.75,-148.00,-148.00,undefined,-216.17,INSUFFICIENT
