entryTime,direction,entryPrice,stallMid,priorType,confluenceCount,atr,fwd30,fwd60,fwd120,fwd240,mfe,mae
2026-04-27 19:35:00,SHORT,27500.5,27493.375,HIGH,1,362.5,-4.75,30,24,74,114.50,11.50
2026-04-27 19:55:00,SHORT,27490,27494.625,HIGH,1,362.5,26,22.5,68.25,80.5,104.00,22.00
2026-04-30 21:05:00,SHORT,27628.5,27623.875,HIGH,2,317.9,-23.25,-21.75,-22,-6,9.25,46.00
2026-05-01 00:40:00,SHORT,27626.5,27627.125,HIGH,4,325.6,-11.25,-0.5,22.75,61.25,63.75,14.25
2026-05-01 01:00:00,SHORT,27628,27625.875,HIGH,3,325.6,-2.25,11.25,27.25,81,82.50,12.75
2026-05-01 01:45:00,SHORT,27625.25,27628.375,HIGH,4,325.6,4.5,26.75,28,60.25,79.75,3.25
2026-05-04 02:20:00,SHORT,27909,27915.25,HIGH,5,311.1,11.5,-31,22.25,193.75,246.75,42.25
2026-05-04 05:35:00,SHORT,27919.5,27912.875,HIGH,4,311.1,218,95.25,129.5,83,257.25,5.25
2026-05-04 19:00:00,LONG,27746.5,27752.75,LOW,1,311.1,6.5,38.75,33.25,73.5,94.50,14.75
2026-05-04 19:20:00,LONG,27752,27753,LOW,1,311.1,-12.25,-2.25,57.25,80.25,89.00,20.25
2026-05-04 19:40:00,LONG,27745.25,27752.75,LOW,1,311.1,39.5,12.5,66,92.25,103.25,13.50
2026-05-05 05:40:00,SHORT,27937.25,27936.875,HIGH,2,315.0,2,5.5,-2.25,-145.5,37.25,146.75
2026-05-05 06:55:00,SHORT,27934.75,27939.375,HIGH,3,315.0,7.25,-9,-38.75,-161.25,34.75,204.50
2026-05-05 07:45:00,SHORT,27945,27937.25,HIGH,3,315.0,-41.25,-30.5,-129.5,-195.75,16.50,204.75
2026-05-07 19:25:00,LONG,28644.5,28637.25,LOW,2,307.2,35,66.25,127.25,108.5,137.75,8.25
2026-05-12 02:45:00,LONG,29249,29247.75,LOW,1,319.1,-6.25,-0.25,-58,-52,5.50,75.00
2026-05-12 03:45:00,LONG,29248.75,29242.125,LOW,1,319.1,-55.25,-57.75,-25.5,-71.75,3.25,115.75
2026-05-12 05:50:00,LONG,29214.75,29222.625,LOW,1,319.1,10,-18.5,-41.75,9.25,81.25,101.75
2026-05-12 22:35:00,LONG,29228.5,29228.125,LOW,1,319.1,-16,29.5,50.25,90.5,123.50,25.25
2026-05-12 22:55:00,LONG,29223,29221.5,LOW,1,319.1,14.25,26,64.5,86,129.00,19.75
2026-05-13 01:20:00,SHORT,29304,29297.375,HIGH,3,329.4,14.5,-11.5,-8.5,-71.75,19.00,143.00
2026-05-13 01:40:00,SHORT,29292.25,29296.875,HIGH,3,329.4,-30.5,-21.5,-63.25,-121.75,7.25,154.75
2026-05-13 02:00:00,SHORT,29305,29295,HIGH,5,329.4,-9.75,-12.75,-76.75,-111.25,15.50,142.00
2026-05-20 06:25:00,SHORT,29124.25,29130.5,HIGH,2,363.6,15.25,6,-22.25,-85.5,115.75,109.50
2026-05-21 00:45:00,SHORT,29400,29394.75,HIGH,2,369.0,-19.25,55.25,107,24,200.00,64.50
2026-05-22 01:15:00,SHORT,29595.75,29597.875,HIGH,2,366.6,9.25,37.5,31,75.25,94.50,69.50
2026-05-22 02:25:00,SHORT,29562,29559.625,HIGH,2,366.6,-1.75,-11.75,-72.5,107.5,113.00,103.25
2026-05-27 03:25:00,SHORT,30124.75,30116.25,HIGH,1,361.8,-15.5,-83.75,-63.75,-145.5,12.25,166.75
2026-05-27 03:50:00,SHORT,30128.5,30125.375,HIGH,2,361.8,-79.75,-69.5,-78.5,-151.75,1.50,168.50
2026-05-27 18:50:00,LONG,30055.75,30054.75,LOW,1,361.8,-12.5,-77,-22.25,-62.75,34.25,92.50
2026-05-27 21:25:00,LONG,30058.25,30058.375,LOW,1,361.8,12.75,-55.75,-146.5,-217.5,21.25,295.25
2026-05-29 07:20:00,SHORT,30360.5,30360.75,HIGH,1,365.0,29.5,41.75,13.5,-37.25,90.50,175.50
2026-06-03 06:50:00,SHORT,30754.5,30757.75,HIGH,3,371.0,-16.75,-24,41.75,69.75,258.50,53.25
2026-06-03 07:10:00,SHORT,30774.75,30767.25,HIGH,2,371.0,1.5,-16.5,44.5,81.75,278.75,33.00
2026-06-04 00:30:00,LONG,30500,30495.25,LOW,2,367.1,-16.25,-22.25,-15,-116,44.50,160.00
2026-06-04 00:50:00,LONG,30498.25,30499,LOW,2,367.1,-41.5,-30.75,31.5,-167.25,46.25,171.00
2026-06-18 05:30:00,SHORT,30429.5,30436.5,HIGH,2,523.0,-45.5,-28.75,21.25,-56.5,74.50,190.25
2026-06-18 06:55:00,SHORT,30434.75,30439.875,HIGH,2,523.0,31,11.25,-80,-188.75,79.75,226.00
2026-06-19 02:20:00,SHORT,30516.5,30507.875,HIGH,1,521.3,-28.5,-71.25,-124.75,-66,14.75,149.50
2026-06-22 05:50:00,SHORT,30710,30714.375,HIGH,1,512.0,-40,-14,-33,-142.5,11.00,216.75
2026-06-25 03:35:00,SHORT,30172,30167.875,HIGH,2,556.4,-33.75,-7.75,16,49,73.00,47.00
2026-06-25 03:55:00,SHORT,30181.75,30168,HIGH,2,556.4,9.75,62.25,50.75,50.5,82.75,37.25
2026-06-25 04:30:00,SHORT,30160,30171.75,HIGH,2,556.4,24.75,19.5,-4.5,-45.75,61.00,103.75
2026-06-25 06:30:00,SHORT,30164.5,30159,HIGH,3,556.4,-23,51.5,-41.25,494.25,868.75,99.25
2026-06-25 06:55:00,SHORT,30160.5,30158,HIGH,3,556.4,42.75,29.25,-40.75,527.25,864.75,103.25
2026-06-29 03:55:00,SHORT,29664.25,29676.625,HIGH,1,593.5,-30.5,4,0.25,-41.25,44.25,95.50
2026-06-29 05:35:00,SHORT,29669,29672.75,HIGH,2,593.5,-48.5,-68.5,-34,-41,112.00,100.25
2026-06-29 06:45:00,SHORT,29725,29721.75,HIGH,1,593.5,31.75,8,56.25,155.5,451.25,115.00
2026-06-29 07:50:00,SHORT,29706,29713.5,HIGH,1,593.5,-6.75,23.25,-57,-113.5,432.25,134.00
2026-06-29 08:10:00,SHORT,29728.25,29712.75,HIGH,1,593.5,53.75,1,398.5,-120.25,454.50,151.00
2026-06-30 05:10:00,SHORT,30075.25,30071.125,HIGH,4,613.2,3.25,-26.5,-89.25,45.75,70.50,100.25
2026-06-30 05:35:00,SHORT,30070,30058.75,HIGH,3,613.2,-18.75,-26.5,-57.25,-117.5,73.00,194.00
2026-06-30 05:55:00,SHORT,30082.5,30080.375,HIGH,4,613.2,-33.75,-57.25,-54.5,-284.25,85.50,284.25
2026-07-01 18:20:00,LONG,30093,30075.5,LOW,2,626.6,-7.25,-35.75,-47.25,96.5,146.50,140.50
2026-07-01 18:45:00,LONG,30090.5,30100,LOW,4,626.6,-31,-64.5,-39.5,113,149.00,138.00
2026-07-01 19:05:00,LONG,30080,30096.875,LOW,3,626.6,-11,-80.75,103,80.5,159.50,127.50
2026-07-02 06:20:00,LONG,29940.25,29940.375,LOW,1,626.2,50.5,63.5,217.25,139.5,379.75,5.25
2026-07-03 01:20:00,LONG,29804.25,29814.25,LOW,3,651.8,10.75,41.75,53.5,84.75,88.50,3.25
2026-07-03 01:40:00,LONG,29819.75,29821.25,LOW,2,651.8,52.25,36.5,17.75,76,80.50,12.25
2026-07-07 02:50:00,LONG,29684.25,29674.125,LOW,3,594.4,41,-13,-11.5,-39.25,59.75,61.75
2026-07-07 03:50:00,LONG,29671.25,29688.5,LOW,3,594.4,31,1.5,-15.5,-53.75,38.00,80.00
2026-07-10 03:10:00,LONG,29813.25,29813,LOW,3,493.2,-16.5,-16.5,-17.75,61.25,64.75,96.00
2026-07-10 03:30:00,LONG,29810,29807.875,LOW,3,493.2,-53.75,-37.5,15,26.75,77.75,92.75
2026-07-10 05:30:00,LONG,29825,29810.875,LOW,3,493.2,5.75,29,11.75,77.75,96.25,53.75
2026-07-13 04:30:00,LONG,29717,29722.875,LOW,1,486.8,9.5,43.25,22.5,-44.25,82.75,59.00
2026-07-15 06:05:00,SHORT,29927,29930.125,HIGH,2,476.4,10.5,-8.75,36,66,172.50,72.75
2026-07-15 06:55:00,SHORT,29927.25,29916.875,HIGH,1,476.4,5.75,14.75,-52.75,296.5,390.50,72.50
2026-07-15 07:20:00,SHORT,29926.5,29931,HIGH,2,476.4,16,60,-22.75,344.5,400.00,73.25
2026-07-15 07:40:00,SHORT,29928.25,29926.75,HIGH,2,476.4,47.25,-23.25,95,312.5,401.75,71.50
2026-07-15 08:00:00,SHORT,29902.75,29914.5,HIGH,1,476.4,-40.5,-84.5,58.5,370,386.75,97.00
2026-08-03 01:50:00,SHORT,28621.75,28633.375,HIGH,1,465.8,-9.75,25.25,51.5,79.25,150.00,39.25
2026-08-03 02:30:00,SHORT,28638,28635.25,HIGH,1,465.8,39,32.5,154.75,115.5,166.25,3.75
2026-08-05 02:50:00,SHORT,29952.25,29948.75,HIGH,3,496.1,23.5,57.75,127.5,94.5,154.50,34.75
2026-08-10 01:20:00,SHORT,29923,29910.5,HIGH,1,494.8,-1.5,-5.25,-25,-53.5,36.75,61.00
2026-08-10 01:40:00,SHORT,29905.5,29914,HIGH,1,494.8,-50.75,-11.75,-60,-39.5,19.25,78.50
2026-08-10 02:45:00,SHORT,29913.5,29916.125,HIGH,1,494.8,-17.5,-25.25,-40.75,-5.25,27.25,70.50
2026-08-10 03:05:00,SHORT,29911.25,29913,HIGH,1,494.8,-53,-51.25,-65.75,35.25,37.25,72.75
2026-08-10 19:20:00,LONG,29710.25,29717.125,LOW,1,494.8,-12.25,32.25,123.25,131,134.25,44.25
2026-08-10 19:40:00,LONG,29714.25,29709.75,LOW,1,494.8,34.5,64,108.25,117.5,133.25,48.25
2026-08-11 20:30:00,LONG,29667.5,29657.25,LOW,1,485.9,7.75,-20,20.25,19.5,42.50,28.00
2026-08-11 20:50:00,LONG,29660.25,29666,LOW,2,485.9,-13.5,10.75,39.75,51.5,54.25,20.75
2026-08-11 21:10:00,LONG,29674.75,29670.5,LOW,2,485.9,3.25,-16.75,30.5,10.25,40.75,35.25
2026-08-11 21:30:00,LONG,29647.5,29657.625,LOW,1,485.9,14,40.25,51.25,56.5,68.00,0.75
2026-08-11 21:50:00,LONG,29671,29665.125,LOW,1,485.9,-13,29,16.75,42.5,44.50,24.25
2026-08-11 22:10:00,LONG,29658,29659,LOW,1,485.9,30.25,47.25,39.5,55.75,66.25,3.75
2026-08-11 22:35:00,LONG,29687.75,29675.5,LOW,2,485.9,11.5,8,8.5,36.25,42.50,19.50
2026-08-12 02:05:00,LONG,29721.25,29712.375,LOW,1,485.0,2.75,22.25,46.5,103.75,127.00,23.00
2026-08-12 02:35:00,LONG,29724,29714.25,LOW,1,485.0,19.5,15.5,51.75,112.75,124.25,14.50
2026-08-12 02:55:00,LONG,29736.75,29723.375,LOW,1,485.0,2.5,14.75,57,77.75,111.50,9.25
2026-08-14 08:00:00,SHORT,30262.75,30265.125,HIGH,4,462.9,-9.5,-7.5,8.5,188.25,234.25,20.25
2026-08-17 02:00:00,SHORT,30290.5,30276.625,HIGH,5,443.4,-16,-20.75,-23.25,5.25,29.50,41.00
2026-08-17 02:20:00,SHORT,30286.5,30283.5,HIGH,3,443.4,-29.75,15.5,-28.25,-0.5,25.50,45.00
2026-08-17 05:20:00,SHORT,30273.75,30285.125,HIGH,2,443.4,-12.5,-13.25,-27.5,64,93.75,69.25
2026-08-17 05:40:00,SHORT,30282.75,30275.5,HIGH,5,443.4,-12.75,-27.75,-21.75,86.25,117.25,60.25
2026-08-17 06:00:00,SHORT,30285.25,30283.875,HIGH,3,443.4,-12.5,-26,35.75,78.5,119.75,57.75
2026-08-19 18:55:00,SHORT,29649.5,29641.375,HIGH,1,431.0,-1.75,21,-20.25,19.25,68.00,40.25
2026-08-20 00:20:00,SHORT,29638.75,29645,HIGH,2,436.7,17.25,6,-16.75,131,134.25,47.75
2026-08-20 02:00:00,SHORT,29631,29616.25,HIGH,1,436.7,-45.25,-21.25,71.25,98.25,178.25,55.50
2026-08-24 04:55:00,LONG,29215,29224.75,LOW,2,420.1,-4.5,16.5,-30.25,-9,68.00,69.25
2026-08-24 05:30:00,LONG,29225.25,29221.875,LOW,2,420.1,19,11.5,-3.75,-112.5,57.75,142.00
2026-08-24 06:25:00,LONG,29209.25,29220.125,LOW,2,420.1,-24.5,-26.25,20.75,-197,73.75,262.50
2026-08-24 08:20:00,LONG,29225.25,29219.625,LOW,2,420.1,-7,-28.25,-223.5,-20.75,17.75,278.50
2026-08-24 18:25:00,LONG,29126.75,29125,LOW,1,420.1,-5.75,-20,-47.25,19.25,28.75,109.75
2026-08-24 18:45:00,LONG,29116.75,29121.75,LOW,1,420.1,1.25,-32.25,0.25,3.25,51.50,99.75
2026-08-24 19:05:00,LONG,29124.25,29118.5,LOW,2,420.1,-30.75,-62,13,28,44.00,107.25
2026-08-24 19:25:00,LONG,29106.75,29117,LOW,3,420.1,-10.5,-27.25,8.25,68.25,69.50,89.75
2026-08-25 22:10:00,LONG,29143.25,29131.875,LOW,1,401.1,73.75,88.25,129.75,73.75,140.00,2.75
2026-08-27 21:10:00,SHORT,29661,29656.125,HIGH,1,362.5,6.25,-31.75,-33.5,37.25,40.25,46.00
2026-08-27 22:55:00,SHORT,29663.75,29657.5,HIGH,1,362.5,-36.5,-4.5,22,18.5,69.25,43.25
2026-08-28 00:15:00,SHORT,29662,29657.125,HIGH,1,352.4,18,44.25,49.75,75.25,83.75,3.75
2026-08-28 00:35:00,SHORT,29646.75,29653.375,HIGH,2,352.4,19.5,39.25,36,21.5,68.50,6.75
2026-08-31 08:00:00,LONG,29440.75,29437.125,LOW,3,338.8,-16,-54.5,-37.5,-70.75,76.00,85.75
2026-08-31 18:00:00,SHORT,29506.25,29512,HIGH,6,338.8,0.75,14,5.25,9.5,31.25,15.50
2026-09-02 00:10:00,LONG,29047.25,29045.875,LOW,3,293.8,6.75,19,2,26.5,73.50,30.75
2026-09-03 05:15:00,SHORT,29212.25,29214.875,HIGH,2,279.5,58.25,84.25,44.5,6.25,111.25,46.50
2026-09-08 18:40:00,LONG,29527.5,29523,LOW,1,267.9,4,-21.25,10.25,93.25,97.25,37.75
2026-09-08 19:30:00,LONG,29513.75,29522.125,LOW,1,267.9,31.75,8.5,81,77.5,111.75,24.00
