date,session,swing_width,type,confirmation_window_hours,confluence_count,dormancy_hours,touch_vol_z,break_vol_z,z_conf,z_dorm,z_touch,z_break,composite_score,quintile,entry,stop,target_p50,target_p75,p50_hit,p75_hit,stop_hit_p50,stop_hit_p75,time_exit_p50,pnl_p50,pnl_p75,pnl_usd_p50,pnl_usd_p75
2026-01-13,GLOBEX,3,LOW,4,1,5.75,8.0443,1.9048,-0.4695,-0.4804,0.3906,-0.6473,-1.2067,2,25838.00,25881.25,25825.39,25790.81,1,0,0,1,0,12.61,-43.25,23.21,-88.50
2025-12-22,GLOBEX,3,LOW,4,1,1013.67,1.7750,3.0414,-0.4695,0.2506,-0.6505,-0.3369,-1.2063,2,25699.75,25727.50,25685.54,25646.57,1,0,0,1,0,14.21,-27.75,26.42,-57.50
2026-01-30,GLOBEX,3,LOW,4,2,7.75,7.0527,4.4528,-1.0013,-0.4789,0.2260,0.0485,-1.2058,2,25816.50,25838.50,25802.37,25763.62,1,1,0,0,0,14.13,52.88,26.26,103.77
2026-04-05,RTH,5,LOW,4,1,1.92,4.9288,3.8128,-0.4695,-0.4832,-0.1267,-0.1263,-1.2057,2,24051.25,24066.00,24032.92,23982.62,0,0,1,1,0,-14.75,-14.75,-31.50,-31.50
2026-05-18,GLOBEX,3,HIGH,4,1,143.00,5.2856,3.2235,-0.4695,-0.3808,-0.0675,-0.2872,-1.2051,2,29237.75,29213.50,29253.87,29298.08,0,0,1,1,0,-24.25,-24.25,-50.50,-50.50
2026-03-24,GLOBEX,3,HIGH,4,1,370.50,2.4012,4.3790,-0.4695,-0.2158,-0.5465,0.0284,-1.2035,2,24466.25,24449.75,24484.17,24533.32,0,0,1,1,0,-16.50,-16.50,-35.00,-35.00
2026-08-03,GLOBEX,5,LOW,4,1,65.00,4.0290,4.2023,-0.4695,-0.4374,-0.2762,-0.0199,-1.2030,2,28512.50,28564.25,28490.61,28430.57,1,0,0,1,0,21.89,-51.75,41.77,-105.50
2025-11-13,GLOBEX,3,HIGH,4,0,836.60,-0.9055,-0.6856,1.1258,0.1222,-1.0956,-1.3548,-1.2024,2,25423.50,25389.00,25437.70,25476.64,0,0,1,1,0,-34.50,-34.50,-71.00,-71.00
2026-04-24,GLOBEX,3,HIGH,4,2,17.08,9.3806,3.0274,-1.0013,-0.4722,0.6125,-0.3408,-1.2017,2,27193.75,27130.25,27211.10,27258.70,1,1,0,0,0,17.35,64.95,32.70,127.89
2025-11-25,GLOBEX,5,HIGH,4,5,1004.38,3.4771,5.9435,-1.5331,0.2439,-0.3678,0.4556,-1.2014,2,24888.25,24870.50,24907.95,24961.97,0,0,1,1,0,-17.75,-17.75,-37.50,-37.50
2026-01-13,GLOBEX,5,LOW,4,1,11.67,4.9615,3.7849,-0.4695,-0.4761,-0.1213,-0.1339,-1.2008,2,25844.00,25861.75,25831.39,25796.81,0,0,1,1,0,-17.75,-17.75,-37.50,-37.50
2026-04-23,GLOBEX,3,LOW,4,1,6.08,3.9165,4.4366,-0.4695,-0.4801,-0.2949,0.0441,-1.2005,2,26931.25,26952.75,26914.45,26868.37,1,0,0,1,0,16.80,-21.50,31.60,-45.00
2026-08-11,RTH,3,HIGH,4,1,100.42,4.0411,4.1104,-0.4695,-0.4117,-0.2742,-0.0450,-1.2004,2,29698.50,29686.25,29721.33,29783.96,0,0,1,1,0,-12.25,-12.25,-26.50,-26.50
2026-07-15,RTH,5,HIGH,4,2,28.17,5.6548,5.2696,-1.0013,-0.4641,-0.0062,0.2716,-1.2000,2,29700.75,29668.50,29723.13,29784.53,1,0,0,1,0,22.38,-32.25,42.76,-66.50
2026-02-05,GLOBEX,5,LOW,4,2,3.50,7.8546,3.9980,-1.0013,-0.4820,0.3591,-0.0757,-1.1999,2,24862.75,24960.75,24846.37,24801.44,1,1,0,0,0,16.38,61.31,30.76,120.61
2026-05-28,GLOBEX,3,LOW,4,0,4.92,0.5694,0.6383,1.1258,-0.4810,-0.8507,-0.9932,-1.1991,2,30282.75,30293.25,30265.52,30218.25,0,0,1,1,0,-10.50,-10.50,-23.00,-23.00
2025-12-05,GLOBEX,3,HIGH,4,1,1.17,6.3724,2.9612,-0.4695,-0.4837,0.1130,-0.3588,-1.1991,2,25742.75,25728.00,25761.88,25814.38,0,0,1,1,0,-14.75,-14.75,-31.50,-31.50
2025-11-13,GLOBEX,5,LOW,4,0,772.62,-0.6655,-0.6442,1.1258,0.0758,-1.0557,-1.3435,-1.1977,2,25510.00,25520.75,25495.80,25456.86,1,1,0,0,0,14.20,53.14,26.39,104.28
2025-12-04,GLOBEX,5,LOW,4,1,6.08,7.0642,2.5353,-0.4695,-0.4801,0.2279,-0.4752,-1.1970,2,25617.00,25637.00,25597.50,25544.01,0,0,1,1,0,-20.00,-20.00,-42.00,-42.00
2026-02-05,GLOBEX,3,HIGH,4,2,354.92,3.7083,5.6094,-1.0013,-0.2271,-0.3294,0.3644,-1.1935,2,25098.25,25081.00,25114.63,25159.56,1,0,0,1,0,16.38,-17.25,30.76,-36.50
2026-01-21,GLOBEX,3,HIGH,4,2,0.75,4.2688,6.2150,-1.0013,-0.4840,-0.2363,0.5298,-1.1919,2,25243.25,25232.75,25254.65,25285.93,0,0,1,1,0,-10.50,-10.50,-23.00,-23.00
2026-04-13,GLOBEX,5,HIGH,4,1,1.42,3.7546,4.5804,-0.4695,-0.4835,-0.3217,0.0834,-1.1914,2,25145.00,25136.75,25162.16,25209.22,0,0,1,1,0,-8.25,-8.25,-18.50,-18.50
2026-01-21,RTH,3,LOW,4,2,11.25,6.9817,4.5394,-1.0013,-0.4764,0.2142,0.0722,-1.1914,2,25071.50,25094.00,25060.10,25028.82,1,1,0,0,0,11.40,42.68,20.80,83.36
2025-11-18,RTH,3,LOW,4,0,767.08,-0.5820,-0.6557,1.1258,0.0718,-1.0419,-1.3466,-1.1909,2,24956.75,24992.00,24941.28,24898.85,0,0,1,1,0,-35.25,-35.25,-72.50,-72.50
2026-08-14,GLOBEX,5,HIGH,4,1,1035.92,3.2311,2.1551,-0.4695,0.2668,-0.4087,-0.5790,-1.1904,2,30206.25,30187.75,30228.00,30287.66,1,0,0,1,0,21.75,-18.50,41.50,-39.00
2026-09-07,GLOBEX,3,HIGH,4,1,68.50,6.9345,2.4727,-0.4695,-0.4349,0.2063,-0.4922,-1.1903,2,29694.50,29678.00,29707.32,29742.50,1,0,0,1,0,12.82,-16.50,23.65,-35.00
2026-08-18,GLOBEX,3,LOW,4,0,5.83,0.2873,0.8411,1.1258,-0.4803,-0.8975,-0.9378,-1.1899,2,29587.25,29621.25,29566.90,29511.06,0,0,1,1,0,-34.00,-34.00,-70.00,-70.00
2025-11-25,GLOBEX,3,LOW,4,3,1.25,7.3785,5.3044,-1.2672,-0.4836,0.2800,0.2811,-1.1897,2,24854.25,24899.25,24834.55,24780.53,1,0,0,1,0,19.70,-45.00,37.39,-92.00
2025-12-10,GLOBEX,3,LOW,4,1,0.67,0.5840,6.5177,-0.4695,-0.4841,-0.8482,0.6125,-1.1894,2,25677.25,25707.75,25659.33,25610.18,1,0,0,1,0,17.92,-30.50,33.84,-63.00
2026-08-03,GLOBEX,3,LOW,4,1,64.83,4.0290,4.2531,-0.4695,-0.4375,-0.2762,-0.0060,-1.1893,2,28512.50,28564.25,28490.61,28430.57,1,0,0,1,0,21.89,-51.75,41.77,-105.50
2026-01-13,GLOBEX,5,LOW,4,1,5.92,8.0443,1.9685,-0.4695,-0.4803,0.3906,-0.6299,-1.1891,2,25838.00,25881.25,25825.39,25790.81,1,0,0,1,0,12.61,-43.25,23.21,-88.50
2026-04-20,GLOBEX,3,HIGH,4,0,1.00,0.8377,0.5228,1.1258,-0.4838,-0.8061,-1.0248,-1.1890,2,26824.00,26816.00,26841.45,26889.33,0,0,1,1,0,-8.00,-8.00,-18.00,-18.00
2026-01-16,GLOBEX,5,LOW,4,2,74.67,6.5792,4.6254,-1.0013,-0.4304,0.1473,0.0956,-1.1888,2,25658.00,25674.75,25646.03,25613.19,1,1,0,0,0,11.97,44.81,21.94,87.62
2026-02-19,GLOBEX,3,HIGH,4,2,7.42,8.1251,3.8665,-1.0013,-0.4792,0.4040,-0.1116,-1.1881,2,24922.75,24906.75,24941.47,24992.81,0,0,1,1,0,-16.00,-16.00,-34.00,-34.00
2026-04-16,GLOBEX,3,HIGH,4,1,0.67,5.1900,3.7221,-0.4695,-0.4841,-0.0834,-0.1510,-1.1880,2,26478.75,26461.00,26496.62,26545.65,0,0,1,1,0,-17.75,-17.75,-37.50,-37.50
2025-09-10,GLOBEX,3,LOW,4,0,624.58,-0.5305,-0.2966,1.1258,-0.0316,-1.0333,-1.2486,-1.1877,2,23895.75,23912.25,23885.04,23855.65,1,0,0,1,0,10.71,-16.50,19.42,-35.00
2026-08-05,GLOBEX,3,LOW,4,1,2.17,3.8924,4.5088,-0.4695,-0.4830,-0.2988,0.0638,-1.1876,2,29778.00,29807.00,29754.69,29690.75,1,0,0,1,0,23.31,-29.00,44.62,-60.00
2026-01-14,GLOBEX,3,LOW,4,1,26.00,3.3281,4.7974,-0.4695,-0.4657,-0.3926,0.1426,-1.1852,2,25849.50,25861.50,25837.51,25804.61,0,0,1,1,0,-12.00,-12.00,-26.00,-26.00
2026-04-10,RTH,5,HIGH,4,1,8.33,6.8908,2.6805,-0.4695,-0.4785,0.1991,-0.4355,-1.1845,2,25295.50,25283.75,25312.94,25360.78,0,0,1,1,0,-11.75,-11.75,-25.50,-25.50
2026-02-16,GLOBEX,5,HIGH,4,0,1.58,0.8550,0.5289,1.1258,-0.4834,-0.8032,-1.0231,-1.1840,2,24850.25,24840.50,24869.19,24921.14,1,1,0,0,0,18.94,70.89,35.88,139.78
2026-04-20,RTH,3,HIGH,4,1,2.17,4.6409,4.0685,-0.4695,-0.4830,-0.1746,-0.0564,-1.1835,2,26725.50,26714.25,26742.95,26790.83,0,0,1,1,0,-11.25,-11.25,-24.50,-24.50
2026-09-04,GLOBEX,5,LOW,4,1,167.25,3.6653,4.2233,-0.4695,-0.3633,-0.3366,-0.0141,-1.1835,2,29556.50,29574.00,29543.51,29507.87,0,0,1,1,0,-17.50,-17.50,-37.00,-37.00
2026-04-20,GLOBEX,5,HIGH,4,0,1.17,0.8377,0.5504,1.1258,-0.4837,-0.8061,-1.0172,-1.1813,2,26824.00,26816.00,26841.45,26889.33,0,0,1,1,0,-8.00,-8.00,-18.00,-18.00
2026-08-26,RTH,3,HIGH,4,3,29.08,6.1377,6.0171,-1.2672,-0.4635,0.0740,0.4757,-1.1809,2,29354.50,29330.25,29372.87,29423.28,0,0,1,1,0,-24.25,-24.25,-50.50,-50.50
2025-12-04,GLOBEX,3,LOW,4,3,2.83,3.5344,7.6725,-1.2672,-0.4825,-0.3583,0.9278,-1.1802,2,25591.00,25642.75,25571.50,25518.01,1,1,0,0,0,19.50,72.99,37.00,143.97
2026-08-24,GLOBEX,3,LOW,4,1,3.75,6.3577,3.0369,-0.4695,-0.4818,0.1105,-0.3382,-1.1790,2,29186.50,29199.25,29166.76,29112.62,1,0,0,1,0,19.74,-12.75,37.47,-27.50
2026-05-21,RTH,3,HIGH,4,3,25.08,7.9117,4.9571,-1.2672,-0.4664,0.3686,0.1863,-1.1787,2,29290.75,29262.25,29308.09,29355.64,1,0,0,1,0,17.34,-28.50,32.67,-59.00
2026-04-01,RTH,3,HIGH,4,1,0.58,7.6307,2.2791,-0.4695,-0.4841,0.3219,-0.5451,-1.1769,2,24338.25,24335.75,24356.43,24406.31,0,0,1,1,0,-2.50,-2.50,-7.00,-7.00
2025-12-01,RTH,3,LOW,4,1,0.58,2.8658,5.1780,-0.4695,-0.4841,-0.4693,0.2466,-1.1764,2,25428.75,25451.25,25409.00,25354.82,1,1,0,0,0,19.75,73.93,37.50,145.87
2026-06-24,GLOBEX,5,HIGH,4,1,1.92,5.6386,3.4889,-0.4695,-0.4832,-0.0089,-0.2147,-1.1763,2,29862.25,29834.00,29887.62,29957.21,0,0,1,1,0,-28.25,-28.25,-58.50,-58.50
2025-12-22,GLOBEX,5,LOW,4,0,274.42,0.2899,0.1789,1.1258,-0.2855,-0.8971,-1.1187,-1.1756,2,25699.75,25705.75,25685.54,25646.57,0,0,1,1,0,-6.00,-6.00,-14.00,-14.00
2026-09-04,GLOBEX,5,LOW,4,1,164.17,5.2433,3.3014,-0.4695,-0.3655,-0.0745,-0.2659,-1.1755,2,29584.00,29591.00,29571.01,29535.37,0,0,1,1,0,-7.00,-7.00,-16.00,-16.00
2026-06-18,GLOBEX,3,HIGH,4,1,0.58,3.0686,5.0597,-0.4695,-0.4841,-0.4356,0.2143,-1.1750,2,30453.00,30440.25,30477.57,30544.99,1,0,0,1,0,24.57,-12.75,47.15,-27.50
2026-08-25,GLOBEX,3,HIGH,4,2,3.17,3.9225,6.4810,-1.0013,-0.4823,-0.2939,0.6024,-1.1750,2,29263.25,29231.25,29282.09,29333.78,1,0,0,1,0,18.84,-32.00,35.69,-66.00
2026-07-10,GLOBEX,3,LOW,4,1,76.67,6.8815,2.5424,-0.4695,-0.4289,0.1975,-0.4732,-1.1742,2,29756.25,29783.75,29733.08,29669.51,0,0,1,1,0,-27.50,-27.50,-57.00,-57.00
2026-01-23,GLOBEX,5,LOW,4,1,156.33,7.2316,2.1181,-0.4695,-0.3712,0.2557,-0.5891,-1.1742,2,25682.75,25689.50,25670.50,25636.89,1,1,0,0,0,12.25,45.86,22.50,89.72
2025-11-18,RTH,5,LOW,4,0,791.68,-0.6097,-0.6420,1.1258,0.0896,-1.0465,-1.3429,-1.1740,2,24923.00,24955.00,24907.53,24865.10,1,1,0,0,0,15.47,57.90,28.93,113.79
2026-07-31,GLOBEX,3,LOW,4,1,155.08,2.4822,5.0113,-0.4695,-0.3721,-0.5330,0.2010,-1.1736,2,28360.50,28472.75,28339.96,28283.63,1,1,0,0,0,20.54,76.87,39.07,151.74
2026-06-26,GLOBEX,3,HIGH,4,1,37.33,4.6470,4.0104,-0.4695,-0.4575,-0.1735,-0.0723,-1.1729,2,29589.50,29505.25,29616.75,29691.51,1,0,0,1,0,27.25,-84.25,52.50,-170.50
2026-02-18,GLOBEX,3,HIGH,4,1,47.42,3.6701,4.5833,-0.4695,-0.4502,-0.3358,0.0841,-1.1713,2,24933.00,24917.00,24952.07,25004.37,0,0,1,1,0,-16.00,-16.00,-34.00,-34.00
2025-12-16,GLOBEX,3,LOW,4,3,357.75,5.7548,5.4166,-1.2672,-0.2251,0.0104,0.3117,-1.1701,2,25328.25,25340.25,25310.49,25261.76,1,0,0,1,0,17.76,-12.00,33.53,-26.00
2026-07-15,GLOBEX,3,LOW,4,5,1.92,2.1750,9.5121,-1.5331,-0.4832,-0.5841,1.4302,-1.1701,2,29551.50,29561.75,29529.12,29467.72,0,0,1,1,0,-10.25,-10.25,-22.50,-22.50
2025-11-20,GLOBEX,3,LOW,4,1,2.33,4.7479,4.0534,-0.4695,-0.4829,-0.1568,-0.0605,-1.1697,2,25119.25,25144.50,25103.06,25058.63,1,1,0,0,0,16.19,60.62,30.39,119.24
2026-06-09,GLOBEX,5,LOW,4,1,1.25,3.3584,4.9014,-0.4695,-0.4836,-0.3875,0.1710,-1.1697,2,28970.50,28990.75,28951.18,28898.17,0,0,1,1,0,-20.25,-20.25,-42.50,-42.50
2026-09-02,GLOBEX,3,HIGH,4,4,4.58,9.2742,4.8095,-1.4267,-0.4812,0.5949,0.1459,-1.1672,2,29109.75,29096.00,29123.55,29161.42,0,0,1,1,0,-13.75,-13.75,-29.50,-29.50
2026-06-04,GLOBEX,3,LOW,4,1,48.33,5.5264,3.4710,-0.4695,-0.4495,-0.0275,-0.2196,-1.1662,2,30450.50,30453.25,30433.25,30385.94,0,0,1,1,0,-2.75,-2.75,-7.50,-7.50
2026-01-26,GLOBEX,5,HIGH,4,1,250.50,2.8142,4.5862,-0.4695,-0.3029,-0.4779,0.0849,-1.1654,2,25878.75,25875.50,25891.41,25926.15,0,0,1,1,0,-3.25,-3.25,-8.50,-8.50
2026-04-30,GLOBEX,5,HIGH,4,2,82.17,5.5019,5.3462,-1.0013,-0.4250,-0.0316,0.2925,-1.1653,2,27407.50,27394.75,27422.44,27463.41,0,0,1,1,0,-12.75,-12.75,-27.50,-27.50
2026-04-16,GLOBEX,5,HIGH,4,1,1.83,5.1900,3.8065,-0.4695,-0.4832,-0.0834,-0.1280,-1.1641,2,26478.75,26461.00,26496.62,26545.65,0,0,1,1,0,-17.75,-17.75,-37.50,-37.50
2026-04-21,RTH,3,LOW,4,2,74.58,6.8867,4.5300,-1.0013,-0.4305,0.1984,0.0696,-1.1638,2,26625.25,26634.50,26608.41,26562.21,0,0,1,1,0,-9.25,-9.25,-20.50,-20.50
2026-07-20,GLOBEX,5,LOW,4,2,288.92,10.6748,1.6581,-1.0013,-0.2750,0.8274,-0.7147,-1.1636,2,28959.75,29005.50,28935.99,28870.80,1,0,0,1,0,23.76,-45.75,45.52,-93.50
2026-08-05,GLOBEX,5,LOW,4,1,1.25,2.9263,5.1942,-0.4695,-0.4836,-0.4593,0.2510,-1.1615,2,29826.25,29858.75,29802.94,29739.00,1,0,0,1,0,23.31,-32.50,44.62,-67.00
2025-11-18,RTH,3,LOW,4,0,791.48,-0.6097,-0.5955,1.1258,0.0895,-1.0465,-1.3302,-1.1614,2,24923.00,24955.00,24907.53,24865.10,1,1,0,0,0,15.47,57.90,28.93,113.79
2026-04-08,RTH,3,HIGH,4,2,170.17,4.4619,5.7597,-1.0013,-0.3611,-0.2043,0.4054,-1.1613,2,25030.50,25000.25,25047.94,25095.78,0,0,1,1,0,-30.25,-30.25,-62.50,-62.50
2026-08-13,GLOBEX,3,LOW,4,1,1.50,3.9187,4.5913,-0.4695,-0.4835,-0.2945,0.0863,-1.1612,2,29861.75,29867.25,29839.90,29779.95,0,0,1,1,0,-5.50,-5.50,-13.00,-13.00
2025-12-04,GLOBEX,3,LOW,4,1,5.92,7.0642,2.6676,-0.4695,-0.4803,0.2279,-0.4390,-1.1610,2,25617.00,25637.00,25597.50,25544.01,0,0,1,1,0,-20.00,-20.00,-42.00,-42.00
2026-06-04,RTH,3,LOW,4,1,11.00,2.6630,5.3335,-0.4695,-0.4766,-0.5030,0.2890,-1.1601,2,30451.75,30464.50,30434.50,30387.19,1,1,0,0,0,17.25,64.56,32.50,127.13
2026-08-19,RTH,5,HIGH,4,1,20.08,5.0857,3.8363,-0.4695,-0.4700,-0.1007,-0.1199,-1.1601,2,29610.50,29590.75,29630.75,29686.29,0,0,1,1,0,-19.75,-19.75,-41.50,-41.50
2026-07-29,GLOBEX,5,HIGH,4,1,16.25,2.8187,5.2307,-0.4695,-0.4728,-0.4772,0.2610,-1.1585,2,28086.00,28000.50,28106.54,28162.88,0,0,1,1,0,-85.50,-85.50,-173.00,-173.00
2026-08-03,GLOBEX,3,LOW,4,1,6.00,5.7415,3.4847,-0.4695,-0.4802,0.0082,-0.2159,-1.1574,2,28512.50,28564.25,28490.61,28430.57,1,0,0,1,0,21.89,-51.75,41.77,-105.50
2026-01-30,GLOBEX,3,HIGH,4,1,8.58,4.6878,4.1187,-0.4695,-0.4783,-0.1668,-0.0427,-1.1574,2,25918.75,25834.50,25932.88,25971.63,1,0,0,1,0,14.13,-84.25,26.26,-170.50
2025-12-29,GLOBEX,5,HIGH,4,1,2.75,8.9418,1.5534,-0.4695,-0.4826,0.5396,-0.7433,-1.1558,2,25794.25,25779.25,25806.78,25841.14,0,0,1,1,0,-15.00,-15.00,-32.00,-32.00
2025-12-22,GLOBEX,3,LOW,4,0,274.25,0.2899,0.2549,1.1258,-0.2856,-0.8971,-1.0979,-1.1549,2,25699.75,25705.75,25685.54,25646.57,0,0,1,1,0,-6.00,-6.00,-14.00,-14.00
2026-07-16,GLOBEX,5,LOW,4,1,1.42,2.6325,5.3971,-0.4695,-0.4835,-0.5081,0.3064,-1.1547,2,29347.50,29363.75,29325.22,29264.09,0,0,1,1,0,-16.25,-16.25,-34.50,-34.50
2026-06-26,RTH,5,LOW,4,2,42.08,7.7919,4.1027,-1.0013,-0.4540,0.3487,-0.0471,-1.1538,2,29571.50,29586.00,29544.25,29469.49,0,0,1,1,0,-14.50,-14.50,-31.00,-31.00
2026-01-22,RTH,3,LOW,4,1,7.50,6.4733,3.0530,-0.4695,-0.4791,0.1297,-0.3338,-1.1527,2,25639.75,25681.25,25627.50,25593.91,1,1,0,0,0,12.25,45.84,22.49,89.67
2026-06-05,GLOBEX,3,LOW,4,1,6.75,2.7163,5.3419,-0.4695,-0.4797,-0.4942,0.2913,-1.1520,2,28810.00,28875.50,28792.61,28744.91,1,0,0,1,0,17.39,-65.50,32.78,-133.00
2026-01-13,GLOBEX,3,LOW,4,1,2.00,3.6589,4.7818,-0.4695,-0.4831,-0.3376,0.1384,-1.1519,2,25838.00,25881.25,25825.39,25790.81,1,0,0,1,0,12.61,-43.25,23.21,-88.50
2026-09-01,RTH,3,LOW,4,1,235.92,4.8018,3.4667,-0.4695,-0.3135,-0.1478,-0.2208,-1.1516,2,29348.75,29361.25,29333.93,29293.27,1,1,0,0,0,14.82,55.48,27.64,108.95
2025-11-25,RTH,3,HIGH,4,4,2.08,7.8421,5.7449,-1.4267,-0.4830,0.3570,0.4014,-1.1513,2,24899.25,24890.00,24918.95,24972.97,1,1,0,0,0,19.70,73.72,37.39,145.45
2026-07-10,GLOBEX,5,LOW,4,1,89.33,6.8815,2.5940,-0.4695,-0.4198,0.1975,-0.4591,-1.1509,2,29756.25,29783.75,29733.08,29669.51,0,0,1,1,0,-27.50,-27.50,-57.00,-57.00
2026-05-14,GLOBEX,5,HIGH,4,1,1.67,1.8244,5.9087,-0.4695,-0.4833,-0.6423,0.4461,-1.1490,2,29626.00,29574.50,29641.70,29684.77,1,0,0,1,0,15.70,-51.50,29.40,-105.00
2026-01-15,RTH,3,LOW,4,3,33.25,4.6470,7.0316,-1.2672,-0.4604,-0.1735,0.7528,-1.1484,2,25829.75,25842.75,25817.79,25784.98,0,0,1,1,0,-13.00,-13.00,-28.00,-28.00
2026-01-29,GLOBEX,3,HIGH,4,2,27.92,8.4310,3.7741,-1.0013,-0.4643,0.4548,-0.1368,-1.1476,2,26245.25,26237.75,26258.46,26294.69,0,0,1,1,0,-7.50,-7.50,-17.00,-17.00
2026-06-04,GLOBEX,5,HIGH,4,2,147.42,5.0330,5.5254,-1.0013,-0.3776,-0.1095,0.3414,-1.1470,2,30369.50,30354.50,30386.75,30434.06,1,1,0,0,0,17.25,64.56,32.50,127.13
2026-01-26,RTH,5,HIGH,4,1,264.58,6.2932,2.5032,-0.4695,-0.2927,0.0998,-0.4839,-1.1463,2,25944.75,25933.75,25957.41,25992.15,1,1,0,0,0,12.66,47.40,23.33,92.80
2026-08-14,RTH,3,LOW,4,2,9.58,6.8639,4.7835,-1.0013,-0.4776,0.1946,0.1388,-1.1455,2,30106.50,30143.00,30084.75,30025.09,1,0,0,1,0,21.75,-36.50,41.50,-75.00
2026-07-31,GLOBEX,5,LOW,4,1,155.25,2.4822,5.1164,-0.4695,-0.3720,-0.5330,0.2298,-1.1448,2,28360.50,28472.75,28339.96,28283.63,1,1,0,0,0,20.54,76.87,39.07,151.74
2025-12-07,RTH,3,HIGH,4,2,1.83,7.1385,4.6402,-1.0013,-0.4832,0.2402,0.0997,-1.1447,2,25768.00,25761.50,25786.60,25837.63,0,0,1,1,0,-6.50,-6.50,-15.00,-15.00
2026-01-14,GLOBEX,5,LOW,4,3,0.92,12.5956,2.2989,-1.2672,-0.4839,1.1464,-0.5397,-1.1444,2,25814.50,25834.50,25802.51,25769.61,1,1,0,0,0,11.99,44.89,21.98,87.77
2026-06-01,GLOBEX,3,LOW,4,3,0.67,7.5530,5.3700,-1.2672,-0.4841,0.3090,0.2990,-1.1432,2,30333.50,30354.25,30316.43,30269.60,0,0,1,1,0,-20.75,-20.75,-43.50,-43.50
2026-04-02,GLOBEX,5,HIGH,4,0,7.75,1.3467,0.3647,1.1258,-0.4789,-0.7216,-1.0680,-1.1427,2,24228.00,24219.75,24245.98,24295.30,0,0,1,1,0,-8.25,-8.25,-18.50,-18.50
2026-06-29,GLOBEX,5,LOW,4,1,86.42,6.2445,3.0225,-0.4695,-0.4219,0.0917,-0.3421,-1.1418,2,29542.50,29631.50,29514.62,29438.13,1,1,0,0,0,27.88,104.37,53.77,206.74
2026-02-18,RTH,3,LOW,4,2,219.83,4.3758,5.7550,-1.0013,-0.3251,-0.2186,0.4041,-1.1409,2,25061.50,25081.75,25042.43,24990.13,0,0,1,1,0,-20.25,-20.25,-42.50,-42.50
2026-05-04,RTH,3,LOW,4,1,68.92,4.5883,4.0825,-0.4695,-0.4346,-0.1833,-0.0526,-1.1400,2,27746.00,27747.75,27731.38,27691.29,0,0,1,1,0,-1.75,-1.75,-5.50,-5.50
2026-06-05,RTH,5,LOW,4,2,13.08,8.4215,3.8493,-1.0013,-0.4751,0.4532,-0.1163,-1.1394,2,29433.50,29500.50,29416.11,29368.41,1,0,0,1,0,17.39,-67.00,32.78,-136.00
2026-08-27,GLOBEX,5,HIGH,4,2,11.33,8.6067,3.7465,-1.0013,-0.4763,0.4840,-0.1444,-1.1380,2,29645.75,29636.75,29662.78,29709.51,1,0,0,1,0,17.03,-9.00,32.07,-20.00
2026-02-23,GLOBEX,3,HIGH,4,2,0.83,4.1167,6.5047,-1.0013,-0.4839,-0.2616,0.6089,-1.1380,2,24996.25,24965.00,25015.42,25068.01,0,0,1,1,0,-31.25,-31.25,-64.50,-64.50
2025-11-19,RTH,5,HIGH,4,0,791.08,-0.4581,-0.5980,1.1258,0.0892,-1.0213,-1.3309,-1.1372,2,25081.75,25039.50,25097.94,25142.37,0,0,1,1,0,-42.25,-42.25,-86.50,-86.50
2026-02-09,GLOBEX,5,HIGH,4,5,99.08,7.8963,5.8966,-1.5331,-0.4127,0.3660,0.4428,-1.1369,2,25113.25,25100.00,25130.41,25177.50,1,0,0,1,0,17.16,-13.25,32.33,-28.50
2026-03-17,GLOBEX,3,HIGH,4,1,364.25,5.0456,3.0330,-0.4695,-0.2204,-0.1074,-0.3392,-1.1365,2,24841.25,24822.00,24859.32,24908.90,0,0,1,1,0,-19.25,-19.25,-40.50,-40.50
2025-11-19,RTH,3,HIGH,4,0,790.95,-0.4581,-0.5913,1.1258,0.0891,-1.0213,-1.3290,-1.1355,2,25081.75,25039.50,25097.94,25142.37,0,0,1,1,0,-42.25,-42.25,-86.50,-86.50
2026-02-23,GLOBEX,3,LOW,4,1,62.92,4.9489,3.8973,-0.4695,-0.4389,-0.1234,-0.1032,-1.1351,2,24856.75,24892.25,24837.58,24784.99,0,0,1,1,0,-35.50,-35.50,-73.00,-73.00
2026-04-20,GLOBEX,5,HIGH,4,4,1.50,2.9980,8.7533,-1.4267,-0.4835,-0.4474,1.2230,-1.1346,2,26797.50,26756.50,26814.95,26862.83,1,1,0,0,0,17.45,65.33,32.91,128.67
2026-01-26,RTH,3,HIGH,4,1,264.42,6.2932,2.5482,-0.4695,-0.2928,0.0998,-0.4716,-1.1341,2,25944.75,25933.75,25957.41,25992.15,1,1,0,0,0,12.66,47.40,23.33,92.80
2026-03-23,RTH,5,HIGH,4,3,344.92,4.6525,6.2574,-1.2672,-0.2344,-0.1726,0.5414,-1.1329,2,24508.00,24483.75,24525.89,24574.98,1,0,0,1,0,17.89,-24.25,33.79,-50.50
2025-11-17,RTH,3,HIGH,4,0,843.27,-0.6487,-0.6030,1.1258,0.1270,-1.0530,-1.3322,-1.1324,2,25149.00,25145.00,25163.73,25204.15,1,1,0,0,0,14.73,55.15,27.47,108.30
