group,targetLevel,targetAtr,entryDate,month,type,ev,win,exitReason,pnlPts
3_GLOBEX,p75,0.42837560230017063,2026-03-31,2026-03,HIGH,-109.27749999999651,0,STOP,-53.638749999998254
3_GLOBEX,p75,0.42837560230017063,2026-04-01,2026-04,LOW,-179.97899999999936,0,STOP,-88.98949999999968
3_GLOBEX,p75,0.42837560230017063,2026-04-01,2026-04,HIGH,-64.47899999999936,0,STOP,-31.23949999999968
3_GLOBEX,p75,0.42837560230017063,2026-04-01,2026-04,LOW,-320.47899999999936,0,STOP,-159.23949999999968
3_GLOBEX,p75,0.42837560230017063,2026-04-01,2026-04,HIGH,329.54129740021745,1,TARGET,165.77064870010872
3_GLOBEX,p75,0.42837560230017063,2026-04-02,2026-04,LOW,-60.30550000000221,0,STOP,-29.152750000001106
3_GLOBEX,p75,0.42837560230017063,2026-04-02,2026-04,HIGH,-81.30550000000221,0,STOP,-39.652750000001106
3_GLOBEX,p75,0.42837560230017063,2026-04-02,2026-04,LOW,-79.80550000000221,0,STOP,-38.902750000001106
3_GLOBEX,p75,0.42837560230017063,2026-04-02,2026-04,HIGH,-112.30550000000221,0,STOP,-55.152750000001106
3_GLOBEX,p75,0.42837560230017063,2026-04-06,2026-04,LOW,325.8251390502628,1,TARGET,163.9125695251314
3_GLOBEX,p75,0.42837560230017063,2026-04-06,2026-04,LOW,-60.108500000002095,0,STOP,-29.054250000001048
3_GLOBEX,p75,0.42837560230017063,2026-04-06,2026-04,HIGH,-122.6085000000021,0,STOP,-60.30425000000105
3_GLOBEX,p75,0.42837560230017063,2026-04-06,2026-04,HIGH,-120.1085000000021,0,STOP,-59.05425000000105
3_GLOBEX,p75,0.42837560230017063,2026-04-07,2026-04,LOW,-246.45700000000215,0,STOP,-122.22850000000108
3_GLOBEX,p75,0.42837560230017063,2026-04-07,2026-04,HIGH,329.07008423769,1,TARGET,165.535042118845
3_GLOBEX,p75,0.42837560230017063,2026-04-07,2026-04,LOW,329.07008423769,1,TARGET,165.535042118845
3_GLOBEX,p75,0.42837560230017063,2026-04-07,2026-04,LOW,329.07008423769,1,TARGET,165.535042118845
3_GLOBEX,p75,0.42837560230017063,2026-04-08,2026-04,HIGH,-107.34599999999773,0,STOP,-52.672999999998865
3_GLOBEX,p75,0.42837560230017063,2026-04-08,2026-04,HIGH,-130.34599999999773,0,STOP,-64.17299999999886
3_GLOBEX,p75,0.42837560230017063,2026-04-08,2026-04,HIGH,315.98320958741533,1,TARGET,158.99160479370767
3_GLOBEX,p75,0.42837560230017063,2026-04-09,2026-04,LOW,-107.84199999999691,0,STOP,-52.92099999999846
3_GLOBEX,p75,0.42837560230017063,2026-04-09,2026-04,LOW,-58.341999999996915,0,STOP,-28.170999999998457
3_GLOBEX,p75,0.42837560230017063,2026-04-09,2026-04,HIGH,-96.34199999999691,0,STOP,-47.17099999999846
3_GLOBEX,p75,0.42837560230017063,2026-04-09,2026-04,LOW,-70.84199999999691,0,STOP,-34.42099999999846
3_GLOBEX,p75,0.42837560230017063,2026-04-09,2026-04,HIGH,-93.84199999999691,0,STOP,-45.92099999999846
3_GLOBEX,p75,0.42837560230017063,2026-04-09,2026-04,LOW,-96.34199999999691,0,STOP,-47.17099999999846
3_GLOBEX,p75,0.42837560230017063,2026-04-10,2026-04,LOW,-71.84750000000349,0,STOP,-34.923750000001746
3_GLOBEX,p75,0.42837560230017063,2026-04-10,2026-04,HIGH,-73.84750000000349,0,STOP,-35.923750000001746
3_GLOBEX,p75,0.42837560230017063,2026-04-10,2026-04,LOW,-165.8475000000035,0,STOP,-81.92375000000175
3_GLOBEX,p75,0.42837560230017063,2026-04-13,2026-04,HIGH,-568.3475000000035,0,STOP,-283.17375000000175
3_GLOBEX,p75,0.42837560230017063,2026-04-14,2026-04,LOW,308.06897033491987,1,TARGET,155.03448516745993
3_GLOBEX,p75,0.42837560230017063,2026-04-15,2026-04,HIGH,-111.76550000000134,0,STOP,-54.88275000000067
3_GLOBEX,p75,0.42837560230017063,2026-04-16,2026-04,HIGH,-41.71450000000186,0,STOP,-19.85725000000093
3_GLOBEX,p75,0.42837560230017063,2026-04-16,2026-04,LOW,-137.71450000000186,0,STOP,-67.85725000000093
3_GLOBEX,p75,0.42837560230017063,2026-04-16,2026-04,LOW,323.87603005980054,1,TARGET,162.93801502990027
3_GLOBEX,p75,0.42837560230017063,2026-04-17,2026-04,LOW,320.96307596415863,1,TARGET,161.48153798207932
3_GLOBEX,p75,0.42837560230017063,2026-04-20,2026-04,HIGH,-46.35949999999866,0,STOP,-22.17974999999933
3_GLOBEX,p75,0.42837560230017063,2026-04-20,2026-04,HIGH,-106.85949999999866,0,STOP,-52.42974999999933
3_GLOBEX,p75,0.42837560230017063,2026-04-20,2026-04,HIGH,-52.35949999999866,0,STOP,-25.17974999999933
3_GLOBEX,p75,0.42837560230017063,2026-04-20,2026-04,LOW,-96.85949999999866,0,STOP,-47.42974999999933
3_GLOBEX,p75,0.42837560230017063,2026-04-20,2026-04,LOW,316.27236311897286,1,TARGET,159.13618155948643
3_GLOBEX,p75,0.42837560230017063,2026-04-23,2026-04,HIGH,-54.80200000000332,0,STOP,-26.40100000000166
3_GLOBEX,p75,0.42837560230017063,2026-04-23,2026-04,HIGH,-49.30200000000332,0,STOP,-23.65100000000166
3_GLOBEX,p75,0.42837560230017063,2026-04-23,2026-04,LOW,-158.80200000000332,0,STOP,-78.40100000000166
