swing_width,type,pivot_date,pivot_month,pivot_session,confluence_bucket,touchVolZ,breakVolZ,dormancy_hours,dormancy_bucket,broken,mfe_pts,mfe_atr,break_date,break_month
3,LOW,2026-03-19,2026-03,GLOBEX,0,0.1027,-0.4967,0.22,SHORT,1,353.0000,0.9535,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,1,-0.0776,-0.0653,0.33,MEDIUM,1,27.2500,0.0736,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,0,-0.0713,0.0679,0.17,SHORT,1,353.0000,0.9535,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,1.4899,0.3769,0.68,MEDIUM,1,23.0000,0.0621,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,-0.6885,0.2407,0.13,SHORT,1,25.5000,0.0689,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,0.9927,0.3443,3.93,LONG,1,353.5000,0.9549,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,-0.0111,-0.2053,0.97,MEDIUM,1,11.2500,0.0304,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,0,1.5991,-0.5247,0.38,MEDIUM,1,504.5000,1.3350,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,-0.4596,-0.0635,4.62,LONG,1,55.7500,0.1506,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,0,-0.1751,-0.3940,0.27,SHORT,1,504.5000,1.3350,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,1,0.9184,-0.4939,4.60,LONG,1,48.7500,0.1317,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,-0.0996,-0.1267,0.15,SHORT,1,516.2500,1.3661,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,1,0.0435,-0.0945,0.13,SHORT,1,48.7500,0.1317,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,1,0.5356,-0.0437,0.15,SHORT,1,48.7500,0.1317,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,0.3237,0.0634,0.20,SHORT,1,503.5000,1.3323,2026-03-20,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,-0.3891,0.0879,0.13,SHORT,1,518.7500,1.3727,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,-0.3095,0.3056,1.15,MEDIUM,1,29.7500,0.0804,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,0.5514,-0.1811,0.47,MEDIUM,1,503.5000,1.3323,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,1.2926,-0.0582,2.57,MEDIUM,1,6.0000,0.0162,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,2+,0.1370,-0.1740,3.15,LONG,1,410.2500,1.1082,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,1,0.7047,0.0446,0.17,SHORT,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,0.3505,-0.2259,2.17,MEDIUM,1,440.0000,1.1885,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,1,-0.2894,-0.0896,0.93,MEDIUM,1,12.0000,0.0324,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,-0.2174,-0.4638,0.17,SHORT,1,384.7500,1.0393,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,-0.0728,-0.4744,1.07,MEDIUM,1,3.5000,0.0095,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,0,-0.1710,-0.5027,3.05,LONG,1,394.5000,1.0656,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,2+,-0.2569,-0.3652,0.47,MEDIUM,1,386.7500,1.0447,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,-0.4828,-0.4959,0.63,MEDIUM,1,13.0000,0.0351,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,0.5255,-0.5417,0.17,SHORT,1,384.7500,1.0393,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,-0.5034,-0.1925,0.18,SHORT,1,6.7500,0.0182,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,-0.1402,-0.2625,0.32,SHORT,1,394.2500,1.0650,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,-0.3863,-0.2394,0.80,MEDIUM,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,0.5138,-0.4165,0.50,MEDIUM,1,440.0000,1.1885,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,-0.4490,-0.5929,2.43,MEDIUM,1,11.5000,0.0311,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,-0.3946,-0.2667,0.12,SHORT,1,7.7500,0.0209,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,-0.3410,-0.3573,0.13,SHORT,1,7.7500,0.0209,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,0.3790,0.1670,0.30,SHORT,1,440.0000,1.1885,2026-03-19,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,1.8707,0.0058,2.15,MEDIUM,1,507.5000,1.3429,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,0,0.3703,0.5900,0.90,MEDIUM,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,0,3.1556,-0.1736,0.23,SHORT,1,506.0000,1.3389,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,0.1093,-0.1004,0.47,MEDIUM,1,7.7500,0.0205,2026-03-20,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,1,-0.2761,-0.3795,0.15,SHORT,1,441.5000,1.1926,2026-03-19,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,2+,-0.1261,-0.4080,0.15,SHORT,1,2.7500,0.0073,2026-03-20,2026-03
3,LOW,2026-03-19,2026-03,GLOBEX,0,-0.0774,-0.3443,0.15,SHORT,1,506.0000,1.3389,2026-03-20,2026-03
3,HIGH,2026-03-19,2026-03,GLOBEX,1,0.0839,-0.3929,0.18,SHORT,1,11.0000,0.0291,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,-0.0326,-0.5347,0.32,SHORT,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,-0.5299,-0.0941,0.37,MEDIUM,1,509.5000,1.3482,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,0.2526,-0.4686,3.07,LONG,1,518.7500,1.3727,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,-0.2331,-0.7190,0.62,MEDIUM,1,10.5000,0.0278,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,-0.4841,-0.8619,0.22,SHORT,1,518.7500,1.3727,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.7951,-0.3514,0.17,SHORT,1,13.5000,0.0357,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.6013,-0.4368,0.13,SHORT,1,14.2500,0.0377,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,0.3918,-0.8035,0.45,MEDIUM,1,504.5000,1.3350,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.4860,-0.6949,0.17,SHORT,1,19.7500,0.0523,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.7096,-0.1883,0.17,SHORT,1,19.7500,0.0523,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,0.4568,-0.4262,9.00,LONG,1,523.7500,1.3859,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,0.2141,-0.4978,9.22,LONG,1,584.2500,1.5460,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.7819,-0.0822,0.37,MEDIUM,1,597.7500,1.5817,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,0.9067,-0.5064,0.67,MEDIUM,1,14.2500,0.0377,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.7311,-0.5973,0.12,SHORT,1,14.2500,0.0377,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.6225,-0.3397,0.87,MEDIUM,1,610.0000,1.6141,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,-0.2590,-0.4663,0.30,SHORT,1,13.0000,0.0344,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,-0.4732,-0.5288,1.30,MEDIUM,1,621.2500,1.6439,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.3968,-0.4827,0.15,SHORT,1,13.5000,0.0357,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,-0.0437,-0.4424,0.12,SHORT,1,621.2500,1.6439,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.7362,-0.4874,0.13,SHORT,1,13.5000,0.0357,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.4564,-0.5822,0.47,MEDIUM,1,606.7500,1.6055,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,-0.4937,-0.4474,0.20,SHORT,1,11.5000,0.0304,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.4353,-0.4328,0.22,SHORT,1,606.7500,1.6055,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,-0.2525,-0.5552,1.35,MEDIUM,1,25.7500,0.0681,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.3816,0.2922,1.20,MEDIUM,1,584.2500,1.5460,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.7229,-0.4447,10.93,LONG,1,657.0000,1.7385,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.3627,0.0017,15.33,LONG,1,40.2500,0.1065,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,1.3292,0.0859,11.18,LONG,1,642.0000,1.6988,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,-0.1994,0.4738,16.28,LONG,1,68.0000,0.1799,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,0.6727,0.7305,18.73,LONG,1,613.2500,1.6227,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,-0.8083,0.3696,14.90,LONG,1,83.5000,0.2210,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,0.8232,0.0188,12.78,LONG,1,590.2500,1.5619,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.6799,-0.1917,0.13,SHORT,1,590.2500,1.5619,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.2943,-0.5503,0.87,MEDIUM,1,51.2500,0.1356,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,-0.1466,0.1074,1.03,MEDIUM,1,650.5000,1.7213,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.2514,0.2729,1.42,MEDIUM,1,25.7500,0.0681,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.5189,0.2927,2.38,MEDIUM,1,678.5000,1.7954,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,0.4442,-0.0294,1.85,MEDIUM,1,7.0000,0.0185,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,0.1547,-0.0389,2.10,MEDIUM,1,704.0000,1.8629,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.3370,0.2017,0.43,MEDIUM,1,678.5000,1.7954,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,1.2113,-0.2086,4.23,LONG,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,1.6130,0.2209,2.08,MEDIUM,1,663.5000,1.7557,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.1848,0.5610,0.77,MEDIUM,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,0.8894,0.4629,0.30,SHORT,1,663.5000,1.7557,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,1.1385,0.1899,1.30,MEDIUM,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,1.4280,0.5455,0.23,SHORT,1,650.5000,1.7213,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.2338,0.5691,2.45,MEDIUM,1,3.0000,0.0079,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,-0.3405,0.2936,0.13,SHORT,1,3.0000,0.0079,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,1.2793,0.2510,2.42,MEDIUM,1,641.2500,1.6968,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.7087,1.4133,0.37,MEDIUM,1,77.5000,0.2035,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,1.3443,1.0493,21.13,LONG,1,599.5000,1.5863,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.6632,0.1158,0.15,SHORT,1,599.5000,1.5863,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,1.7375,0.9165,15.25,LONG,1,7.7500,0.0205,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,0.1812,4.5162,0.13,SHORT,1,0.7500,0.0020,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,3.3199,2.4471,16.18,LONG,1,511.5000,1.3535,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,3.1777,3.4628,15.27,LONG,1,81.7500,0.2163,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,10.2573,3.0633,260.03,LONG,1,426.7500,1.1292,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,3.2431,1.9619,1019.68,LONG,1,155.7500,0.4121,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,1.5340,1.7720,20.78,LONG,1,441.2500,1.1676,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,1.1258,0.6536,262.63,LONG,1,81.7500,0.2163,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,0.9949,0.8371,0.92,MEDIUM,1,503.7500,1.3330,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.8946,0.5451,0.12,SHORT,1,503.7500,1.3330,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,0.9598,0.9897,0.20,SHORT,1,503.7500,1.3330,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,1.1050,0.6013,16.63,LONG,1,38.7500,0.1025,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.4550,0.2742,18.72,LONG,1,546.0000,1.4448,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,0.9284,-0.1493,0.25,SHORT,1,38.7500,0.1025,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.0287,0.4132,0.27,SHORT,1,546.0000,1.4448,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,0.0005,0.6859,0.23,SHORT,1,38.7500,0.1025,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,0.7776,0.1950,16.97,LONG,1,532.7500,1.4097,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.3659,0.2107,0.20,SHORT,1,65.2500,0.1727,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.0890,0.9143,1.98,MEDIUM,1,517.0000,1.3680,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,2.5730,1.0658,0.50,MEDIUM,1,38.7500,0.1025,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,2.1458,0.9136,0.48,MEDIUM,1,534.0000,1.4130,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,1.8843,0.8108,17.77,LONG,1,26.7500,0.0708,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.8586,-0.0887,0.85,MEDIUM,1,534.0000,1.4130,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,0.2831,0.2545,0.43,MEDIUM,1,37.0000,0.0979,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,1.0364,-0.1663,0.37,MEDIUM,1,29.0000,0.0767,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,-0.2245,0.3976,20.32,LONG,1,561.2500,1.4851,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,2+,0.0359,-0.1410,18.82,LONG,1,36.7500,0.0972,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,2+,0.1000,-0.1475,0.47,MEDIUM,1,534.0000,1.4130,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,0.2313,-0.0284,0.18,SHORT,1,36.7500,0.0972,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,-0.4863,-0.0223,0.30,SHORT,1,534.0000,1.4130,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,1,0.7567,0.1390,0.43,MEDIUM,1,26.7500,0.0708,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,1,-0.1028,0.0053,5.88,LONG,1,582.0000,1.5400,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,GLOBEX,0,-0.1209,-0.2871,0.70,MEDIUM,1,534.0000,1.4130,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,GLOBEX,0,0.9608,-0.6516,3.87,LONG,1,184.0000,0.4831,2026-03-23,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,-1.0134,-0.4183,263.90,LONG,1,38.0000,0.1006,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.2515,-0.4294,20.45,LONG,1,472.2500,1.2496,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,-0.7815,-0.3314,1.42,MEDIUM,1,254.2500,0.6676,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,2+,0.6091,-0.0935,1.97,MEDIUM,1,472.2500,1.2496,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,0.2677,-0.1104,269.30,LONG,1,360.0000,0.9526,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,0.4685,0.2215,269.12,LONG,1,18.0000,0.0476,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.2463,-0.5299,270.00,LONG,1,347.0000,0.9182,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,-0.6957,-0.6511,270.18,LONG,1,59.2500,0.1568,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.3958,-0.3345,270.25,LONG,1,359.5000,0.9513,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.3986,-0.2479,0.12,SHORT,1,359.5000,0.9513,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,0.1785,-0.7373,0.53,MEDIUM,1,18.0000,0.0476,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,0,-0.0140,-0.7370,0.67,MEDIUM,1,359.5000,0.9513,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,-0.5357,0.2756,270.80,LONG,1,41.7500,0.1105,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.7282,0.3912,270.07,LONG,1,380.5000,1.0068,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,1.6605,0.1873,270.67,LONG,1,456.5000,1.2080,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.0140,0.4279,0.70,MEDIUM,1,41.7500,0.1105,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,1.8274,-0.2632,270.15,LONG,1,29.7500,0.0787,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,0.1752,-0.0228,0.22,SHORT,1,458.7500,1.2139,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,2+,0.1729,-0.1054,0.12,SHORT,1,458.7500,1.2139,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,-0.0975,0.9247,0.28,SHORT,1,29.7500,0.0787,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,7.8238,-0.4009,270.83,LONG,1,10.7500,0.0284,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,7.8238,-0.4009,0.98,MEDIUM,1,475.5000,1.2582,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,0.2059,-0.4865,0.13,SHORT,1,470.2500,1.2443,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,-0.6520,-0.4593,0.85,MEDIUM,1,50.7500,0.1343,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.4406,-0.6384,0.87,MEDIUM,1,491.5000,1.3006,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,1,-0.1300,-0.6810,0.12,SHORT,1,50.7500,0.1343,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.5620,-0.6755,0.12,SHORT,1,491.5000,1.3006,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,1,-0.4993,-0.5748,0.13,SHORT,1,50.7500,0.1343,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.7774,-0.5788,0.15,SHORT,1,491.5000,1.3006,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,-0.4105,-0.3802,0.13,SHORT,1,45.7500,0.1211,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-1.0549,-0.4466,0.13,SHORT,1,491.5000,1.3006,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.5653,0.4546,271.07,LONG,1,511.2500,1.3528,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,1.4078,0.0331,1025.30,LONG,1,254.2500,0.6676,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,2+,0.2559,0.1736,6.03,LONG,1,533.0000,1.4104,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.1016,0.2038,0.18,SHORT,1,254.2500,0.6676,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,2+,0.4538,-0.0578,0.17,SHORT,1,533.0000,1.4104,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,2+,0.3747,-0.0444,0.32,SHORT,1,254.2500,0.6676,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,0.6235,-0.1801,1.12,MEDIUM,1,475.5000,1.2582,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.3038,-0.5903,1.10,MEDIUM,1,2.7500,0.0073,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,-0.2239,-0.4119,0.17,SHORT,1,475.5000,1.2582,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,1,-0.7468,0.0357,272.53,LONG,1,18.7500,0.0496,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,2+,-0.0279,0.0747,1.78,MEDIUM,1,458.7500,1.2139,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.7018,1.5822,0.38,MEDIUM,1,462.0000,1.2130,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,0.1054,1.9824,0.38,MEDIUM,1,458.7500,1.2139,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,-0.7829,2.2051,0.12,SHORT,1,462.0000,1.2130,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,1,8.9371,-0.3241,2.23,MEDIUM,1,440.2500,1.1650,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.0749,-0.2360,2.27,MEDIUM,1,462.0000,1.2130,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,2+,-0.2143,0.0843,0.50,MEDIUM,1,461.2500,1.2205,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,-0.2632,0.2268,274.50,LONG,1,462.0000,1.2130,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,0,0.5063,-0.0834,276.02,LONG,1,391.0000,1.0346,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.3390,0.2946,276.28,LONG,1,4.2500,0.0112,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,0,0.9055,0.1520,0.23,SHORT,1,391.0000,1.0346,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.4549,-0.5233,0.30,SHORT,1,462.0000,1.2130,2026-03-23,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,-0.2899,0.0859,0.13,SHORT,1,462.0000,1.2130,2026-03-23,2026-03
3,LOW,2026-03-20,2026-03,RTH,0,-0.4908,-0.2410,282.10,LONG,1,408.0000,1.0796,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,1,-0.0220,-0.5576,0.50,MEDIUM,1,549.7500,1.4547,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,0,0.2713,-0.3958,282.27,LONG,1,400.2500,1.0591,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,2.9392,0.7706,2862.73,LONG,1,558.2500,1.4772,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.6381,0.2183,2867.00,LONG,1,593.7500,1.5711,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,0,0.9533,0.2427,277.80,LONG,1,321.5000,0.8507,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,0.0290,0.0998,279.05,LONG,1,111.7500,0.2957,2026-03-20,2026-03
3,LOW,2026-03-20,2026-03,RTH,0,-0.2861,0.1057,278.97,LONG,1,299.0000,0.7912,2026-03-20,2026-03
3,HIGH,2026-03-20,2026-03,RTH,0,1.2199,0.2265,0.13,SHORT,1,111.7500,0.2957,2026-03-20,2026-03
