swing_width,type,pivot_date,pivot_month,pivot_session,confluence_bucket,touchVolZ,breakVolZ,dormancy_hours,dormancy_bucket,broken,mfe_pts,mfe_atr,break_date,break_month
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.6800,-0.4448,1.58,MEDIUM,1,136.2500,0.5768,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.8694,-0.3976,1.62,MEDIUM,1,15.5000,0.0656,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.1039,-0.5233,0.27,SHORT,1,130.7500,0.5536,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.0564,-0.1706,0.37,MEDIUM,1,19.2500,0.0815,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.1911,-0.5742,2.00,MEDIUM,1,142.0000,0.6012,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,0.8301,-0.3046,0.13,SHORT,1,15.5000,0.0656,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.3720,-0.3331,0.17,SHORT,1,138.7500,0.5874,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,0.3045,-0.5143,0.20,SHORT,1,17.0000,0.0720,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.4117,-0.4585,0.18,SHORT,1,17.0000,0.0720,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.2787,-0.4730,0.35,MEDIUM,1,141.0000,0.5970,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.0599,-0.4307,0.18,SHORT,1,17.0000,0.0720,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.3831,-0.3931,0.13,SHORT,1,142.0000,0.6012,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.6743,-0.4564,2.18,MEDIUM,1,4.2500,0.0180,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.2551,-0.4385,2.85,LONG,1,148.0000,0.6266,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.4095,-0.1187,0.12,SHORT,1,148.0000,0.6266,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,0.1508,-0.4637,3.23,LONG,1,88.7500,0.3893,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.4064,-0.4776,31.58,LONG,1,161.7500,0.6848,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.4395,-0.3846,0.15,SHORT,1,88.7500,0.3893,2025-09-10,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,0.2083,-0.3551,0.75,MEDIUM,1,1.7500,0.0074,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.4610,-0.5545,0.73,MEDIUM,1,152.5000,0.6456,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.2658,-0.6169,0.23,SHORT,1,0.7500,0.0032,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,2+,-0.7823,-0.5693,0.15,SHORT,1,153.2500,0.6488,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.5443,-0.5633,0.15,SHORT,1,152.5000,0.6456,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.5756,-0.5396,1.12,MEDIUM,1,6.5000,0.0275,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.3603,-0.5645,1.05,MEDIUM,1,146.5000,0.6202,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.5091,-0.4973,0.17,SHORT,1,8.5000,0.0360,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.4515,-0.5182,0.18,SHORT,1,146.5000,0.6202,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.2420,-0.6470,0.15,SHORT,1,142.0000,0.6012,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.5994,-0.5211,0.13,SHORT,1,142.0000,0.6012,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.5597,-0.4844,0.40,MEDIUM,1,11.5000,0.0487,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.4601,-0.4901,0.17,SHORT,1,142.0000,0.6012,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.4931,-0.4339,0.48,MEDIUM,1,8.5000,0.0360,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.4637,-0.4328,0.13,SHORT,1,142.0000,0.6012,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.1964,-0.4631,0.15,SHORT,1,6.5000,0.0275,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.2434,-0.5321,0.18,SHORT,1,1.7500,0.0074,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.8640,-0.6084,0.95,MEDIUM,1,152.5000,0.6456,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.3112,-0.6379,0.17,SHORT,1,92.7500,0.4068,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,2+,-0.5036,-0.6607,1.15,MEDIUM,1,159.0000,0.6732,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,2+,-0.5068,-0.5738,0.20,SHORT,1,92.7500,0.4068,2025-09-10,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.9528,-0.3823,0.18,SHORT,1,92.7500,0.4068,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.9621,-0.4609,2.70,LONG,1,138.7500,0.5874,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.4560,-0.4544,1.03,MEDIUM,1,104.2500,0.4572,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.3355,-0.4191,0.27,SHORT,1,138.7500,0.5874,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.5549,-0.3660,0.20,SHORT,1,109.0000,0.4781,2025-09-10,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.3082,-0.3955,0.12,SHORT,1,15.2500,0.0646,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.3369,-0.4655,0.22,SHORT,1,134.7500,0.5705,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.2761,-0.4901,0.22,SHORT,1,140.7500,0.5959,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.5037,-0.4628,0.30,SHORT,1,109.0000,0.4781,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.3121,-0.4880,0.15,SHORT,1,139.0000,0.5885,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.4644,-0.5957,0.17,SHORT,1,109.0000,0.4781,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,1,-0.4802,-0.6112,0.17,SHORT,1,134.7500,0.5705,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.5033,-0.4688,0.17,SHORT,1,116.5000,0.5110,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.8369,-0.2402,0.12,SHORT,1,134.7500,0.5705,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.4229,-0.2089,0.12,SHORT,1,109.0000,0.4781,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,0.8195,-0.4373,5.88,LONG,1,126.2500,0.5345,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,0.0945,-0.6590,0.12,SHORT,1,128.5000,0.5440,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,1,-0.3183,-0.6579,0.23,SHORT,1,119.7500,0.5252,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.3703,-0.4841,0.30,SHORT,1,131.7500,0.5578,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.4731,-0.4782,0.30,SHORT,1,119.7500,0.5252,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.3358,-0.5481,0.47,MEDIUM,1,126.7500,0.5366,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.2096,-0.4576,615.62,LONG,1,39.2500,0.1662,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.2682,-0.6608,0.28,SHORT,1,126.7500,0.5366,2025-09-09,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.4198,-0.6322,0.15,SHORT,1,128.5000,0.5440,2025-09-09,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.5172,-0.5189,0.38,MEDIUM,1,127.5000,0.5592,2025-09-10,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.8055,-0.3965,0.15,SHORT,1,125.0000,0.5482,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,0.1134,-0.5439,0.40,MEDIUM,1,124.2500,0.5450,2025-09-10,2025-09
3,HIGH,2025-09-09,2025-09,GLOBEX,0,-0.3559,-0.4754,0.22,SHORT,1,125.5000,0.5504,2025-09-10,2025-09
3,LOW,2025-09-09,2025-09,GLOBEX,0,-0.3977,-0.5618,0.40,MEDIUM,1,127.5000,0.5592,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,0.0348,-0.4657,0.43,MEDIUM,1,120.5000,0.5285,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.8713,-0.4983,0.28,SHORT,1,120.5000,0.5285,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.4035,-0.1967,0.52,MEDIUM,1,131.7500,0.5779,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,0.1879,-0.5030,0.25,SHORT,1,118.0000,0.5175,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.2985,-0.5694,0.25,SHORT,1,131.7500,0.5779,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.3751,-0.5950,0.13,SHORT,1,94.2500,0.4134,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.8949,-0.5260,0.47,MEDIUM,1,123.7500,0.5428,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.3198,-0.5974,0.15,SHORT,1,131.7500,0.5779,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.1240,-0.3066,0.28,SHORT,1,118.0000,0.5175,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.4558,0.4724,0.35,MEDIUM,1,129.5000,0.5680,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,0.2977,-0.3246,0.17,SHORT,1,125.0000,0.5482,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,1.7560,-0.4044,0.53,MEDIUM,1,123.5000,0.5417,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.1638,-0.5427,0.13,SHORT,1,125.0000,0.5482,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.3898,-0.3077,0.43,MEDIUM,1,130.0000,0.5702,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,0.1789,-0.5319,1.02,MEDIUM,1,113.2500,0.4967,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.3376,-0.5138,0.38,MEDIUM,1,127.5000,0.5592,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.3371,-0.6005,0.50,MEDIUM,1,125.0000,0.5482,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.4720,-0.4863,0.15,SHORT,1,127.5000,0.5592,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.9085,-0.4991,0.20,SHORT,1,123.5000,0.5417,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.2280,-0.5740,0.17,SHORT,1,118.0000,0.5175,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.4747,-0.5413,0.30,SHORT,1,128.7500,0.5647,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.7035,-0.4274,0.12,SHORT,1,123.5000,0.5417,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,0.4269,-0.2586,0.18,SHORT,1,118.0000,0.5175,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.5227,-0.1706,0.27,SHORT,1,129.2500,0.5669,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,0.8023,-0.0092,0.78,MEDIUM,1,113.2500,0.4967,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,0.0039,-0.0800,625.92,LONG,1,107.7500,0.4726,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.0754,-0.3555,622.68,LONG,1,101.0000,0.4430,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.4708,-0.3528,622.28,LONG,1,148.0000,0.6491,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.5096,-0.2896,0.13,SHORT,1,98.0000,0.4298,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.4925,-0.3490,0.17,SHORT,1,153.0000,0.6711,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.0821,-0.0472,0.20,SHORT,1,94.5000,0.4145,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,0.3934,-0.3404,622.63,LONG,1,144.2500,0.6327,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,0.3874,0.3895,671.13,LONG,0,,,,
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.3187,-0.1650,671.63,LONG,0,,,,
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.3997,-0.3118,674.62,LONG,0,,,,
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.1504,-0.7445,0.17,SHORT,0,,,,
3,HIGH,2025-09-10,2025-09,RTH,0,-1.0112,-0.9668,647.82,LONG,0,,,,
3,HIGH,2025-09-10,2025-09,RTH,1,-0.2916,-0.8801,648.17,LONG,0,,,,
3,HIGH,2025-09-10,2025-09,RTH,0,-1.3094,-1.0762,0.38,MEDIUM,0,,,,
3,HIGH,2025-09-10,2025-09,RTH,0,-1.2949,-0.8383,0.15,SHORT,0,,,,
3,HIGH,2025-09-10,2025-09,RTH,0,-0.8315,-0.2618,0.23,SHORT,0,,,,
3,HIGH,2025-09-10,2025-09,RTH,1,-0.6291,-0.7619,645.93,LONG,0,,,,
3,HIGH,2025-09-10,2025-09,GLOBEX,0,0.4375,-0.7133,0.27,SHORT,1,96.7500,0.4243,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.4424,-0.7985,0.38,MEDIUM,1,151.0000,0.6623,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.7593,-0.5929,0.17,SHORT,1,153.7500,0.6743,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.1840,-0.7603,623.20,LONG,1,90.0000,0.3947,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.6493,-0.6887,0.53,MEDIUM,1,95.2500,0.4178,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.8107,-0.5173,0.50,MEDIUM,1,148.5000,0.6513,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.5359,-0.5151,0.72,MEDIUM,1,100.7500,0.4419,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,0.0069,-0.5461,0.13,SHORT,1,99.2500,0.4353,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,0.0069,-0.5461,0.17,SHORT,1,148.5000,0.6513,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.2949,-0.5245,0.15,SHORT,1,95.2500,0.4178,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.4006,-0.6595,0.23,SHORT,1,148.5000,0.6513,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.5310,-0.7366,0.17,SHORT,1,95.2500,0.4178,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.5990,-0.6910,2.02,MEDIUM,1,129.2500,0.5669,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.6385,-0.5164,1.95,MEDIUM,1,109.7500,0.4814,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.1295,-0.3617,2.82,LONG,1,119.7500,0.5252,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.2607,-0.4101,8.03,LONG,1,99.7500,0.4375,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,0.8300,-0.4617,6.47,LONG,1,139.0000,0.6096,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.3349,-0.2396,0.17,SHORT,1,105.2500,0.4616,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.7479,-0.4432,0.22,SHORT,1,143.0000,0.6272,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.2326,-0.4040,8.15,LONG,1,148.2500,0.6502,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.8989,-0.4220,0.43,MEDIUM,1,99.7500,0.4375,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.2666,-0.5689,0.18,SHORT,1,148.2500,0.6502,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.9196,-0.5312,0.22,SHORT,1,92.7500,0.4068,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.3842,-0.5020,0.28,SHORT,1,148.2500,0.6502,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.5609,-0.4521,0.27,SHORT,1,97.2500,0.4265,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.2075,-0.3755,0.20,SHORT,1,145.5000,0.6382,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-1.0148,-0.3141,0.82,MEDIUM,1,105.5000,0.4627,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,0.0405,-0.5173,7.07,LONG,1,133.7500,0.5866,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.4006,-0.5941,0.13,SHORT,1,133.7500,0.5866,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.4425,-0.6260,7.18,LONG,1,117.2500,0.5143,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.5139,-0.4442,0.17,SHORT,1,117.2500,0.5143,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.1839,-0.4752,2.38,MEDIUM,1,129.0000,0.5658,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.1009,-0.5984,4.33,LONG,1,118.7500,0.5208,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.2720,-0.4929,0.13,SHORT,1,129.0000,0.5658,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.2199,-0.5778,0.15,SHORT,1,117.2500,0.5143,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.8003,-0.5814,0.15,SHORT,1,129.0000,0.5658,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.6326,-0.5386,0.17,SHORT,1,117.2500,0.5143,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.4910,-0.5072,0.17,SHORT,1,129.0000,0.5658,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.3032,-0.5087,0.12,SHORT,1,117.2500,0.5143,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.1972,-0.6852,0.12,SHORT,1,117.2500,0.5143,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.4799,-0.7765,0.12,SHORT,1,117.2500,0.5143,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-1.0885,-0.6840,0.12,SHORT,1,115.0000,0.5044,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.5366,-0.6464,0.32,SHORT,1,136.7500,0.5998,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.4389,-0.5369,0.17,SHORT,1,115.0000,0.5044,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.6553,-0.5615,0.18,SHORT,1,136.7500,0.5998,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.2262,-0.4208,0.13,SHORT,1,136.7500,0.5998,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.8271,-0.4563,3.12,LONG,1,108.5000,0.4759,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.8263,-0.3851,0.20,SHORT,1,136.7500,0.5998,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.3999,-0.6235,628.70,LONG,1,166.0000,0.7281,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,2+,-0.4011,-0.6712,4.68,LONG,1,85.5000,0.3750,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,-0.6012,-0.4835,0.13,SHORT,1,163.2500,0.7160,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-1.2773,-0.2071,4.92,LONG,1,153.2500,0.6721,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.9169,-0.6407,629.15,LONG,1,54.0000,0.2368,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.3604,-0.6361,0.33,MEDIUM,1,153.2500,0.6721,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,1,-0.2915,-0.6395,0.50,MEDIUM,1,54.0000,0.2368,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.9238,0.4883,4.58,LONG,1,144.2500,0.6327,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,0.3874,0.3895,1.13,MEDIUM,1,136.7500,0.5998,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,1,0.3684,-0.1809,670.67,LONG,1,202.7500,0.8893,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.2597,-0.1075,0.15,SHORT,1,209.5000,0.9189,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.2116,-0.6042,670.53,LONG,1,5.2500,0.0230,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,2+,-0.8324,-0.6027,0.17,SHORT,1,209.5000,0.9189,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-0.3508,-0.4010,0.22,SHORT,1,7.2500,0.0318,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,GLOBEX,0,-0.1569,-0.4422,646.28,LONG,1,157.2500,0.6897,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,GLOBEX,0,-1.0847,-0.5216,0.57,MEDIUM,1,1.7500,0.0077,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,2+,-0.7020,-0.4630,1.17,MEDIUM,1,144.2500,0.6327,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,RTH,0,-0.4292,-0.6066,644.17,LONG,1,8.7500,0.0384,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,RTH,1,-0.4569,-0.5340,1.47,MEDIUM,1,34.7500,0.1524,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,2+,-1.1744,-0.4680,5.42,LONG,1,124.5000,0.5461,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,RTH,1,-1.1686,-0.8995,0.15,SHORT,1,34.7500,0.1524,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,2+,0.7948,-1.0905,3.88,LONG,1,112.2500,0.4923,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,RTH,0,-0.3350,-0.9189,6.03,LONG,1,43.7500,0.1919,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,-1.1230,-0.8988,3.83,LONG,1,117.2500,0.5143,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,RTH,0,0.0389,-0.9528,0.58,MEDIUM,1,8.7500,0.0384,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,0,-0.4184,-0.8974,1.92,MEDIUM,1,156.5000,0.6864,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,RTH,0,-0.8299,-1.0152,0.20,SHORT,1,8.7500,0.0384,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,-0.5789,-0.9564,0.20,SHORT,1,156.5000,0.6864,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,-0.7211,-0.8061,647.95,LONG,1,164.7500,0.7226,2025-09-10,2025-09
3,HIGH,2025-09-10,2025-09,RTH,0,-1.4218,-0.8762,0.20,SHORT,1,6.5000,0.0285,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,-0.8089,-0.8737,0.20,SHORT,1,164.7500,0.7226,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,0,-1.1076,-0.8897,647.98,LONG,1,185.7500,0.8147,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,-0.5368,-1.0889,0.32,SHORT,1,164.7500,0.7226,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,-0.6945,-1.1089,0.12,SHORT,1,164.7500,0.7226,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,-0.6188,-0.7331,0.15,SHORT,1,164.7500,0.7226,2025-09-10,2025-09
3,LOW,2025-09-10,2025-09,RTH,1,0.7271,-0.6402,0.13,SHORT,1,164.7500,0.7226,2025-09-10,2025-09
