swing_width,type,pivot_date,pivot_session,confluence_bucket,break_date,break_month,touchVolZ,breakVolZ,mfe_pts,mfe_atr
3,LOW,2025-09-19,GLOBEX,0,2025-09-19,2025-09,-0.6246,-0.7552,0.0000,0.0000
3,LOW,2025-09-19,GLOBEX,0,2025-09-19,2025-09,-0.8656,-0.9825,0.0000,0.0000
3,HIGH,2025-10-30,GLOBEX,2+,2025-10-30,2025-10,-0.5038,-0.6716,0.0000,0.0000
3,HIGH,2025-10-30,GLOBEX,2+,2025-10-30,2025-10,-0.8572,-0.7438,0.0000,0.0000
3,HIGH,2025-11-12,GLOBEX,0,2025-11-12,2025-11,-0.8663,-0.8130,0.0000,0.0000
3,HIGH,2025-11-17,GLOBEX,1,2025-11-17,2025-11,-0.4800,-0.8409,0.0000,0.0000
3,HIGH,2025-11-17,GLOBEX,1,2025-11-17,2025-11,-0.6469,-0.6827,0.0000,0.0000
3,LOW,2025-10-01,RTH,1,2025-10-01,2025-10,-1.4690,-1.4725,0.0000,0.0000
3,LOW,2025-10-17,GLOBEX,1,2025-11-18,2025-11,-0.8616,-0.6707,0.0000,0.0000
3,LOW,2025-10-17,GLOBEX,0,2025-10-17,2025-10,-0.6420,-0.8170,0.0000,0.0000
3,LOW,2025-10-17,RTH,0,2025-10-17,2025-10,-0.9677,-1.1395,0.0000,0.0000
3,LOW,2025-10-23,RTH,1,2025-10-23,2025-10,-1.0950,-1.1057,0.0000,0.0000
3,LOW,2025-10-23,RTH,1,2025-10-23,2025-10,-0.9568,-0.8999,0.0000,0.0000
3,LOW,2025-10-23,RTH,0,2025-10-23,2025-10,-0.8349,-0.9047,0.0000,0.0000
3,LOW,2025-10-24,GLOBEX,0,2025-10-24,2025-10,-0.6625,-1.1898,0.0000,0.0000
3,LOW,2025-10-24,GLOBEX,1,2025-10-24,2025-10,-1.1898,-1.1173,0.0000,0.0000
3,LOW,2025-10-27,GLOBEX,0,2025-10-27,2025-10,-0.7426,-0.6871,0.0000,0.0000
3,LOW,2025-11-07,RTH,0,2025-11-07,2025-11,-1.0451,-0.8835,0.0000,0.0000
3,LOW,2025-11-07,RTH,1,2025-11-07,2025-11,-1.0852,-0.8909,0.0000,0.0000
3,LOW,2025-11-09,GLOBEX,0,2025-11-09,2025-11,-0.7519,-0.7021,0.0000,0.0000
3,LOW,2025-11-18,RTH,1,2025-11-18,2025-11,-0.4280,-0.6407,0.0000,0.0000
3,HIGH,2026-02-16,GLOBEX,2+,2026-02-16,2026-02,-0.4499,-0.5062,0.0000,0.0000
3,LOW,2026-01-22,GLOBEX,1,2026-01-22,2026-01,4.2066,1.0748,0.0000,0.0000
3,HIGH,2026-06-03,GLOBEX,1,2026-06-04,2026-06,0.3897,0.7574,0.0000,0.0000
3,HIGH,2026-06-04,RTH,0,2026-06-04,2026-06,0.0677,-0.1059,0.0000,0.0000
3,HIGH,2026-06-04,RTH,0,2026-06-04,2026-06,-0.4113,-0.1353,0.0000,0.0000
3,HIGH,2026-06-04,RTH,0,2026-06-04,2026-06,-0.2222,0.6485,0.0000,0.0000
3,LOW,2026-03-31,GLOBEX,2+,2026-03-31,2026-03,-0.0042,-0.4805,0.0000,0.0000
3,LOW,2026-04-14,GLOBEX,2+,2026-04-14,2026-04,10.4984,-0.1429,0.0000,0.0000
3,LOW,2026-04-14,GLOBEX,2+,2026-04-14,2026-04,0.3763,0.2101,0.0000,0.0000
3,HIGH,2026-07-06,GLOBEX,2+,2026-07-06,2026-07,-0.3952,-0.7330,0.0000,0.0000
3,LOW,2026-08-07,GLOBEX,0,2026-08-07,2026-08,0.1719,-0.5642,0.0000,0.0000
3,LOW,2026-08-07,GLOBEX,0,2026-08-07,2026-08,-0.1136,-0.4732,0.0000,0.0000
3,LOW,2026-08-07,GLOBEX,0,2026-08-07,2026-08,-0.2907,-0.2793,0.0000,0.0000
5,LOW,2025-09-19,GLOBEX,0,2025-09-19,2025-09,-0.8656,-0.9812,0.0000,0.0000
5,HIGH,2025-10-30,GLOBEX,2+,2025-10-30,2025-10,-0.5038,-0.6510,0.0000,0.0000
5,HIGH,2025-11-12,GLOBEX,0,2025-11-12,2025-11,-0.8663,-0.8321,0.0000,0.0000
5,HIGH,2025-11-17,GLOBEX,1,2025-11-17,2025-11,-0.6469,-0.6847,0.0000,0.0000
5,LOW,2025-10-17,GLOBEX,1,2025-11-18,2025-11,-0.8616,-0.6896,0.0000,0.0000
5,LOW,2025-10-23,RTH,1,2025-10-23,2025-10,-1.0950,-1.0529,0.0000,0.0000
5,LOW,2025-10-23,RTH,1,2025-10-23,2025-10,-0.9568,-1.0165,0.0000,0.0000
5,LOW,2025-10-23,RTH,0,2025-10-23,2025-10,-0.8349,-0.9517,0.0000,0.0000
5,LOW,2025-10-24,GLOBEX,0,2025-10-24,2025-10,-0.6625,-1.2190,0.0000,0.0000
5,LOW,2025-10-24,GLOBEX,1,2025-10-24,2025-10,-1.1898,-1.0699,0.0000,0.0000
5,LOW,2025-11-07,RTH,1,2025-11-07,2025-11,-1.0852,-0.9652,0.0000,0.0000
5,LOW,2025-11-18,RTH,1,2025-11-18,2025-11,-0.4280,-0.6477,0.0000,0.0000
5,HIGH,2026-02-16,GLOBEX,2+,2026-02-16,2026-02,-0.4499,-0.5612,0.0000,0.0000
5,LOW,2026-01-22,GLOBEX,1,2026-01-22,2026-01,4.2066,1.3915,0.0000,0.0000
5,HIGH,2026-06-03,GLOBEX,1,2026-06-04,2026-06,0.3897,0.8899,0.0000,0.0000
5,HIGH,2026-06-04,RTH,0,2026-06-04,2026-06,0.0677,-0.2139,0.0000,0.0000
5,HIGH,2026-06-04,RTH,0,2026-06-04,2026-06,-0.2222,0.3488,0.0000,0.0000
5,LOW,2026-04-14,GLOBEX,2+,2026-04-14,2026-04,10.4984,-0.3089,0.0000,0.0000
5,LOW,2026-04-14,GLOBEX,2+,2026-04-14,2026-04,0.3763,-0.0970,0.0000,0.0000
5,HIGH,2026-07-06,GLOBEX,2+,2026-07-06,2026-07,-0.3952,-0.7598,0.0000,0.0000
5,LOW,2026-08-07,GLOBEX,0,2026-08-07,2026-08,-0.1136,-0.4864,0.0000,0.0000
3,LOW,2026-06-16,GLOBEX,0,2026-06-16,2026-06,-0.1473,-0.4772,0.2500,0.0005
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,1.6062,-0.4889,0.2500,0.0006
5,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,1.6062,-0.5425,0.2500,0.0006
3,LOW,2026-08-26,RTH,2+,2026-08-26,2026-08,-0.1301,-0.3874,0.2500,0.0006
5,LOW,2026-08-26,RTH,2+,2026-08-26,2026-08,-0.1301,-0.5478,0.2500,0.0006
3,HIGH,2026-03-26,RTH,1,2026-03-26,2026-03,-0.5286,-0.3593,0.2500,0.0007
5,HIGH,2026-03-26,RTH,1,2026-03-26,2026-03,-0.5286,-0.5643,0.2500,0.0007
3,LOW,2025-12-18,GLOBEX,0,2025-12-18,2025-12,0.6882,-0.5100,0.2500,0.0007
5,LOW,2025-12-18,GLOBEX,0,2025-12-18,2025-12,0.6882,-0.2037,0.2500,0.0007
3,LOW,2026-04-09,GLOBEX,1,2026-04-09,2026-04,-0.4199,0.1779,0.2500,0.0007
3,LOW,2026-04-09,RTH,1,2026-04-09,2026-04,-0.1489,-1.0522,0.2500,0.0007
5,LOW,2026-04-09,GLOBEX,1,2026-04-09,2026-04,-0.4199,0.2051,0.2500,0.0007
5,LOW,2026-04-09,RTH,1,2026-04-09,2026-04,-0.1489,-0.8606,0.2500,0.0007
3,HIGH,2026-05-15,GLOBEX,0,2026-05-15,2026-05,2.1650,2.1409,0.2500,0.0007
3,HIGH,2025-10-31,GLOBEX,1,2025-11-03,2025-11,-0.3870,-0.9356,0.2500,0.0008
5,HIGH,2025-10-31,GLOBEX,1,2025-11-03,2025-11,-0.3870,-1.0074,0.2500,0.0008
3,HIGH,2026-09-04,GLOBEX,2+,2026-09-04,2026-09,-0.0533,0.1375,0.2500,0.0009
5,HIGH,2026-09-04,GLOBEX,2+,2026-09-04,2026-09,-0.0533,0.6762,0.2500,0.0009
3,LOW,2026-01-26,GLOBEX,2+,2026-01-26,2026-01,0.3379,0.1849,0.2500,0.0009
3,HIGH,2026-07-09,RTH,0,2026-07-09,2026-07,-0.5549,-0.5568,0.5000,0.0010
3,HIGH,2026-07-09,RTH,0,2026-07-09,2026-07,-0.5643,-0.7613,0.5000,0.0010
5,HIGH,2026-07-09,RTH,0,2026-07-09,2026-07,-0.5549,-0.4071,0.5000,0.0010
5,HIGH,2026-07-09,RTH,0,2026-07-09,2026-07,-0.5643,-0.6813,0.5000,0.0010
3,LOW,2026-08-11,RTH,0,2026-08-11,2026-08,-0.4736,-0.7511,0.5000,0.0010
5,LOW,2026-08-11,RTH,0,2026-08-11,2026-08,-0.4736,-0.5694,0.5000,0.0010
3,LOW,2025-09-10,GLOBEX,2+,2025-09-10,2025-09,-0.2431,-0.4308,0.2500,0.0011
3,LOW,2025-09-17,GLOBEX,1,2025-09-17,2025-09,-0.6034,-0.6486,0.2500,0.0012
3,LOW,2025-09-17,GLOBEX,1,2025-09-17,2025-09,-0.5669,-0.6895,0.2500,0.0012
5,LOW,2025-09-17,GLOBEX,1,2025-09-17,2025-09,-0.6034,-0.6657,0.2500,0.0012
3,HIGH,2026-03-11,GLOBEX,0,2026-03-11,2026-03,-0.4883,-0.8505,0.5000,0.0012
5,HIGH,2026-03-11,GLOBEX,0,2026-03-11,2026-03,-0.4883,-0.7921,0.5000,0.0012
3,HIGH,2025-12-10,GLOBEX,0,2025-12-10,2025-12,2.7112,1.4952,0.5000,0.0013
3,HIGH,2025-12-10,GLOBEX,0,2025-12-10,2025-12,1.2326,0.0062,0.5000,0.0013
5,HIGH,2025-12-10,GLOBEX,0,2025-12-10,2025-12,2.7112,1.4543,0.5000,0.0013
5,HIGH,2025-12-10,GLOBEX,0,2025-12-10,2025-12,1.2326,0.0235,0.5000,0.0013
3,LOW,2026-04-13,RTH,2+,2026-04-13,2026-04,-0.5846,-0.2579,0.5000,0.0014
3,LOW,2026-04-13,RTH,2+,2026-04-13,2026-04,0.8324,-0.7987,0.5000,0.0014
5,LOW,2026-04-13,RTH,2+,2026-04-13,2026-04,-0.5846,0.2849,0.5000,0.0014
5,LOW,2026-04-13,RTH,2+,2026-04-13,2026-04,0.8324,-0.9787,0.5000,0.0014
3,HIGH,2026-04-27,GLOBEX,0,2026-04-27,2026-04,-0.3165,-0.6300,0.5000,0.0014
3,HIGH,2026-04-27,GLOBEX,0,2026-04-27,2026-04,0.0452,-0.4204,0.5000,0.0014
5,HIGH,2026-04-27,GLOBEX,0,2026-04-27,2026-04,-0.3165,-0.6951,0.5000,0.0014
3,HIGH,2026-05-11,GLOBEX,2+,2026-05-11,2026-05,0.5963,-0.6218,0.5000,0.0015
5,HIGH,2026-05-11,GLOBEX,2+,2026-05-11,2026-05,0.5963,-0.6285,0.5000,0.0015
3,LOW,2026-07-14,GLOBEX,2+,2026-07-14,2026-07,-0.3791,-0.3367,0.7500,0.0015
3,LOW,2026-07-14,GLOBEX,2+,2026-07-14,2026-07,-0.1358,-0.4563,0.7500,0.0015
5,LOW,2026-07-14,GLOBEX,2+,2026-07-14,2026-07,-0.3791,-0.3812,0.7500,0.0015
3,LOW,2025-12-21,GLOBEX,0,2025-12-21,2025-12,-0.5538,0.0042,0.5000,0.0017
3,LOW,2026-03-04,GLOBEX,2+,2026-03-04,2026-03,0.8801,0.1018,0.7500,0.0019
5,LOW,2026-03-04,GLOBEX,2+,2026-03-04,2026-03,0.8801,0.2384,0.7500,0.0019
3,HIGH,2026-01-13,GLOBEX,2+,2026-01-13,2026-01,0.2844,-0.5204,0.5000,0.0019
3,HIGH,2026-01-13,GLOBEX,2+,2026-01-13,2026-01,0.1856,-0.4434,0.5000,0.0019
3,HIGH,2026-01-13,GLOBEX,2+,2026-01-13,2026-01,0.2756,-0.5410,0.5000,0.0019
5,HIGH,2026-01-13,GLOBEX,2+,2026-01-13,2026-01,0.2844,-0.5830,0.5000,0.0019
5,HIGH,2026-01-13,GLOBEX,2+,2026-01-13,2026-01,0.1856,-0.1888,0.5000,0.0019
5,HIGH,2026-01-13,GLOBEX,2+,2026-01-13,2026-01,0.2756,-0.1937,0.5000,0.0019
3,HIGH,2026-01-16,RTH,0,2026-01-16,2026-01,-0.2965,-0.3166,0.5000,0.0020
5,HIGH,2026-01-16,RTH,0,2026-01-16,2026-01,-0.2965,-0.3754,0.5000,0.0020
3,LOW,2026-03-31,GLOBEX,2+,2026-03-31,2026-03,-0.4598,-0.3611,0.7500,0.0020
3,HIGH,2026-03-20,GLOBEX,1,2026-03-20,2026-03,0.1812,4.5162,0.7500,0.0020
5,HIGH,2026-03-20,GLOBEX,1,2026-03-20,2026-03,0.1812,4.5325,0.7500,0.0020
3,HIGH,2026-07-22,RTH,0,2026-07-22,2026-07,-0.7133,-0.5337,1.0000,0.0020
3,HIGH,2026-07-22,RTH,0,2026-07-22,2026-07,-0.3114,-0.7653,1.0000,0.0020
5,HIGH,2026-07-22,RTH,0,2026-07-22,2026-07,-0.7133,-0.5353,1.0000,0.0020
5,HIGH,2026-07-22,RTH,0,2026-07-22,2026-07,-0.3114,-0.8364,1.0000,0.0020
3,HIGH,2026-03-18,RTH,2+,2026-03-18,2026-03,-1.1152,-0.8787,0.7500,0.0020
5,HIGH,2026-03-18,RTH,2+,2026-03-18,2026-03,-1.1152,-0.8712,0.7500,0.0020
3,LOW,2026-06-01,GLOBEX,1,2026-06-01,2026-06,0.1000,0.4535,0.7500,0.0021
5,LOW,2026-06-01,GLOBEX,1,2026-06-01,2026-06,0.1000,0.7083,0.7500,0.0021
3,HIGH,2026-01-18,GLOBEX,0,2026-01-18,2026-01,0.0137,-0.6854,0.5000,0.0021
3,HIGH,2026-01-18,GLOBEX,0,2026-01-18,2026-01,-0.8668,-0.2297,0.5000,0.0021
5,HIGH,2026-01-18,GLOBEX,0,2026-01-18,2026-01,0.0137,-0.7796,0.5000,0.0021
5,HIGH,2026-01-18,GLOBEX,0,2026-01-18,2026-01,-0.8668,-0.0630,0.5000,0.0021
3,HIGH,2025-09-16,GLOBEX,1,2025-09-16,2025-09,-0.6439,-0.6157,0.5000,0.0022
5,HIGH,2025-09-16,GLOBEX,1,2025-09-16,2025-09,-0.6439,-0.5565,0.5000,0.0022
3,LOW,2026-08-30,GLOBEX,0,2026-08-30,2026-08,0.7813,0.6075,0.7500,0.0022
3,LOW,2026-08-30,GLOBEX,0,2026-08-30,2026-08,2.3388,0.0303,0.7500,0.0022
5,LOW,2026-08-30,GLOBEX,0,2026-08-30,2026-08,0.7813,0.6828,0.7500,0.0022
3,LOW,2026-02-25,GLOBEX,2+,2026-02-25,2026-02,-0.4558,-0.0352,1.0000,0.0024
5,LOW,2026-02-25,GLOBEX,2+,2026-02-25,2026-02,-0.4558,0.3471,1.0000,0.0024
3,LOW,2026-05-05,GLOBEX,0,2026-05-05,2026-05,-0.2139,-0.3737,0.7500,0.0024
5,LOW,2026-05-05,GLOBEX,0,2026-05-05,2026-05,-0.2139,-0.4393,0.7500,0.0024
3,HIGH,2026-03-02,GLOBEX,2+,2026-03-02,2026-03,1.7863,0.5346,1.0000,0.0024
5,HIGH,2026-03-02,GLOBEX,2+,2026-03-02,2026-03,1.7863,0.6087,1.0000,0.0024
3,LOW,2026-05-07,GLOBEX,2+,2026-05-07,2026-05,-0.4708,-0.3355,0.7500,0.0024
5,LOW,2026-05-07,GLOBEX,2+,2026-05-07,2026-05,-0.4708,-0.3007,0.7500,0.0024
3,HIGH,2026-06-16,RTH,1,2026-06-17,2026-06,-0.3985,0.2818,1.2500,0.0024
3,HIGH,2026-06-17,GLOBEX,2+,2026-06-17,2026-06,0.4011,-0.1292,1.2500,0.0024
3,HIGH,2026-06-17,GLOBEX,2+,2026-06-17,2026-06,-0.1925,-0.3519,1.2500,0.0024
5,HIGH,2026-06-16,RTH,1,2026-06-17,2026-06,-0.3985,0.4804,1.2500,0.0024
5,HIGH,2026-06-17,GLOBEX,2+,2026-06-17,2026-06,0.4011,-0.2944,1.2500,0.0024
3,LOW,2026-05-05,GLOBEX,0,2026-05-06,2026-05,0.0049,-0.3807,0.7500,0.0025
3,LOW,2026-05-06,GLOBEX,1,2026-05-06,2026-05,-0.6160,-0.0574,0.7500,0.0025
3,LOW,2026-05-06,GLOBEX,1,2026-05-06,2026-05,0.3206,1.2236,0.7500,0.0025
3,LOW,2026-05-06,GLOBEX,1,2026-05-06,2026-05,0.3232,-0.5438,0.7500,0.0025
3,LOW,2026-05-06,GLOBEX,1,2026-05-06,2026-05,-0.0736,0.0834,0.7500,0.0025
5,LOW,2026-05-06,GLOBEX,1,2026-05-06,2026-05,0.3206,1.4993,0.7500,0.0025
5,LOW,2026-05-06,GLOBEX,1,2026-05-06,2026-05,0.3232,-0.4355,0.7500,0.0025
3,LOW,2026-03-04,GLOBEX,0,2026-03-04,2026-03,1.1791,-0.0383,1.0000,0.0025
3,LOW,2026-03-10,GLOBEX,1,2026-03-10,2026-03,-0.4714,0.2331,1.0000,0.0025
3,HIGH,2026-02-20,RTH,2+,2026-02-20,2026-02,0.1008,-0.1364,1.0000,0.0025
5,HIGH,2026-02-20,RTH,2+,2026-02-20,2026-02,0.1008,-0.2885,1.0000,0.0025
3,LOW,2025-12-07,GLOBEX,0,2025-12-07,2025-12,4.7430,0.2370,1.0000,0.0025
5,LOW,2025-12-07,GLOBEX,0,2025-12-07,2025-12,4.7430,0.3555,1.0000,0.0025
3,LOW,2026-02-02,GLOBEX,0,2026-02-02,2026-02,0.9764,0.5174,0.7500,0.0026
3,LOW,2026-02-02,GLOBEX,0,2026-02-02,2026-02,0.8370,-0.1081,0.7500,0.0026
5,LOW,2026-02-02,GLOBEX,0,2026-02-02,2026-02,0.9764,0.2438,0.7500,0.0026
3,LOW,2026-08-12,GLOBEX,1,2026-08-12,2026-08,-0.6486,-0.7621,1.2500,0.0026
3,HIGH,2025-12-10,GLOBEX,1,2025-12-10,2025-12,0.8972,0.3526,1.0000,0.0026
3,HIGH,2025-12-10,GLOBEX,1,2025-12-10,2025-12,0.0561,-0.2154,1.0000,0.0026
5,HIGH,2025-12-10,GLOBEX,1,2025-12-10,2025-12,0.0561,-0.3345,1.0000,0.0026
3,LOW,2026-04-17,GLOBEX,0,2026-04-17,2026-04,-0.6426,-0.3887,1.0000,0.0027
3,LOW,2026-06-10,GLOBEX,0,2026-06-10,2026-06,0.4952,0.1048,1.2500,0.0027
5,LOW,2026-06-10,GLOBEX,0,2026-06-10,2026-06,0.4952,0.0272,1.2500,0.0027
3,LOW,2026-01-27,GLOBEX,0,2026-01-27,2026-01,-0.9084,-0.6264,0.7500,0.0027
3,LOW,2026-01-27,GLOBEX,0,2026-01-27,2026-01,0.0402,-0.8935,0.7500,0.0027
3,LOW,2026-05-22,GLOBEX,1,2026-05-22,2026-05,-0.1384,-0.0770,1.0000,0.0027
3,LOW,2026-05-22,GLOBEX,1,2026-05-22,2026-05,0.1984,-0.5738,1.0000,0.0027
5,LOW,2026-05-22,GLOBEX,1,2026-05-22,2026-05,-0.1384,-0.0460,1.0000,0.0027
5,LOW,2026-05-22,GLOBEX,1,2026-05-22,2026-05,0.1984,-0.5550,1.0000,0.0027
3,HIGH,2026-02-04,GLOBEX,0,2026-02-09,2026-02,0.0788,0.1831,1.0000,0.0027
3,HIGH,2026-02-09,RTH,1,2026-02-09,2026-02,-0.3515,-0.6473,1.0000,0.0027
5,HIGH,2026-02-04,GLOBEX,0,2026-02-09,2026-02,0.0788,0.2439,1.0000,0.0027
3,LOW,2026-01-04,GLOBEX,0,2026-01-04,2026-01,0.3250,0.1726,0.7500,0.0028
3,LOW,2026-01-06,GLOBEX,1,2026-01-06,2026-01,-0.1901,-0.3238,0.7500,0.0028
3,LOW,2026-01-06,GLOBEX,1,2026-01-06,2026-01,0.7500,-0.6000,0.7500,0.0028
5,LOW,2026-01-06,GLOBEX,1,2026-01-06,2026-01,-0.1901,-0.3510,0.7500,0.0028
5,LOW,2026-01-06,GLOBEX,1,2026-01-06,2026-01,0.7500,-0.7302,0.7500,0.0028
3,HIGH,2025-12-29,GLOBEX,1,2025-12-29,2025-12,0.2104,0.2367,0.7500,0.0028
3,LOW,2026-09-09,GLOBEX,0,2026-09-09,2026-09,-0.7379,-0.6389,0.7500,0.0028
3,HIGH,2026-01-14,GLOBEX,1,2026-01-14,2026-01,0.0582,0.8169,0.7500,0.0029
3,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,1.7828,0.3057,0.7500,0.0029
3,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,0.1783,-0.4968,0.7500,0.0029
3,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,-0.0296,-0.6122,0.7500,0.0029
3,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,-0.6434,-0.4152,0.7500,0.0029
5,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,1.7828,0.5961,0.7500,0.0029
5,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,0.1783,-0.3802,0.7500,0.0029
5,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,-0.0296,-0.5703,0.7500,0.0029
5,HIGH,2026-01-14,GLOBEX,0,2026-01-14,2026-01,-0.6434,-0.2549,0.7500,0.0029
3,LOW,2026-01-15,GLOBEX,2+,2026-01-15,2026-01,-0.1673,-0.2067,0.7500,0.0029
5,LOW,2026-01-15,GLOBEX,2+,2026-01-15,2026-01,-0.1673,-0.3069,0.7500,0.0029
3,HIGH,2026-06-16,RTH,0,2026-06-16,2026-06,-0.4265,-0.6404,1.5000,0.0030
3,HIGH,2026-08-10,GLOBEX,1,2026-08-10,2026-08,-1.2404,-0.9527,1.5000,0.0030
5,HIGH,2026-08-10,GLOBEX,1,2026-08-10,2026-08,-1.2404,-0.8559,1.5000,0.0030
3,HIGH,2026-05-11,RTH,1,2026-05-11,2026-05,-0.1193,-0.2358,1.0000,0.0031
3,LOW,2026-01-21,RTH,1,2026-01-21,2026-01,1.8424,0.9231,0.7500,0.0031
5,LOW,2026-01-21,RTH,1,2026-01-21,2026-01,1.8424,1.0631,0.7500,0.0031
3,HIGH,2026-05-12,GLOBEX,2+,2026-05-12,2026-05,0.5530,-0.2160,1.0000,0.0031
5,HIGH,2026-05-12,GLOBEX,2+,2026-05-12,2026-05,0.5530,-0.0294,1.0000,0.0031
3,LOW,2025-09-09,GLOBEX,2+,2025-09-09,2025-09,-0.2658,-0.6169,0.7500,0.0032
5,LOW,2025-09-09,GLOBEX,2+,2025-09-09,2025-09,-0.2658,-0.5693,0.7500,0.0032
3,LOW,2026-04-01,GLOBEX,2+,2026-04-01,2026-04,0.1501,-0.6061,1.2500,0.0032
5,LOW,2026-04-01,GLOBEX,2+,2026-04-01,2026-04,0.1501,-0.5445,1.2500,0.0032
3,LOW,2026-03-31,GLOBEX,0,2026-03-31,2026-03,0.1214,-0.5561,1.2500,0.0033
5,LOW,2026-03-31,GLOBEX,0,2026-03-31,2026-03,0.1214,-0.3900,1.2500,0.0033
3,HIGH,2025-09-16,GLOBEX,0,2025-09-16,2025-09,-0.4748,-0.6664,0.7500,0.0033
5,HIGH,2025-09-16,GLOBEX,0,2025-09-16,2025-09,-0.4748,-0.8137,0.7500,0.0033
3,HIGH,2025-12-10,GLOBEX,1,2025-12-10,2025-12,-0.1883,-0.4243,1.2500,0.0033
5,HIGH,2025-12-10,GLOBEX,1,2025-12-10,2025-12,-0.1883,-0.1238,1.2500,0.0033
3,LOW,2026-04-16,RTH,2+,2026-04-16,2026-04,0.0086,-0.2595,1.2500,0.0033
5,LOW,2026-04-16,RTH,2+,2026-04-16,2026-04,0.0086,-0.2407,1.2500,0.0033
3,LOW,2025-12-21,GLOBEX,0,2025-12-21,2025-12,-0.2255,-0.4765,1.0000,0.0033
3,HIGH,2026-03-27,GLOBEX,1,2026-03-27,2026-03,0.2736,0.1451,1.2500,0.0033
5,HIGH,2026-03-27,GLOBEX,1,2026-03-27,2026-03,0.2736,0.2705,1.2500,0.0033
3,HIGH,2026-06-18,GLOBEX,0,2026-06-18,2026-06,0.1934,-0.3641,1.7500,0.0033
3,HIGH,2026-06-18,GLOBEX,0,2026-06-18,2026-06,-0.0465,-0.5626,1.7500,0.0033
3,LOW,2026-06-18,GLOBEX,0,2026-06-18,2026-06,-0.0226,0.1573,1.7500,0.0033
5,HIGH,2026-06-18,GLOBEX,0,2026-06-18,2026-06,0.1934,-0.4539,1.7500,0.0033
5,HIGH,2026-06-18,GLOBEX,0,2026-06-18,2026-06,-0.0465,-0.4860,1.7500,0.0033
5,LOW,2026-06-18,GLOBEX,0,2026-06-18,2026-06,-0.0226,-0.0863,1.7500,0.0033
3,HIGH,2026-03-18,RTH,1,2026-03-18,2026-03,-1.3433,-0.8683,1.2500,0.0034
3,HIGH,2026-03-18,RTH,1,2026-03-18,2026-03,-0.9242,-0.8258,1.2500,0.0034
3,LOW,2026-03-19,RTH,1,2026-03-19,2026-03,1.6520,0.5720,1.2500,0.0034
3,LOW,2026-05-28,GLOBEX,1,2026-05-28,2026-05,-0.6382,-0.5313,1.2500,0.0034
3,LOW,2026-05-28,GLOBEX,1,2026-05-28,2026-05,-0.4103,-0.4844,1.2500,0.0034
3,HIGH,2026-06-22,GLOBEX,0,2026-06-22,2026-06,0.2345,-0.0567,1.7500,0.0034
5,HIGH,2026-06-22,GLOBEX,0,2026-06-22,2026-06,0.2345,-0.0544,1.7500,0.0034
3,LOW,2026-04-13,GLOBEX,0,2026-04-14,2026-04,-0.5697,0.0854,1.2500,0.0035
3,LOW,2026-04-14,GLOBEX,2+,2026-04-14,2026-04,-0.3483,-0.4654,1.2500,0.0035
5,LOW,2026-04-13,GLOBEX,0,2026-04-14,2026-04,-0.5697,-0.2631,1.2500,0.0035
5,LOW,2026-04-14,GLOBEX,2+,2026-04-14,2026-04,-0.3483,-0.3595,1.2500,0.0035
3,LOW,2025-09-17,GLOBEX,2+,2025-09-17,2025-09,-0.7739,-0.6776,0.7500,0.0035
3,LOW,2025-09-17,GLOBEX,2+,2025-09-17,2025-09,-0.5977,-0.6183,0.7500,0.0035
5,LOW,2025-09-17,GLOBEX,2+,2025-09-17,2025-09,-0.7739,-0.7484,0.7500,0.0035
5,LOW,2025-09-17,GLOBEX,2+,2025-09-17,2025-09,-0.5977,-0.6365,0.7500,0.0035
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.2907,-0.5136,1.5000,0.0035
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.2135,-0.4996,1.5000,0.0035
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.2880,-0.0505,1.5000,0.0035
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.3112,1.4631,1.5000,0.0035
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.1414,-0.4948,1.5000,0.0035
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.6616,-0.3918,1.5000,0.0035
3,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.0424,0.0620,1.5000,0.0035
5,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.2135,-0.0088,1.5000,0.0035
5,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.2880,-0.2952,1.5000,0.0035
5,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.3112,3.3304,1.5000,0.0035
5,HIGH,2026-08-18,GLOBEX,0,2026-08-18,2026-08,-0.1414,-0.5217,1.5000,0.0035
