swing_width,type,pivot_date,pivot_session,touchVolZ,touchVolZBucket,breakVolZ,breakVolZBucket,confluenceCount,retest_date,retest_session,rxn_3,rxn_6,rxn_12,rxn_24
3,HIGH,2026-06-05,GLOBEX,-0.0819,NORMAL_LOW,-0.5805,NORMAL_LOW,0,2026-06-05,GLOBEX,-20.5000,-16.7500,0.2500,8.7500
5,LOW,2026-08-31,GLOBEX,-0.6497,NORMAL_LOW,-0.5804,NORMAL_LOW,2+,2026-08-31,GLOBEX,-2.0000,-10.0000,-8.7500,-29.0000
3,HIGH,2026-08-05,GLOBEX,-0.7768,NORMAL_LOW,-0.5804,NORMAL_LOW,1,2026-08-05,RTH,-1.5000,19.5000,-15.0000,9.7500
3,LOW,2025-12-22,GLOBEX,-0.0444,NORMAL_LOW,-0.5804,NORMAL_LOW,1,2025-12-22,GLOBEX,2.7500,2.7500,3.5000,-9.0000
5,HIGH,2026-09-08,GLOBEX,-0.9328,NORMAL_LOW,-0.5804,NORMAL_LOW,1,2026-09-08,GLOBEX,-0.5000,-0.7500,-0.2500,13.2500
5,LOW,2026-09-04,RTH,0.0049,NORMAL_LOW,-0.5804,NORMAL_LOW,1,2026-09-04,RTH,-1.2500,-0.7500,-13.0000,1.5000
3,HIGH,2026-09-04,RTH,0.4995,NORMAL_LOW,-0.5804,NORMAL_LOW,0,2026-09-04,RTH,-1.2500,-3.0000,-7.2500,-5.5000
3,HIGH,2026-04-16,GLOBEX,-0.4468,NORMAL_LOW,-0.5803,NORMAL_LOW,1,2026-04-17,GLOBEX,-3.0000,1.7500,1.2500,-2.7500
5,LOW,2026-01-07,GLOBEX,0.0079,NORMAL_LOW,-0.5803,NORMAL_LOW,1,2026-01-07,GLOBEX,-6.2500,-8.5000,-20.7500,-24.2500
5,HIGH,2026-06-19,GLOBEX,-0.3520,NORMAL_LOW,-0.5803,NORMAL_LOW,0,2026-06-21,GLOBEX,-27.2500,-28.5000,-9.7500,-26.7500
3,HIGH,2026-07-20,GLOBEX,1.3569,HIGH,-0.5803,NORMAL_LOW,0,2026-07-20,GLOBEX,16.0000,23.7500,20.5000,42.5000
5,LOW,2025-12-26,GLOBEX,-0.2414,NORMAL_LOW,-0.5803,NORMAL_LOW,2+,2025-12-26,RTH,32.0000,48.5000,41.2500,9.5000
5,LOW,2026-02-12,GLOBEX,0.7396,HIGH,-0.5802,NORMAL_LOW,0,2026-02-12,GLOBEX,6.0000,-10.5000,-7.7500,16.5000
5,LOW,2026-08-10,GLOBEX,-0.9616,NORMAL_LOW,-0.5802,NORMAL_LOW,0,2026-08-11,GLOBEX,-6.7500,8.0000,4.7500,-22.2500
5,HIGH,2026-08-03,GLOBEX,-0.0315,NORMAL_LOW,-0.5801,NORMAL_LOW,0,2026-08-03,GLOBEX,3.2500,-8.0000,21.7500,22.2500
5,HIGH,2026-07-12,GLOBEX,0.5531,HIGH,-0.5801,NORMAL_LOW,0,2026-07-12,GLOBEX,-14.0000,-11.5000,-40.5000,-151.0000
3,HIGH,2026-08-04,GLOBEX,-0.4529,NORMAL_LOW,-0.5801,NORMAL_LOW,0,2026-08-24,RTH,17.5000,18.0000,-13.5000,44.7500
3,LOW,2026-03-04,GLOBEX,-0.2266,NORMAL_LOW,-0.5801,NORMAL_LOW,1,2026-03-04,GLOBEX,5.0000,16.0000,36.5000,14.2500
3,LOW,2026-08-17,GLOBEX,-0.6562,NORMAL_LOW,-0.5801,NORMAL_LOW,1,2026-08-17,GLOBEX,-0.7500,-4.2500,-33.7500,-39.5000
3,HIGH,2026-04-06,GLOBEX,0.0442,NORMAL_LOW,-0.5801,NORMAL_LOW,1,2026-04-06,RTH,-13.7500,-25.7500,-54.2500,-39.0000
3,LOW,2026-05-01,GLOBEX,-0.6807,NORMAL_LOW,-0.5800,NORMAL_LOW,2+,2026-05-01,GLOBEX,-3.5000,-7.2500,-8.7500,-14.0000
5,LOW,2026-08-21,GLOBEX,-0.3164,NORMAL_LOW,-0.5800,NORMAL_LOW,2+,2026-08-21,GLOBEX,2.5000,16.7500,1.7500,-5.7500
3,HIGH,2026-07-20,GLOBEX,-1.1089,NORMAL_LOW,-0.5800,NORMAL_LOW,0,2026-07-20,GLOBEX,-19.5000,-2.7500,-42.2500,-61.0000
5,LOW,2026-09-08,RTH,-0.4827,NORMAL_LOW,-0.5799,NORMAL_LOW,2+,2026-09-08,RTH,10.5000,0.0000,-0.2500,-7.2500
3,LOW,2025-11-13,GLOBEX,-0.8211,NORMAL_LOW,-0.5799,NORMAL_LOW,0,2025-11-13,GLOBEX,-15.5000,-22.5000,-35.5000,-92.5000
5,HIGH,2026-07-09,GLOBEX,0.5963,HIGH,-0.5799,NORMAL_LOW,0,2026-07-10,GLOBEX,14.0000,29.5000,33.5000,37.2500
3,LOW,2026-08-31,GLOBEX,-0.0373,NORMAL_LOW,-0.5799,NORMAL_LOW,2+,2026-08-31,GLOBEX,16.2500,16.0000,10.5000,25.7500
3,HIGH,2025-11-04,GLOBEX,-0.7393,NORMAL_LOW,-0.5799,NORMAL_LOW,0,2025-11-04,GLOBEX,0.2500,14.7500,58.7500,-96.7500
3,LOW,2026-04-23,GLOBEX,1.3563,HIGH,-0.5799,NORMAL_LOW,2+,2026-04-23,GLOBEX,6.0000,-5.7500,-19.0000,52.0000
5,LOW,2026-06-22,GLOBEX,-0.3140,NORMAL_LOW,-0.5799,NORMAL_LOW,2+,2026-06-22,GLOBEX,5.5000,-37.5000,76.7500,72.7500
3,HIGH,2026-08-25,GLOBEX,0.1604,NORMAL_LOW,-0.5798,NORMAL_LOW,1,2026-08-25,RTH,4.0000,-13.0000,-19.7500,-61.5000
3,LOW,2025-10-12,GLOBEX,-0.5896,NORMAL_LOW,-0.5798,NORMAL_LOW,0,2025-10-12,GLOBEX,10.2500,-2.7500,-38.0000,6.7500
3,HIGH,2026-09-08,RTH,-0.7952,NORMAL_LOW,-0.5798,NORMAL_LOW,1,2026-09-08,GLOBEX,5.2500,-21.7500,-55.0000,-33.7500
5,HIGH,2026-08-07,RTH,0.0908,NORMAL_LOW,-0.5798,NORMAL_LOW,0,2026-08-07,GLOBEX,1.2500,5.2500,-9.2500,-5.2500
3,LOW,2026-07-27,GLOBEX,-0.2992,NORMAL_LOW,-0.5797,NORMAL_LOW,0,2026-07-27,GLOBEX,-5.7500,-0.5000,-15.2500,-56.0000
3,HIGH,2025-12-23,GLOBEX,-0.5507,NORMAL_LOW,-0.5796,NORMAL_LOW,2+,2025-12-23,GLOBEX,-0.7500,-5.5000,-0.7500,-4.2500
3,LOW,2026-05-14,GLOBEX,-0.2795,NORMAL_LOW,-0.5796,NORMAL_LOW,0,2026-05-14,GLOBEX,-12.5000,-10.7500,-23.0000,-19.7500
5,HIGH,2026-05-14,GLOBEX,0.4520,NORMAL_LOW,-0.5796,NORMAL_LOW,0,2026-05-14,GLOBEX,5.7500,15.7500,5.2500,-35.2500
3,LOW,2025-12-29,GLOBEX,-0.2301,NORMAL_LOW,-0.5796,NORMAL_LOW,0,2025-12-29,GLOBEX,-2.0000,-3.0000,-2.0000,-6.5000
3,LOW,2026-07-10,GLOBEX,-0.8515,NORMAL_LOW,-0.5796,NORMAL_LOW,2+,2026-07-10,GLOBEX,5.5000,6.5000,-11.5000,-13.0000
5,HIGH,2026-05-04,GLOBEX,-0.4361,NORMAL_LOW,-0.5796,NORMAL_LOW,2+,2026-05-04,RTH,4.2500,3.5000,-14.7500,-10.2500
5,HIGH,2026-04-20,GLOBEX,1.8262,HIGH,-0.5795,NORMAL_LOW,2+,2026-04-20,RTH,-11.2500,-9.2500,5.7500,5.0000
5,LOW,2026-08-12,GLOBEX,-0.5170,NORMAL_LOW,-0.5795,NORMAL_LOW,2+,2026-08-18,GLOBEX,-11.5000,-12.5000,21.7500,17.5000
3,HIGH,2026-07-20,GLOBEX,-0.4383,NORMAL_LOW,-0.5795,NORMAL_LOW,2+,2026-07-23,RTH,29.5000,115.2500,128.0000,181.0000
5,HIGH,2026-02-10,GLOBEX,-0.3185,NORMAL_LOW,-0.5795,NORMAL_LOW,0,2026-02-11,GLOBEX,-3.7500,-1.5000,-23.2500,2.7500
3,HIGH,2026-06-30,GLOBEX,0.4899,NORMAL_LOW,-0.5795,NORMAL_LOW,2+,2026-07-01,GLOBEX,5.2500,8.7500,4.7500,22.2500
5,LOW,2026-02-10,GLOBEX,-0.2365,NORMAL_LOW,-0.5795,NORMAL_LOW,2+,2026-02-10,GLOBEX,-7.5000,-15.2500,-16.5000,-21.5000
5,HIGH,2026-08-17,GLOBEX,-0.3207,NORMAL_LOW,-0.5795,NORMAL_LOW,0,2026-08-17,RTH,28.2500,20.0000,31.2500,4.2500
5,HIGH,2026-09-01,GLOBEX,1.2483,HIGH,-0.5794,NORMAL_LOW,1,2026-09-01,GLOBEX,12.2500,7.2500,24.2500,14.5000
3,LOW,2026-04-06,RTH,-0.8315,NORMAL_LOW,-0.5794,NORMAL_LOW,0,2026-04-06,RTH,-13.0000,-14.0000,-14.7500,13.7500
5,HIGH,2026-04-06,RTH,-0.5815,NORMAL_LOW,-0.5794,NORMAL_LOW,0,2026-04-06,RTH,-5.5000,-24.2500,-16.5000,12.5000
3,HIGH,2025-09-16,GLOBEX,-0.4657,NORMAL_LOW,-0.5794,NORMAL_LOW,1,2025-09-16,GLOBEX,4.5000,6.0000,10.0000,6.7500
3,HIGH,2026-07-24,GLOBEX,-0.6606,NORMAL_LOW,-0.5793,NORMAL_LOW,0,2026-07-24,GLOBEX,-5.2500,15.0000,4.5000,13.7500
5,LOW,2026-05-26,GLOBEX,-0.3714,NORMAL_LOW,-0.5793,NORMAL_LOW,2+,2026-05-26,GLOBEX,0.0000,-8.2500,7.2500,10.7500
3,HIGH,2026-01-28,RTH,-0.6373,NORMAL_LOW,-0.5793,NORMAL_LOW,0,2026-01-28,GLOBEX,-35.5000,-60.0000,-83.5000,-116.5000
3,LOW,2026-06-01,GLOBEX,-0.7940,NORMAL_LOW,-0.5793,NORMAL_LOW,0,2026-06-01,GLOBEX,-5.5000,-0.2500,-7.5000,-15.0000
5,HIGH,2026-02-10,GLOBEX,-0.4581,NORMAL_LOW,-0.5793,NORMAL_LOW,2+,2026-02-11,GLOBEX,-7.7500,-10.2500,10.0000,-1.0000
3,LOW,2026-02-10,GLOBEX,-0.3587,NORMAL_LOW,-0.5793,NORMAL_LOW,2+,2026-02-10,GLOBEX,4.7500,9.2500,16.2500,6.5000
5,LOW,2026-06-03,GLOBEX,0.9944,HIGH,-0.5792,NORMAL_LOW,1,2026-06-03,RTH,41.0000,37.7500,-135.0000,-121.2500
5,HIGH,2026-06-17,GLOBEX,-0.5175,NORMAL_LOW,-0.5792,NORMAL_LOW,2+,2026-06-17,GLOBEX,-11.7500,-18.7500,-26.7500,-46.0000
3,HIGH,2026-07-20,GLOBEX,-0.3069,NORMAL_LOW,-0.5792,NORMAL_LOW,2+,2026-07-20,GLOBEX,19.2500,4.0000,6.2500,-5.5000
5,HIGH,2026-05-08,GLOBEX,-0.4101,NORMAL_LOW,-0.5792,NORMAL_LOW,0,2026-05-12,RTH,10.5000,0.2500,19.2500,-36.7500
3,LOW,2026-07-01,RTH,-0.8658,NORMAL_LOW,-0.5791,NORMAL_LOW,1,2026-07-01,RTH,14.2500,18.0000,-8.5000,-3.7500
3,HIGH,2026-05-13,GLOBEX,0.0775,NORMAL_LOW,-0.5791,NORMAL_LOW,1,2026-05-13,RTH,12.7500,23.5000,60.7500,16.2500
5,HIGH,2025-10-07,GLOBEX,-0.6448,NORMAL_LOW,-0.5791,NORMAL_LOW,0,2025-10-07,GLOBEX,-11.0000,-22.5000,-7.5000,-50.5000
3,LOW,2026-08-31,GLOBEX,-0.0792,NORMAL_LOW,-0.5791,NORMAL_LOW,2+,2026-08-31,GLOBEX,7.2500,10.5000,-5.7500,-9.2500
5,LOW,2026-03-17,RTH,-0.5327,NORMAL_LOW,-0.5791,NORMAL_LOW,2+,2026-03-18,GLOBEX,-4.7500,-3.5000,-44.2500,-67.5000
3,LOW,2025-11-17,GLOBEX,-0.6128,NORMAL_LOW,-0.5790,NORMAL_LOW,0,2025-11-17,GLOBEX,15.5000,5.0000,-9.2500,-62.0000
3,LOW,2026-05-13,GLOBEX,-0.3015,NORMAL_LOW,-0.5790,NORMAL_LOW,0,2026-05-13,GLOBEX,-33.7500,-23.2500,-60.5000,-125.7500
3,LOW,2026-04-17,GLOBEX,-0.4507,NORMAL_LOW,-0.5790,NORMAL_LOW,2+,2026-04-17,GLOBEX,3.7500,2.0000,13.0000,11.2500
3,LOW,2026-02-18,RTH,-0.8549,NORMAL_LOW,-0.5790,NORMAL_LOW,2+,2026-02-18,RTH,-4.7500,-15.2500,-28.2500,-52.2500
3,HIGH,2026-04-24,GLOBEX,-0.7963,NORMAL_LOW,-0.5790,NORMAL_LOW,0,2026-04-28,RTH,-3.7500,-34.0000,-49.2500,-63.7500
3,LOW,2026-07-14,RTH,-0.0784,NORMAL_LOW,-0.5790,NORMAL_LOW,1,2026-07-14,RTH,16.5000,25.7500,20.2500,20.5000
3,LOW,2026-06-01,GLOBEX,2.0578,HIGH,-0.5789,NORMAL_LOW,0,2026-06-01,GLOBEX,-4.7500,-6.7500,-7.5000,2.0000
3,HIGH,2026-03-10,GLOBEX,0.8383,HIGH,-0.5789,NORMAL_LOW,2+,2026-03-11,GLOBEX,-3.2500,3.5000,4.0000,14.7500
3,HIGH,2026-02-16,GLOBEX,-0.5765,NORMAL_LOW,-0.5788,NORMAL_LOW,1,2026-02-16,GLOBEX,-0.2500,6.2500,17.2500,12.2500
3,LOW,2025-09-19,GLOBEX,-0.8885,NORMAL_LOW,-0.5788,NORMAL_LOW,0,2025-09-19,GLOBEX,-3.7500,3.2500,10.2500,-12.5000
3,LOW,2026-03-20,RTH,-0.7774,NORMAL_LOW,-0.5788,NORMAL_LOW,1,2026-03-20,RTH,13.0000,12.5000,9.0000,16.7500
5,LOW,2026-07-08,RTH,-0.7228,NORMAL_LOW,-0.5788,NORMAL_LOW,0,2026-07-08,RTH,19.7500,9.2500,5.7500,13.0000
3,LOW,2025-12-25,GLOBEX,-0.6720,NORMAL_LOW,-0.5788,NORMAL_LOW,0,2025-12-25,GLOBEX,-11.0000,-9.7500,-5.5000,-7.0000
5,LOW,2026-06-02,GLOBEX,1.6748,HIGH,-0.5787,NORMAL_LOW,0,2026-06-02,GLOBEX,-10.0000,-13.5000,-0.7500,13.5000
3,LOW,2026-02-19,GLOBEX,-0.8107,NORMAL_LOW,-0.5787,NORMAL_LOW,1,2026-02-19,GLOBEX,-0.2500,4.0000,6.7500,4.0000
5,HIGH,2026-03-20,GLOBEX,0.9067,HIGH,-0.5787,NORMAL_LOW,1,2026-03-20,GLOBEX,-6.0000,-4.7500,16.5000,37.0000
3,LOW,2026-09-08,GLOBEX,1.4989,HIGH,-0.5786,NORMAL_LOW,0,2026-09-08,GLOBEX,-5.0000,-13.0000,-14.0000,32.7500
3,HIGH,2026-08-31,GLOBEX,-0.2154,NORMAL_LOW,-0.5786,NORMAL_LOW,1,2026-09-03,RTH,13.7500,30.5000,94.5000,74.0000
3,LOW,2025-12-10,GLOBEX,-0.4421,NORMAL_LOW,-0.5786,NORMAL_LOW,2+,2025-12-10,GLOBEX,-0.2500,-0.7500,-2.0000,-1.0000
3,LOW,2026-06-09,GLOBEX,-0.1568,NORMAL_LOW,-0.5786,NORMAL_LOW,0,2026-06-09,GLOBEX,0.0000,1.7500,-0.5000,25.5000
3,HIGH,2026-03-27,RTH,-0.6523,NORMAL_LOW,-0.5786,NORMAL_LOW,0,2026-03-27,RTH,-34.2500,-52.2500,-46.7500,-54.7500
5,LOW,2026-05-25,GLOBEX,0.3416,NORMAL_LOW,-0.5785,NORMAL_LOW,1,2026-05-25,GLOBEX,2.0000,2.7500,-12.7500,-10.7500
5,HIGH,2026-03-18,GLOBEX,0.2454,NORMAL_LOW,-0.5785,NORMAL_LOW,0,2026-03-18,GLOBEX,-6.0000,-12.0000,-19.7500,28.0000
3,HIGH,2026-04-29,GLOBEX,10.2299,HIGH,-0.5785,NORMAL_LOW,1,2026-04-29,GLOBEX,-2.7500,-12.0000,-7.5000,16.0000
3,LOW,2026-08-07,RTH,-0.0062,NORMAL_LOW,-0.5785,NORMAL_LOW,0,2026-08-07,RTH,-2.5000,5.2500,-11.7500,-20.2500
5,LOW,2025-09-17,GLOBEX,-0.3095,NORMAL_LOW,-0.5785,NORMAL_LOW,0,2025-09-17,GLOBEX,8.5000,3.7500,5.5000,-6.0000
5,HIGH,2026-02-18,GLOBEX,0.2786,NORMAL_LOW,-0.5785,NORMAL_LOW,1,2026-02-19,RTH,12.2500,7.0000,2.7500,7.2500
5,HIGH,2026-07-02,GLOBEX,-0.6552,NORMAL_LOW,-0.5785,NORMAL_LOW,0,2026-07-02,GLOBEX,-17.0000,-9.7500,-2.2500,22.0000
3,LOW,2026-08-05,GLOBEX,2.5023,HIGH,-0.5785,NORMAL_LOW,0,2026-08-05,GLOBEX,-22.7500,-15.0000,-20.2500,-41.5000
5,HIGH,2026-07-06,RTH,0.2922,NORMAL_LOW,-0.5785,NORMAL_LOW,0,2026-07-06,RTH,1.2500,7.5000,9.5000,26.7500
3,LOW,2026-03-27,RTH,-0.7634,NORMAL_LOW,-0.5784,NORMAL_LOW,0,2026-03-27,RTH,21.2500,13.2500,-9.7500,41.7500
3,HIGH,2026-03-17,RTH,0.0201,NORMAL_LOW,-0.5784,NORMAL_LOW,1,2026-03-18,GLOBEX,48.7500,65.2500,77.0000,89.0000
3,LOW,2026-01-07,GLOBEX,0.0393,NORMAL_LOW,-0.5784,NORMAL_LOW,2+,2026-01-07,GLOBEX,-0.2500,-7.5000,-2.7500,-6.7500
3,LOW,2026-02-17,GLOBEX,-0.6388,NORMAL_LOW,-0.5784,NORMAL_LOW,1,2026-02-17,GLOBEX,11.7500,16.0000,10.0000,37.5000
3,HIGH,2026-08-06,GLOBEX,-0.4164,NORMAL_LOW,-0.5784,NORMAL_LOW,0,2026-08-07,GLOBEX,-28.0000,-25.5000,-27.0000,-12.5000
3,LOW,2025-09-10,GLOBEX,-1.0382,NORMAL_LOW,-0.5784,NORMAL_LOW,2+,2025-09-10,GLOBEX,2.7500,7.0000,10.7500,6.5000
3,HIGH,2026-06-16,GLOBEX,-0.1791,NORMAL_LOW,-0.5784,NORMAL_LOW,1,2026-06-17,RTH,21.0000,1.0000,-72.2500,-121.0000
3,LOW,2026-05-21,GLOBEX,-0.4400,NORMAL_LOW,-0.5784,NORMAL_LOW,0,2026-05-21,GLOBEX,0.0000,-4.2500,-4.2500,8.7500
3,HIGH,2026-07-15,GLOBEX,0.9392,HIGH,-0.5784,NORMAL_LOW,0,2026-07-16,GLOBEX,13.7500,23.0000,31.2500,70.7500
3,HIGH,2026-07-21,RTH,-0.6745,NORMAL_LOW,-0.5783,NORMAL_LOW,0,2026-07-21,RTH,0.2500,-23.0000,-30.0000,-30.0000
5,LOW,2026-02-26,GLOBEX,0.2272,NORMAL_LOW,-0.5783,NORMAL_LOW,2+,2026-02-26,GLOBEX,-53.7500,-69.2500,-72.5000,-134.0000
5,HIGH,2026-02-19,RTH,-0.6354,NORMAL_LOW,-0.5783,NORMAL_LOW,2+,2026-02-19,RTH,3.0000,12.2500,10.7500,25.0000
3,LOW,2026-06-24,GLOBEX,0.3078,NORMAL_LOW,-0.5783,NORMAL_LOW,2+,2026-06-24,GLOBEX,-33.7500,-28.7500,-47.5000,-78.0000
5,LOW,2025-11-04,GLOBEX,-0.5060,NORMAL_LOW,-0.5782,NORMAL_LOW,0,2025-11-06,RTH,36.0000,26.5000,-40.2500,5.7500
3,HIGH,2026-03-19,GLOBEX,0.1181,NORMAL_LOW,-0.5782,NORMAL_LOW,2+,2026-03-19,GLOBEX,-2.7500,7.0000,-12.5000,0.0000
3,HIGH,2026-01-13,GLOBEX,-0.6062,NORMAL_LOW,-0.5782,NORMAL_LOW,1,2026-01-13,GLOBEX,0.5000,6.5000,6.7500,2.0000
5,HIGH,2026-07-30,GLOBEX,-0.8691,NORMAL_LOW,-0.5781,NORMAL_LOW,1,2026-07-30,GLOBEX,-6.5000,-2.2500,-21.7500,-2.5000
5,HIGH,2026-08-17,GLOBEX,-0.9797,NORMAL_LOW,-0.5781,NORMAL_LOW,0,2026-08-17,GLOBEX,-9.0000,-33.5000,-35.5000,-29.0000
5,HIGH,2026-02-16,GLOBEX,-0.0849,NORMAL_LOW,-0.5781,NORMAL_LOW,1,2026-02-16,GLOBEX,-5.2500,-7.7500,-12.0000,-9.5000
3,HIGH,2026-05-28,GLOBEX,1.2394,HIGH,-0.5781,NORMAL_LOW,1,2026-05-28,GLOBEX,-9.5000,-4.2500,2.5000,25.0000
3,LOW,2026-05-28,GLOBEX,1.2394,HIGH,-0.5781,NORMAL_LOW,1,2026-05-28,GLOBEX,-16.2500,-7.5000,9.7500,20.5000
3,LOW,2026-04-06,GLOBEX,-0.5853,NORMAL_LOW,-0.5781,NORMAL_LOW,2+,2026-04-06,GLOBEX,-0.7500,-2.7500,7.0000,29.5000
3,LOW,2026-09-04,RTH,-0.1645,NORMAL_LOW,-0.5781,NORMAL_LOW,1,2026-09-04,RTH,-9.7500,-3.0000,-24.0000,-13.5000
5,LOW,2026-04-19,GLOBEX,-0.3477,NORMAL_LOW,-0.5780,NORMAL_LOW,0,2026-04-19,GLOBEX,-2.0000,-7.5000,2.0000,2.5000
3,LOW,2026-07-01,GLOBEX,-0.1080,NORMAL_LOW,-0.5780,NORMAL_LOW,1,2026-07-01,GLOBEX,-6.2500,13.5000,7.5000,-4.2500
3,LOW,2026-08-13,GLOBEX,-0.1388,NORMAL_LOW,-0.5780,NORMAL_LOW,2+,2026-08-13,GLOBEX,8.0000,12.7500,14.5000,-3.2500
3,LOW,2026-03-17,GLOBEX,-0.1329,NORMAL_LOW,-0.5780,NORMAL_LOW,0,2026-03-17,GLOBEX,-6.5000,-5.2500,16.0000,14.5000
3,HIGH,2026-01-07,GLOBEX,0.0909,NORMAL_LOW,-0.5780,NORMAL_LOW,2+,2026-01-08,GLOBEX,24.2500,24.2500,9.2500,21.0000
5,LOW,2026-07-15,GLOBEX,0.5512,HIGH,-0.5780,NORMAL_LOW,1,2026-07-15,GLOBEX,-4.5000,-19.5000,-14.2500,1.2500
3,HIGH,2026-04-01,RTH,1.4257,HIGH,-0.5780,NORMAL_LOW,2+,2026-04-01,RTH,-23.0000,-31.2500,-54.2500,-98.5000
3,LOW,2026-08-17,GLOBEX,0.0346,NORMAL_LOW,-0.5779,NORMAL_LOW,0,2026-08-17,GLOBEX,-3.5000,1.2500,-1.5000,0.2500
3,HIGH,2026-02-25,RTH,-1.0635,NORMAL_LOW,-0.5779,NORMAL_LOW,0,2026-02-25,GLOBEX,-24.0000,-18.2500,-13.7500,-19.2500
3,HIGH,2025-09-17,GLOBEX,-1.0006,NORMAL_LOW,-0.5779,NORMAL_LOW,2+,2025-09-17,GLOBEX,12.7500,20.0000,-7.2500,-19.0000
5,HIGH,2026-05-06,GLOBEX,0.9877,HIGH,-0.5779,NORMAL_LOW,0,2026-05-07,RTH,-35.0000,-59.7500,-93.7500,-59.0000
3,HIGH,2025-09-10,GLOBEX,-0.2199,NORMAL_LOW,-0.5778,NORMAL_LOW,1,2025-09-10,RTH,12.5000,-3.0000,-0.2500,10.0000
3,LOW,2026-05-22,GLOBEX,0.6183,HIGH,-0.5778,NORMAL_LOW,1,2026-05-22,GLOBEX,20.5000,22.7500,23.7500,15.5000
3,LOW,2026-04-13,GLOBEX,-0.6665,NORMAL_LOW,-0.5778,NORMAL_LOW,0,2026-04-13,GLOBEX,1.7500,1.7500,21.5000,6.5000
3,HIGH,2026-04-30,GLOBEX,0.1380,NORMAL_LOW,-0.5778,NORMAL_LOW,2+,2026-05-01,GLOBEX,-1.5000,-9.0000,12.0000,7.0000
3,LOW,2026-08-09,GLOBEX,-0.7644,NORMAL_LOW,-0.5777,NORMAL_LOW,0,2026-08-10,GLOBEX,8.2500,8.2500,14.5000,-16.5000
3,HIGH,2026-07-14,GLOBEX,0.7190,HIGH,-0.5777,NORMAL_LOW,1,2026-07-14,GLOBEX,-13.2500,-17.7500,9.2500,20.0000
5,HIGH,2026-07-21,RTH,-0.5206,NORMAL_LOW,-0.5777,NORMAL_LOW,0,2026-07-21,GLOBEX,5.5000,-9.0000,-17.7500,14.7500
3,HIGH,2026-03-26,GLOBEX,0.0549,NORMAL_LOW,-0.5777,NORMAL_LOW,0,2026-03-26,GLOBEX,-12.2500,-10.7500,-44.7500,-42.5000
3,LOW,2026-04-16,GLOBEX,1.5336,HIGH,-0.5776,NORMAL_LOW,0,2026-04-16,RTH,-18.5000,-31.2500,-28.2500,-113.2500
5,HIGH,2026-07-01,GLOBEX,-0.6819,NORMAL_LOW,-0.5776,NORMAL_LOW,2+,2026-07-01,GLOBEX,-2.5000,17.0000,10.2500,-8.2500
3,LOW,2026-07-01,GLOBEX,-0.0311,NORMAL_LOW,-0.5776,NORMAL_LOW,1,2026-07-01,GLOBEX,0.5000,12.7500,27.5000,21.0000
3,HIGH,2026-08-06,GLOBEX,0.1044,NORMAL_LOW,-0.5776,NORMAL_LOW,0,2026-08-06,RTH,30.5000,2.5000,-107.7500,-111.7500
3,LOW,2026-01-09,GLOBEX,1.2241,HIGH,-0.5776,NORMAL_LOW,0,2026-01-09,GLOBEX,-5.5000,-8.2500,-9.7500,6.7500
3,HIGH,2026-08-05,GLOBEX,-0.0798,NORMAL_LOW,-0.5775,NORMAL_LOW,1,2026-08-05,GLOBEX,29.2500,5.2500,29.0000,10.7500
5,LOW,2026-03-17,GLOBEX,-0.3835,NORMAL_LOW,-0.5775,NORMAL_LOW,1,2026-03-17,GLOBEX,2.0000,2.5000,3.0000,47.0000
3,HIGH,2026-03-17,GLOBEX,1.1164,HIGH,-0.5775,NORMAL_LOW,0,2026-03-18,GLOBEX,5.2500,-2.2500,0.0000,-39.5000
3,LOW,2026-08-05,RTH,-0.7372,NORMAL_LOW,-0.5775,NORMAL_LOW,1,2026-08-05,RTH,0.5000,18.0000,39.0000,33.5000
5,HIGH,2026-08-17,GLOBEX,-0.2520,NORMAL_LOW,-0.5775,NORMAL_LOW,2+,2026-08-17,GLOBEX,-10.5000,-15.0000,-15.2500,30.7500
5,HIGH,2026-08-18,GLOBEX,1.4903,HIGH,-0.5775,NORMAL_LOW,1,2026-08-18,GLOBEX,6.5000,-4.5000,-10.5000,-7.7500
5,HIGH,2026-06-18,RTH,-0.0198,NORMAL_LOW,-0.5774,NORMAL_LOW,0,2026-06-18,RTH,-10.5000,-27.7500,-42.5000,-52.0000
3,HIGH,2026-03-17,GLOBEX,-0.6121,NORMAL_LOW,-0.5774,NORMAL_LOW,2+,2026-03-18,GLOBEX,61.5000,76.2500,74.7500,96.7500
3,HIGH,2025-09-17,GLOBEX,-0.3758,NORMAL_LOW,-0.5774,NORMAL_LOW,2+,2025-09-17,GLOBEX,-2.5000,-4.0000,-4.5000,-2.2500
3,LOW,2026-05-01,GLOBEX,-0.2872,NORMAL_LOW,-0.5774,NORMAL_LOW,2+,2026-05-01,GLOBEX,-2.0000,1.2500,1.2500,2.2500
5,HIGH,2025-11-26,GLOBEX,-0.3027,NORMAL_LOW,-0.5774,NORMAL_LOW,0,2025-11-30,GLOBEX,-4.2500,-19.0000,1.0000,13.7500
3,HIGH,2026-07-20,GLOBEX,0.7675,HIGH,-0.5774,NORMAL_LOW,2+,2026-07-20,RTH,-3.0000,-53.5000,-77.0000,-95.0000
5,HIGH,2026-01-15,GLOBEX,-0.0743,NORMAL_LOW,-0.5774,NORMAL_LOW,0,2026-01-23,RTH,-2.2500,-1.0000,-14.2500,-52.5000
