swing_width,type,pivot_date,pivot_session,touchVolZ,touchVolZBucket,breakVolZ,breakVolZBucket,confluenceCount,retest_date,retest_session,rxn_3,rxn_6,rxn_12,rxn_24
5,LOW,2026-03-03,GLOBEX,1.8324,HIGH,0.2205,HIGH,2+,2026-03-03,GLOBEX,-6.0000,-30.5000,-22.2500,14.2500
3,HIGH,2026-08-19,GLOBEX,-0.0220,NORMAL_LOW,0.2205,HIGH,2+,2026-08-27,RTH,-7.7500,15.5000,34.2500,40.2500
3,HIGH,2026-08-05,RTH,-0.9376,NORMAL_LOW,0.2205,HIGH,0,2026-08-05,RTH,-14.0000,-11.5000,46.5000,100.2500
3,LOW,2026-06-04,GLOBEX,2.4265,HIGH,0.2206,HIGH,0,2026-06-04,GLOBEX,-21.5000,-29.7500,-43.0000,-39.5000
3,HIGH,2025-12-16,RTH,0.6479,HIGH,0.2206,HIGH,2+,2025-12-16,RTH,1.5000,4.5000,-31.7500,-28.7500
5,HIGH,2026-06-16,GLOBEX,0.2712,NORMAL_LOW,0.2206,HIGH,1,2026-06-16,GLOBEX,4.5000,2.2500,10.5000,16.5000
3,LOW,2026-01-23,GLOBEX,-0.1257,NORMAL_LOW,0.2207,HIGH,2+,2026-01-25,GLOBEX,-21.7500,-9.5000,23.7500,30.5000
3,LOW,2026-02-22,GLOBEX,0.1765,NORMAL_LOW,0.2208,HIGH,0,2026-02-23,GLOBEX,-2.7500,-3.5000,-5.0000,2.5000
3,HIGH,2025-12-17,RTH,0.8660,HIGH,0.2208,HIGH,0,2025-12-17,GLOBEX,-4.7500,-26.7500,-45.5000,-21.0000
5,LOW,2025-11-25,GLOBEX,0.6150,HIGH,0.2208,HIGH,2+,2025-11-25,GLOBEX,5.7500,1.5000,4.7500,-1.5000
3,HIGH,2026-02-06,GLOBEX,1.2759,HIGH,0.2208,HIGH,0,2026-02-13,GLOBEX,5.2500,-1.7500,23.5000,-3.2500
5,LOW,2026-07-03,GLOBEX,4.2311,HIGH,0.2208,HIGH,0,2026-07-05,GLOBEX,34.7500,43.5000,44.7500,-16.7500
3,LOW,2026-03-20,GLOBEX,1.6130,HIGH,0.2209,HIGH,0,2026-03-20,GLOBEX,7.2500,8.0000,6.0000,21.0000
3,HIGH,2026-01-08,RTH,-0.0484,NORMAL_LOW,0.2209,HIGH,0,2026-01-08,RTH,6.5000,17.0000,47.5000,33.2500
5,LOW,2026-01-28,RTH,2.2244,HIGH,0.2209,HIGH,2+,2026-01-28,RTH,-10.0000,3.7500,-4.5000,39.0000
3,HIGH,2026-07-15,GLOBEX,3.2277,HIGH,0.2209,HIGH,2+,2026-07-16,GLOBEX,6.0000,-23.5000,-27.0000,22.0000
3,LOW,2026-01-23,GLOBEX,1.0279,HIGH,0.2211,HIGH,2+,2026-01-23,GLOBEX,3.2500,11.5000,3.2500,-1.0000
3,HIGH,2026-03-24,GLOBEX,1.8762,HIGH,0.2211,HIGH,2+,2026-03-24,GLOBEX,14.7500,29.0000,23.7500,2.2500
5,HIGH,2026-06-22,GLOBEX,0.9995,HIGH,0.2211,HIGH,2+,2026-06-22,RTH,-28.7500,-40.0000,-50.5000,-51.2500
3,LOW,2026-03-17,GLOBEX,-0.4152,NORMAL_LOW,0.2211,HIGH,1,2026-03-17,GLOBEX,-3.0000,-4.5000,32.7500,70.0000
3,LOW,2026-03-23,GLOBEX,1.9108,HIGH,0.2212,HIGH,1,2026-03-23,GLOBEX,22.5000,37.5000,40.7500,-16.0000
5,LOW,2025-12-19,GLOBEX,-0.5697,NORMAL_LOW,0.2212,HIGH,1,2025-12-19,GLOBEX,9.2500,-1.5000,-9.7500,-11.7500
3,LOW,2026-07-22,GLOBEX,0.2689,NORMAL_LOW,0.2212,HIGH,0,2026-07-22,GLOBEX,-4.5000,2.2500,5.5000,-18.0000
5,LOW,2025-12-30,RTH,1.2127,HIGH,0.2212,HIGH,2+,2025-12-30,RTH,12.2500,27.5000,53.7500,70.5000
5,LOW,2026-04-30,GLOBEX,-0.3975,NORMAL_LOW,0.2212,HIGH,0,2026-04-30,GLOBEX,-8.5000,-8.5000,-7.5000,-19.7500
3,HIGH,2025-12-19,GLOBEX,0.4777,NORMAL_LOW,0.2213,HIGH,2+,2025-12-19,GLOBEX,-7.7500,-11.5000,-45.2500,-85.0000
3,LOW,2026-06-04,GLOBEX,0.4371,NORMAL_LOW,0.2213,HIGH,1,2026-06-04,GLOBEX,2.7500,-17.2500,6.2500,-2.0000
5,HIGH,2026-01-23,RTH,0.2207,NORMAL_LOW,0.2213,HIGH,0,2026-01-26,GLOBEX,-1.2500,12.0000,3.5000,-12.0000
3,HIGH,2026-04-23,GLOBEX,3.5169,HIGH,0.2214,HIGH,1,2026-04-23,RTH,56.7500,135.7500,175.0000,42.5000
5,LOW,2026-05-07,GLOBEX,0.5294,HIGH,0.2214,HIGH,0,2026-05-07,GLOBEX,-14.2500,1.2500,-11.2500,1.0000
3,HIGH,2026-03-23,RTH,-0.0273,NORMAL_LOW,0.2214,HIGH,1,2026-03-23,GLOBEX,-1.0000,0.0000,10.2500,21.5000
3,HIGH,2026-01-21,RTH,0.3179,NORMAL_LOW,0.2214,HIGH,1,2026-01-21,RTH,-13.7500,-27.0000,-38.5000,-120.2500
5,HIGH,2026-08-19,RTH,1.4322,HIGH,0.2214,HIGH,0,2026-08-19,RTH,-65.7500,-87.5000,-133.2500,-127.0000
5,HIGH,2026-02-05,GLOBEX,1.8315,HIGH,0.2215,HIGH,0,2026-02-05,RTH,-37.5000,-105.2500,-101.7500,31.7500
3,LOW,2026-06-03,GLOBEX,0.5999,HIGH,0.2215,HIGH,0,2026-06-04,GLOBEX,-8.7500,-30.7500,-44.7500,-48.5000
5,HIGH,2025-12-18,GLOBEX,0.0508,NORMAL_LOW,0.2215,HIGH,2+,2026-01-20,GLOBEX,-4.2500,-5.5000,9.0000,30.0000
3,HIGH,2026-03-20,RTH,0.4685,NORMAL_LOW,0.2215,HIGH,2+,2026-03-20,RTH,5.7500,27.2500,26.0000,-7.7500
3,LOW,2026-03-31,GLOBEX,-0.2062,NORMAL_LOW,0.2216,HIGH,0,2026-03-31,GLOBEX,12.7500,19.2500,7.7500,6.2500
3,HIGH,2026-02-26,RTH,0.2067,NORMAL_LOW,0.2216,HIGH,1,2026-02-26,RTH,-15.0000,-16.5000,-12.0000,-13.5000
3,LOW,2026-07-16,GLOBEX,0.8512,HIGH,0.2216,HIGH,0,2026-07-17,GLOBEX,-13.7500,-25.2500,-26.7500,-63.7500
5,LOW,2026-03-02,RTH,1.6680,HIGH,0.2217,HIGH,0,2026-03-02,RTH,-53.5000,-72.0000,-38.5000,-74.5000
3,HIGH,2026-02-09,GLOBEX,0.1654,NORMAL_LOW,0.2217,HIGH,2+,2026-02-09,GLOBEX,6.7500,65.5000,-16.2500,-100.7500
5,HIGH,2026-02-03,GLOBEX,-0.2652,NORMAL_LOW,0.2217,HIGH,0,2026-02-03,GLOBEX,0.2500,3.2500,-44.7500,-50.2500
3,LOW,2026-01-15,RTH,0.4110,NORMAL_LOW,0.2217,HIGH,0,2026-01-15,RTH,12.7500,28.5000,28.5000,34.2500
5,HIGH,2026-01-06,GLOBEX,0.6472,HIGH,0.2218,HIGH,0,2026-01-06,GLOBEX,-12.2500,-17.5000,-15.7500,-22.7500
3,HIGH,2025-11-26,GLOBEX,0.6280,HIGH,0.2218,HIGH,0,2025-11-26,GLOBEX,13.0000,14.0000,13.5000,14.2500
3,LOW,2025-11-26,GLOBEX,0.6280,HIGH,0.2218,HIGH,0,2025-11-26,GLOBEX,-15.5000,-3.0000,10.0000,21.5000
5,LOW,2026-04-05,GLOBEX,-0.2216,NORMAL_LOW,0.2218,HIGH,0,2026-04-05,GLOBEX,-0.7500,17.2500,25.2500,104.7500
5,HIGH,2026-06-24,GLOBEX,0.0284,NORMAL_LOW,0.2219,HIGH,0,2026-06-24,GLOBEX,-6.5000,-19.5000,-1.2500,-25.5000
5,LOW,2026-06-08,RTH,1.2327,HIGH,0.2219,HIGH,2+,2026-06-08,RTH,-6.7500,3.5000,16.2500,2.5000
3,HIGH,2026-06-08,RTH,1.3242,HIGH,0.2219,HIGH,0,2026-06-08,RTH,34.7500,41.5000,50.2500,19.2500
5,HIGH,2026-06-04,RTH,-0.3969,NORMAL_LOW,0.2220,HIGH,0,2026-06-04,RTH,19.5000,8.7500,-19.5000,-24.2500
3,HIGH,2026-07-01,GLOBEX,0.1690,NORMAL_LOW,0.2220,HIGH,1,2026-07-01,GLOBEX,27.2500,23.7500,7.5000,-18.7500
3,LOW,2026-03-09,GLOBEX,0.3455,NORMAL_LOW,0.2220,HIGH,0,2026-03-09,GLOBEX,19.0000,49.2500,42.7500,102.0000
3,HIGH,2026-02-24,GLOBEX,-0.2323,NORMAL_LOW,0.2220,HIGH,2+,2026-02-24,GLOBEX,-1.2500,9.0000,-15.0000,4.7500
5,HIGH,2025-12-30,GLOBEX,-0.3410,NORMAL_LOW,0.2220,HIGH,2+,2025-12-30,GLOBEX,13.2500,8.7500,2.5000,-4.2500
3,HIGH,2026-01-06,RTH,0.2196,NORMAL_LOW,0.2220,HIGH,2+,2026-01-07,GLOBEX,2.5000,3.5000,13.5000,-5.2500
5,LOW,2026-02-26,GLOBEX,-0.4862,NORMAL_LOW,0.2221,HIGH,1,2026-02-26,GLOBEX,0.7500,18.2500,16.0000,10.7500
3,HIGH,2026-01-20,RTH,0.2014,NORMAL_LOW,0.2221,HIGH,0,2026-01-20,RTH,10.5000,9.2500,32.7500,63.5000
3,HIGH,2026-05-21,GLOBEX,-0.0357,NORMAL_LOW,0.2221,HIGH,1,2026-05-21,GLOBEX,1.0000,-8.0000,5.0000,18.7500
3,LOW,2026-03-26,GLOBEX,1.3050,HIGH,0.2222,HIGH,1,2026-03-26,GLOBEX,2.0000,-6.5000,0.0000,-4.7500
3,HIGH,2026-01-29,GLOBEX,0.3081,NORMAL_LOW,0.2223,HIGH,2+,2026-01-29,GLOBEX,1.7500,4.5000,5.2500,12.5000
3,LOW,2025-12-17,GLOBEX,0.5612,HIGH,0.2223,HIGH,0,2025-12-17,GLOBEX,15.5000,6.2500,21.5000,6.2500
5,HIGH,2026-01-20,GLOBEX,-0.0449,NORMAL_LOW,0.2223,HIGH,2+,2026-01-20,GLOBEX,5.0000,9.2500,-99.0000,-93.2500
3,HIGH,2026-05-19,GLOBEX,1.6054,HIGH,0.2224,HIGH,0,2026-05-19,GLOBEX,17.5000,13.5000,28.0000,46.5000
3,LOW,2026-03-18,GLOBEX,6.0090,HIGH,0.2225,HIGH,1,2026-03-18,GLOBEX,3.5000,12.5000,20.2500,33.7500
5,HIGH,2026-06-04,GLOBEX,-0.3190,NORMAL_LOW,0.2225,HIGH,2+,2026-06-04,GLOBEX,1.2500,-11.2500,-14.2500,-3.5000
5,HIGH,2026-05-12,GLOBEX,-0.5612,NORMAL_LOW,0.2226,HIGH,1,2026-05-12,GLOBEX,-13.0000,-11.0000,9.2500,-23.0000
5,HIGH,2026-05-14,GLOBEX,-0.5115,NORMAL_LOW,0.2226,HIGH,1,2026-05-14,GLOBEX,8.7500,28.0000,52.2500,70.7500
3,HIGH,2025-11-26,GLOBEX,-0.1259,NORMAL_LOW,0.2226,HIGH,0,2025-11-27,GLOBEX,-1.7500,4.2500,-9.7500,-10.2500
5,HIGH,2026-09-01,RTH,0.6995,HIGH,0.2226,HIGH,2+,2026-09-01,RTH,-0.5000,-17.7500,16.5000,-40.0000
3,HIGH,2026-02-18,RTH,-0.2548,NORMAL_LOW,0.2227,HIGH,2+,2026-02-18,RTH,7.7500,38.5000,53.0000,56.5000
3,HIGH,2026-05-21,RTH,-0.3351,NORMAL_LOW,0.2228,HIGH,1,2026-05-21,RTH,-13.7500,-18.7500,-3.0000,-2.0000
3,LOW,2026-07-02,GLOBEX,1.1134,HIGH,0.2228,HIGH,1,2026-07-02,GLOBEX,41.0000,18.5000,-18.0000,44.7500
3,HIGH,2025-12-19,GLOBEX,1.2216,HIGH,0.2228,HIGH,0,2025-12-19,GLOBEX,-1.5000,-2.0000,4.0000,1.2500
5,HIGH,2026-01-21,RTH,0.2812,NORMAL_LOW,0.2228,HIGH,1,2026-01-21,RTH,-90.5000,-206.0000,-211.7500,-334.2500
3,LOW,2025-11-25,GLOBEX,1.6701,HIGH,0.2229,HIGH,1,2025-11-25,GLOBEX,-11.7500,-20.7500,-17.2500,-23.2500
5,LOW,2026-05-28,GLOBEX,-0.5222,NORMAL_LOW,0.2229,HIGH,0,2026-05-28,GLOBEX,23.5000,38.0000,-5.7500,-9.0000
3,HIGH,2026-05-13,GLOBEX,2.0361,HIGH,0.2229,HIGH,0,2026-05-13,GLOBEX,-4.0000,-3.7500,-15.7500,-2.7500
3,HIGH,2025-12-19,GLOBEX,-0.0510,NORMAL_LOW,0.2230,HIGH,1,2025-12-19,GLOBEX,10.5000,6.0000,4.5000,8.2500
5,LOW,2025-12-02,GLOBEX,-0.3741,NORMAL_LOW,0.2230,HIGH,2+,2025-12-02,GLOBEX,4.2500,3.7500,26.5000,1.5000
3,HIGH,2025-12-02,GLOBEX,-0.3432,NORMAL_LOW,0.2230,HIGH,2+,2025-12-02,RTH,-17.2500,-50.7500,-36.0000,-59.2500
3,LOW,2025-11-24,RTH,0.4883,NORMAL_LOW,0.2230,HIGH,0,2025-11-24,RTH,-1.2500,4.5000,2.5000,-0.7500
3,HIGH,2026-06-08,RTH,0.3609,NORMAL_LOW,0.2231,HIGH,2+,2026-06-08,RTH,19.2500,-15.2500,-6.7500,37.2500
3,HIGH,2025-12-03,RTH,0.9071,HIGH,0.2231,HIGH,2+,2025-12-04,RTH,39.0000,33.0000,35.0000,23.5000
3,LOW,2026-06-02,RTH,-0.4021,NORMAL_LOW,0.2231,HIGH,1,2026-06-02,GLOBEX,-17.7500,-15.5000,-14.7500,-117.0000
3,LOW,2026-05-29,RTH,0.3885,NORMAL_LOW,0.2232,HIGH,2+,2026-05-29,RTH,-1.5000,-2.0000,-26.2500,0.7500
3,HIGH,2026-08-27,GLOBEX,0.2170,NORMAL_LOW,0.2232,HIGH,0,2026-08-31,GLOBEX,0.2500,3.7500,-29.0000,-43.2500
5,LOW,2026-07-17,RTH,0.3008,NORMAL_LOW,0.2232,HIGH,1,2026-07-17,RTH,-11.5000,-14.2500,-20.7500,-8.7500
3,LOW,2026-03-31,GLOBEX,3.9402,HIGH,0.2232,HIGH,2+,2026-03-31,GLOBEX,4.7500,5.0000,14.0000,19.0000
3,HIGH,2026-01-12,GLOBEX,4.7932,HIGH,0.2233,HIGH,2+,2026-01-12,GLOBEX,0.7500,-1.7500,2.5000,10.5000
3,LOW,2026-07-30,GLOBEX,-0.3869,NORMAL_LOW,0.2233,HIGH,1,2026-07-30,GLOBEX,-1.5000,-9.0000,9.0000,13.5000
3,HIGH,2026-05-28,GLOBEX,-0.0833,NORMAL_LOW,0.2233,HIGH,0,2026-06-05,RTH,-18.0000,-27.0000,79.2500,9.0000
3,LOW,2026-01-27,GLOBEX,-0.4802,NORMAL_LOW,0.2233,HIGH,1,2026-01-27,GLOBEX,17.0000,16.2500,9.5000,10.7500
5,HIGH,2026-01-27,GLOBEX,0.3787,NORMAL_LOW,0.2233,HIGH,2+,2026-01-27,RTH,-6.0000,-27.5000,-55.7500,-106.7500
3,HIGH,2026-04-21,RTH,2.6491,HIGH,0.2234,HIGH,2+,2026-04-21,GLOBEX,-33.2500,-6.7500,-15.0000,-6.2500
5,LOW,2026-01-20,GLOBEX,4.6731,HIGH,0.2234,HIGH,1,2026-01-21,GLOBEX,7.5000,3.0000,-3.2500,-33.0000
3,LOW,2025-11-26,GLOBEX,0.6889,HIGH,0.2234,HIGH,2+,2025-11-26,GLOBEX,5.7500,0.5000,7.5000,12.2500
3,LOW,2026-02-24,GLOBEX,-0.2007,NORMAL_LOW,0.2234,HIGH,1,2026-02-24,GLOBEX,2.7500,8.0000,8.5000,10.0000
3,HIGH,2026-01-11,GLOBEX,-0.4639,NORMAL_LOW,0.2235,HIGH,0,2026-01-12,RTH,-14.5000,-8.0000,9.7500,-28.2500
5,LOW,2026-01-02,RTH,0.6953,HIGH,0.2235,HIGH,0,2026-01-02,RTH,-18.0000,-8.2500,14.2500,101.7500
5,LOW,2026-04-24,GLOBEX,2.3545,HIGH,0.2235,HIGH,1,2026-04-24,GLOBEX,1.5000,11.0000,10.7500,29.7500
5,LOW,2026-08-24,RTH,-0.4303,NORMAL_LOW,0.2235,HIGH,2+,2026-08-24,RTH,-2.0000,9.0000,-11.7500,-21.5000
3,HIGH,2026-01-07,GLOBEX,-0.3109,NORMAL_LOW,0.2235,HIGH,1,2026-01-08,GLOBEX,24.2500,24.2500,9.2500,21.0000
5,HIGH,2026-03-11,GLOBEX,0.5451,HIGH,0.2235,HIGH,2+,2026-03-11,GLOBEX,41.7500,50.2500,42.7500,28.5000
3,HIGH,2026-08-05,GLOBEX,-0.0589,NORMAL_LOW,0.2236,HIGH,0,2026-08-05,RTH,-18.0000,36.0000,41.0000,-6.2500
5,HIGH,2026-04-01,GLOBEX,1.1804,HIGH,0.2236,HIGH,0,2026-04-01,GLOBEX,15.5000,29.2500,31.5000,42.7500
5,LOW,2026-07-31,GLOBEX,-0.4148,NORMAL_LOW,0.2236,HIGH,2+,2026-07-31,GLOBEX,10.5000,-8.2500,36.2500,58.5000
3,HIGH,2026-03-06,RTH,0.5792,HIGH,0.2237,HIGH,1,2026-03-06,RTH,-77.5000,-48.5000,-36.0000,-110.7500
3,LOW,2026-05-18,GLOBEX,1.0016,HIGH,0.2237,HIGH,1,2026-05-18,GLOBEX,22.0000,-32.5000,-25.7500,19.0000
5,LOW,2026-03-10,RTH,-0.0483,NORMAL_LOW,0.2237,HIGH,0,2026-03-10,RTH,-32.0000,5.7500,5.2500,16.0000
3,LOW,2026-09-08,GLOBEX,0.6521,HIGH,0.2237,HIGH,1,2026-09-08,GLOBEX,11.7500,26.7500,56.5000,21.7500
5,LOW,2026-06-09,GLOBEX,1.7459,HIGH,0.2238,HIGH,0,2026-06-09,GLOBEX,-11.7500,6.5000,21.0000,26.7500
3,HIGH,2026-06-09,GLOBEX,4.1154,HIGH,0.2238,HIGH,0,2026-06-09,GLOBEX,10.5000,-27.2500,-26.0000,-43.7500
5,HIGH,2026-09-08,GLOBEX,4.3709,HIGH,0.2239,HIGH,2+,2026-09-08,GLOBEX,-7.2500,-4.5000,3.5000,-8.0000
3,LOW,2026-02-19,RTH,0.5422,HIGH,0.2239,HIGH,2+,2026-02-19,RTH,14.2500,1.5000,26.0000,17.2500
3,LOW,2026-02-03,GLOBEX,-0.5774,NORMAL_LOW,0.2239,HIGH,0,2026-02-03,GLOBEX,11.5000,10.7500,-1.5000,-2.5000
3,HIGH,2025-12-10,GLOBEX,-0.0663,NORMAL_LOW,0.2240,HIGH,2+,2025-12-10,GLOBEX,-1.0000,-1.7500,0.5000,-16.5000
3,LOW,2026-08-04,GLOBEX,-0.5569,NORMAL_LOW,0.2240,HIGH,0,2026-08-04,GLOBEX,-2.2500,0.2500,-18.0000,13.0000
5,HIGH,2026-01-29,GLOBEX,0.9846,HIGH,0.2240,HIGH,2+,2026-01-29,GLOBEX,-0.2500,-5.5000,0.0000,-9.7500
5,LOW,2026-07-08,GLOBEX,0.0320,NORMAL_LOW,0.2240,HIGH,1,2026-07-08,GLOBEX,1.0000,20.5000,-4.0000,-46.7500
3,LOW,2026-05-22,RTH,0.9224,HIGH,0.2241,HIGH,2+,2026-05-22,RTH,-0.5000,6.7500,7.0000,-25.7500
5,HIGH,2026-08-18,RTH,0.3598,NORMAL_LOW,0.2241,HIGH,1,2026-08-18,RTH,5.7500,4.7500,-6.0000,6.5000
3,HIGH,2026-06-23,RTH,-0.3946,NORMAL_LOW,0.2241,HIGH,0,2026-06-23,GLOBEX,10.7500,0.2500,-26.7500,57.5000
3,LOW,2026-02-13,GLOBEX,-0.1696,NORMAL_LOW,0.2242,HIGH,1,2026-02-13,GLOBEX,-9.5000,-15.5000,-22.0000,-19.2500
5,LOW,2026-04-27,GLOBEX,2.4414,HIGH,0.2242,HIGH,2+,2026-04-27,GLOBEX,0.7500,1.7500,2.7500,-8.5000
3,LOW,2026-07-09,GLOBEX,0.9364,HIGH,0.2242,HIGH,0,2026-07-09,GLOBEX,-12.2500,5.7500,5.2500,-42.5000
3,HIGH,2026-02-05,GLOBEX,-0.3172,NORMAL_LOW,0.2242,HIGH,0,2026-02-05,GLOBEX,-17.0000,-3.7500,-18.5000,-27.2500
5,LOW,2026-01-13,GLOBEX,-0.1923,NORMAL_LOW,0.2243,HIGH,2+,2026-01-13,GLOBEX,-7.2500,-5.2500,1.2500,17.0000
5,HIGH,2025-12-30,RTH,0.4907,NORMAL_LOW,0.2243,HIGH,2+,2025-12-30,RTH,-35.5000,-40.0000,-64.7500,-16.2500
3,HIGH,2026-08-04,GLOBEX,1.0631,HIGH,0.2243,HIGH,0,2026-08-24,RTH,22.5000,7.5000,17.2500,63.2500
3,LOW,2026-01-12,GLOBEX,-0.2255,NORMAL_LOW,0.2243,HIGH,2+,2026-01-12,GLOBEX,9.5000,8.2500,9.2500,134.0000
3,LOW,2026-04-29,RTH,-0.3976,NORMAL_LOW,0.2244,HIGH,1,2026-04-29,RTH,-13.2500,-1.7500,-14.2500,10.5000
3,HIGH,2026-03-02,GLOBEX,0.5072,HIGH,0.2244,HIGH,2+,2026-03-02,GLOBEX,13.5000,19.2500,18.2500,-4.5000
3,LOW,2026-02-03,RTH,0.4045,NORMAL_LOW,0.2244,HIGH,0,2026-02-03,RTH,-18.7500,-20.7500,18.5000,30.2500
3,LOW,2026-05-19,RTH,1.4314,HIGH,0.2245,HIGH,0,2026-05-19,RTH,27.0000,27.7500,2.2500,-22.0000
3,HIGH,2026-08-23,GLOBEX,-0.3977,NORMAL_LOW,0.2245,HIGH,0,2026-08-25,GLOBEX,10.5000,-2.7500,-0.7500,13.2500
3,LOW,2026-04-20,GLOBEX,-0.2568,NORMAL_LOW,0.2245,HIGH,0,2026-04-20,GLOBEX,-21.2500,-4.5000,6.0000,28.7500
3,HIGH,2026-04-02,GLOBEX,-0.5355,NORMAL_LOW,0.2245,HIGH,1,2026-04-02,GLOBEX,6.7500,16.0000,-2.7500,-9.5000
3,LOW,2025-12-07,GLOBEX,-0.0427,NORMAL_LOW,0.2246,HIGH,0,2025-12-07,GLOBEX,5.5000,3.2500,5.2500,4.0000
3,LOW,2026-06-29,GLOBEX,0.0570,NORMAL_LOW,0.2246,HIGH,0,2026-07-01,GLOBEX,-19.7500,1.2500,0.0000,46.5000
3,LOW,2026-09-02,GLOBEX,5.7632,HIGH,0.2246,HIGH,2+,2026-09-02,GLOBEX,-7.7500,-13.7500,-23.5000,-55.2500
3,LOW,2026-02-03,GLOBEX,-0.2553,NORMAL_LOW,0.2246,HIGH,0,2026-02-03,GLOBEX,-12.0000,-2.5000,3.0000,3.0000
3,HIGH,2025-12-04,RTH,0.9721,HIGH,0.2246,HIGH,0,2025-12-04,RTH,-3.5000,-21.7500,-17.7500,-30.5000
5,LOW,2026-07-29,RTH,0.1488,NORMAL_LOW,0.2246,HIGH,1,2026-07-29,RTH,-60.7500,-18.7500,-11.2500,-84.2500
3,HIGH,2026-02-18,RTH,-0.9522,NORMAL_LOW,0.2246,HIGH,2+,2026-02-19,GLOBEX,7.5000,14.7500,19.7500,49.5000
3,HIGH,2026-05-06,RTH,0.6120,HIGH,0.2247,HIGH,0,2026-06-09,RTH,89.5000,50.7500,70.7500,-198.2500
3,LOW,2026-05-08,RTH,1.5823,HIGH,0.2247,HIGH,0,2026-05-12,GLOBEX,14.2500,10.7500,-15.5000,8.7500
3,LOW,2026-01-15,RTH,0.2804,NORMAL_LOW,0.2248,HIGH,1,2026-01-15,RTH,2.2500,9.2500,-14.2500,-35.2500
3,HIGH,2026-07-30,GLOBEX,0.7598,HIGH,0.2248,HIGH,0,2026-07-30,GLOBEX,-3.7500,-21.2500,-4.7500,70.7500
5,LOW,2026-01-06,GLOBEX,0.0676,NORMAL_LOW,0.2249,HIGH,2+,2026-01-07,GLOBEX,1.5000,1.0000,6.7500,5.5000
3,HIGH,2026-02-19,GLOBEX,0.3188,NORMAL_LOW,0.2249,HIGH,1,2026-02-19,RTH,48.2500,48.2500,30.2500,60.2500
5,LOW,2026-05-20,RTH,1.0561,HIGH,0.2249,HIGH,0,2026-05-20,GLOBEX,-49.5000,-53.0000,-54.7500,-37.7500
3,HIGH,2026-02-06,GLOBEX,3.8165,HIGH,0.2249,HIGH,0,2026-02-06,GLOBEX,-8.2500,-7.0000,22.5000,-22.7500
5,LOW,2025-12-16,GLOBEX,1.0520,HIGH,0.2249,HIGH,0,2025-12-16,GLOBEX,-3.5000,-26.0000,-27.2500,11.0000
3,LOW,2026-01-13,GLOBEX,4.1234,HIGH,0.2249,HIGH,0,2026-01-13,RTH,-18.5000,-28.2500,-34.7500,-29.2500
5,HIGH,2026-02-12,RTH,0.1604,NORMAL_LOW,0.2250,HIGH,2+,2026-02-12,RTH,-33.2500,-16.5000,-22.5000,43.5000
3,HIGH,2026-04-05,GLOBEX,0.1178,NORMAL_LOW,0.2250,HIGH,0,2026-04-07,RTH,15.7500,34.5000,32.7500,-5.0000
5,HIGH,2026-01-12,GLOBEX,1.2483,HIGH,0.2250,HIGH,2+,2026-01-14,RTH,45.2500,49.5000,128.5000,121.0000
3,LOW,2026-01-28,GLOBEX,0.5678,HIGH,0.2250,HIGH,0,2026-01-28,GLOBEX,8.5000,8.2500,23.2500,6.7500
3,LOW,2026-01-29,RTH,2.7930,HIGH,0.2252,HIGH,0,2026-01-29,GLOBEX,22.2500,33.0000,58.5000,37.5000
3,LOW,2026-03-11,GLOBEX,1.7248,HIGH,0.2252,HIGH,0,2026-03-11,GLOBEX,-3.2500,-0.7500,-14.7500,-29.2500
3,HIGH,2026-05-12,RTH,1.1090,HIGH,0.2252,HIGH,0,2026-05-12,RTH,-4.2500,-21.2500,-5.7500,-67.7500
3,LOW,2026-08-05,RTH,-0.1174,NORMAL_LOW,0.2252,HIGH,0,2026-08-05,RTH,-22.0000,22.7500,0.0000,23.5000
5,HIGH,2026-07-07,RTH,0.4289,NORMAL_LOW,0.2252,HIGH,0,2026-07-07,RTH,1.0000,31.7500,72.5000,14.5000
3,LOW,2026-08-24,GLOBEX,4.0142,HIGH,0.2253,HIGH,0,2026-08-24,GLOBEX,-3.5000,41.7500,48.7500,53.0000
3,HIGH,2026-01-28,GLOBEX,0.3990,NORMAL_LOW,0.2253,HIGH,0,2026-01-28,GLOBEX,7.7500,42.7500,20.0000,25.5000
3,HIGH,2026-04-06,GLOBEX,2.0250,HIGH,0.2255,HIGH,2+,2026-04-06,GLOBEX,-15.2500,-19.0000,7.2500,-28.0000
3,HIGH,2026-02-08,GLOBEX,0.5208,HIGH,0.2255,HIGH,0,2026-02-09,GLOBEX,2.5000,5.7500,-7.5000,-2.2500
3,HIGH,2025-11-26,RTH,1.3291,HIGH,0.2255,HIGH,0,2025-11-27,RTH,-2.7500,2.2500,-2.0000,-7.5000
3,LOW,2026-07-07,GLOBEX,-0.1036,NORMAL_LOW,0.2255,HIGH,1,2026-07-07,GLOBEX,-24.7500,-15.0000,17.0000,-22.5000
5,LOW,2026-02-09,GLOBEX,0.2050,NORMAL_LOW,0.2256,HIGH,0,2026-02-09,GLOBEX,3.2500,9.5000,14.0000,-9.5000
5,HIGH,2026-01-05,RTH,0.2406,NORMAL_LOW,0.2256,HIGH,1,2026-01-05,RTH,-2.2500,9.0000,28.2500,12.2500
3,LOW,2026-08-07,RTH,0.9410,HIGH,0.2257,HIGH,0,2026-08-07,RTH,-18.5000,-18.5000,-42.0000,21.7500
