date,type,direction,baseline_pnl,adx_pnl
2025-06-02,OR5_HIGH_SHORT,SHORT,58,58
2025-06-02,FLOOR_PIVOT_SHORT,SHORT,58,58
2025-06-02,5D_OR_MID_SHORT,SHORT,88,88
2025-06-02,PD_IB_HIGH_LONG,LONG,-122,-122
2025-06-02,PD_VAL_LONG,LONG,-122,-122
2025-06-02,2D_POC_LONG,LONG,-122,-122
2025-06-02,PD2_VAL_LONG,LONG,-122,-122
2025-06-02,PD_OR_MID_LONG,LONG,-122,-122
2025-06-02,FLOOR_S1_LONG,LONG,-122,-122
2025-06-02,PD_IB_MID_LONG,LONG,-122,-122
2025-06-02,OR5_LOW_LONG,LONG,-122,-122
2025-06-02,DAILY_OPEN_LONG,LONG,-122,-122
2025-06-02,WEEKLY_OPEN_LONG,LONG,-122,-122
2025-06-02,MONTHLY_OPEN_LONG,LONG,-122,-122
2025-06-02,PD_LOW_LONG,LONG,88,88
2025-06-02,PD_IB_LOW_LONG,LONG,88,88
2025-06-02,IB_HIGH_SHORT,SHORT,58,58
2025-06-02,PM_VAH_SHORT,SHORT,58,58
2025-06-02,3M_VAH_SHORT,SHORT,58,58
2025-06-02,M1_VAH_SHORT,SHORT,58,58
2025-06-02,PD2_VAH_SHORT,SHORT,-85,-85
2025-06-02,PD_POC_SHORT,SHORT,-54.5,-54.5
2025-06-02,PD_CLOSE_SHORT,SHORT,-22.5,-22.5
2025-06-02,PD_VAH_SHORT,SHORT,-20,-20
2025-06-02,PD_HIGH_SHORT,SHORT,58,58
2025-06-02,IB_BEARISH,SHORT,-430.3000000000029,-430.3000000000029
2025-06-02,TRT_SHORT,SHORT,-453,-453
2025-06-02,STOP_SWEEP_LONG,LONG,88,88
2025-06-02,STOP_SWEEP_LONG,LONG,88,88
2025-06-03,DAILY_OPEN_LONG,LONG,78,78
2025-06-03,3M_VAH_LONG,LONG,78,78
2025-06-03,M1_VAH_LONG,LONG,78,78
2025-06-03,OR5_LOW_SHORT,SHORT,-182,-182
2025-06-03,PD_LOW_LONG,LONG,118,118
2025-06-03,FLOOR_S1_SHORT,SHORT,-182,-182
2025-06-03,OR5_HIGH_SHORT,SHORT,-182,-182
2025-06-03,PD_VAL_SHORT,SHORT,78,78
2025-06-03,IB_HIGH_LONG,LONG,78,78
2025-06-03,FLOOR_PIVOT_SHORT,SHORT,-182,-182
2025-06-03,PW_HIGH_SHORT,SHORT,-182,-182
2025-06-03,PD_POC_SHORT,SHORT,78,78
2025-06-03,PD_CLOSE_SHORT,SHORT,78,78
2025-06-03,PD_VAH_SHORT,SHORT,78,78
2025-06-03,PD_HIGH_SHORT,SHORT,78,78
2025-06-03,IB_BULLISH,LONG,281,281
2025-06-03,OPEN_TEST_DRIVE_SHORT,SHORT,-214.22499999999854,-214.22499999999854
2025-06-03,TRT_SHORT,SHORT,-222.87999999999738,-222.87999999999738
2025-06-03,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-03,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-04,PD_POC_SHORT,SHORT,78,78
2025-06-04,PD_CLOSE_SHORT,SHORT,78,78
2025-06-04,OR5_HIGH_SHORT,SHORT,78,78
2025-06-04,PD_VAH_SHORT,SHORT,78,78
2025-06-04,PD_VAL_LONG,LONG,-182,-182
2025-06-04,FLOOR_PIVOT_LONG,LONG,-182,-182
2025-06-04,DAILY_OPEN_LONG,LONG,-182,-182
2025-06-04,OR5_LOW_LONG,LONG,78,78
2025-06-04,3M_VAH_LONG,LONG,78,78
2025-06-04,M1_VAH_LONG,LONG,78,78
2025-06-04,2D_POC_LONG,LONG,78,78
2025-06-04,PW_HIGH_LONG,LONG,78,78
2025-06-04,FLOOR_S1_LONG,LONG,118,118
2025-06-04,PD_LOW_LONG,LONG,118,118
2025-06-04,IB_LOW_LONG,LONG,78,78
2025-06-04,IB_HIGH_SHORT,SHORT,78,78
2025-06-04,PD_HIGH_SHORT,SHORT,78,78
2025-06-04,VALUE_AREA_RESPONSIVE_SHORT,SHORT,13.75,13.75
2025-06-04,VALUE_AREA_RESPONSIVE_LONG,LONG,53,53
2025-06-04,TRT_SHORT,SHORT,75,75
2025-06-04,STOP_SWEEP_LONG,LONG,88,88
2025-06-04,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-05,PD_IB_HIGH_LONG,LONG,-182,-182
2025-06-05,3M_VAH_LONG,LONG,-182,-182
2025-06-05,M1_VAH_LONG,LONG,-182,-182
2025-06-05,OR5_LOW_LONG,LONG,78,78
2025-06-05,PD_OR_MID_LONG,LONG,118,118
2025-06-05,2D_POC_LONG,LONG,118,118
2025-06-05,PD_POC_LONG,LONG,78,78
2025-06-05,PD_IB_LOW_LONG,LONG,78,78
2025-06-05,PD_IB_MID_SHORT,SHORT,78,78
2025-06-05,PD2_VAH_SHORT,SHORT,78,78
2025-06-05,DAILY_OPEN_SHORT,SHORT,118,118
2025-06-05,FLOOR_R1_SHORT,SHORT,-182,-182
2025-06-05,OR5_HIGH_SHORT,SHORT,-182,-182
2025-06-05,IB_HIGH_SHORT,SHORT,-182,-182
2025-06-05,PD_VAH_SHORT,SHORT,118,118
2025-06-05,PD_HIGH_SHORT,SHORT,78,78
2025-06-05,FLOOR_PIVOT_LONG,LONG,118,118
2025-06-05,IB_LOW_LONG,LONG,118,118
2025-06-05,PW_HIGH_LONG,LONG,118,118
2025-06-05,PD_VAL_LONG,LONG,78,78
2025-06-05,PD2_VAL_LONG,LONG,118,-182
2025-06-05,PD_CLOSE_LONG,LONG,78,78
2025-06-05,5D_OR_MID_LONG,LONG,78,78
2025-06-05,PD_LOW_LONG,LONG,118,143.5
2025-06-05,IB_BEARISH,SHORT,-175.08000000000175,-175.08000000000175
2025-06-05,OPEN_TEST_DRIVE_SHORT,SHORT,-263.3000000000029,-263.3000000000029
2025-06-05,VALUE_AREA_RESPONSIVE_SHORT,SHORT,-75,-75
2025-06-05,TRT_LONG,LONG,77.5,77.5
2025-06-05,VWAP_MAGNET_LONG,LONG,-62,-62
2025-06-05,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-05,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-06,PD_VAL_LONG,LONG,118,118
2025-06-06,PD_CLOSE_LONG,LONG,118,118
2025-06-06,PD_IB_MID_LONG,LONG,118,118
2025-06-06,FLOOR_PIVOT_LONG,LONG,118,118
2025-06-06,OR5_LOW_LONG,LONG,118,118
2025-06-06,3M_VAH_LONG,LONG,118,118
2025-06-06,M1_VAH_LONG,LONG,118,118
2025-06-06,2D_POC_LONG,LONG,118,118
2025-06-06,PD2_VAH_LONG,LONG,118,118
2025-06-06,PD_OR_MID_LONG,LONG,118,118
2025-06-06,DAILY_OPEN_LONG,LONG,118,118
2025-06-06,PD_POC_SHORT,SHORT,78,78
2025-06-06,OR5_HIGH_SHORT,SHORT,78,78
2025-06-06,PD_IB_HIGH_SHORT,SHORT,78,78
2025-06-06,PD_VAH_SHORT,SHORT,78,78
2025-06-06,FLOOR_R1_SHORT,SHORT,78,78
2025-06-06,IB_LOW_LONG,LONG,118,118
2025-06-06,PD_HIGH_SHORT,SHORT,78,78
2025-06-06,IB_HIGH_SHORT,SHORT,78,78
2025-06-06,PD2_VAL_LONG,LONG,118,118
2025-06-06,PD_LOW_LONG,LONG,78,78
2025-06-06,FLOOR_S1_LONG,LONG,78,78
2025-06-06,IB_BULLISH,LONG,-139,-139
2025-06-06,OPEN_TEST_DRIVE_LONG,LONG,51.25,51.25
2025-06-06,VALUE_AREA_RESPONSIVE_SHORT,SHORT,39,39
2025-06-06,VALUE_AREA_RESPONSIVE_LONG,LONG,20.5,20.5
2025-06-06,TRT_SHORT,SHORT,-169.12000000000262,-169.12000000000262
2025-06-06,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-06,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-09,PD_LOW_LONG,LONG,58,58
2025-06-09,PD_IB_LOW_LONG,LONG,58,58
2025-06-09,FLOOR_S1_LONG,LONG,58,58
2025-06-09,OR5_LOW_LONG,LONG,58,58
2025-06-09,PD_OR_MID_LONG,LONG,58,58
2025-06-09,DAILY_OPEN_SHORT,SHORT,-122,-122
2025-06-09,WEEKLY_OPEN_SHORT,SHORT,-122,-122
2025-06-09,PD_IB_MID_SHORT,SHORT,-122,-122
2025-06-09,OR5_HIGH_SHORT,SHORT,-122,-122
2025-06-09,FLOOR_PIVOT_SHORT,SHORT,-122,-122
2025-06-09,PD_VAL_SHORT,SHORT,-122,-122
2025-06-09,PD_CLOSE_SHORT,SHORT,-122,-122
2025-06-09,2D_POC_SHORT,SHORT,-122,-122
2025-06-09,3M_VAH_SHORT,SHORT,26.5,26.5
2025-06-09,M1_VAH_SHORT,SHORT,26.5,26.5
2025-06-09,PD_POC_SHORT,SHORT,58,58
2025-06-09,PD_IB_HIGH_SHORT,SHORT,58,58
2025-06-09,PD2_VAH_SHORT,SHORT,58,58
2025-06-09,PD_VAH_SHORT,SHORT,58,58
2025-06-09,PD_HIGH_SHORT,SHORT,58,58
2025-06-09,FLOOR_R1_SHORT,SHORT,58,58
2025-06-09,IB_HIGH_LONG,LONG,58,58
2025-06-09,OPEN_TEST_DRIVE_SHORT,SHORT,-134.5,-134.5
2025-06-09,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-09,STOP_SWEEP_LONG,LONG,58,58
2025-06-10,PD_VAL_LONG,LONG,-182,-182
2025-06-10,PD_IB_HIGH_LONG,LONG,-182,-182
2025-06-10,DAILY_OPEN_LONG,LONG,-182,-182
2025-06-10,PD2_VAH_LONG,LONG,-182,-182
2025-06-10,2D_POC_SHORT,SHORT,78,78
2025-06-10,OR5_HIGH_SHORT,SHORT,78,78
2025-06-10,PD_POC_SHORT,SHORT,78,78
2025-06-10,3M_VAH_SHORT,SHORT,78,78
2025-06-10,M1_VAH_SHORT,SHORT,78,78
2025-06-10,FLOOR_PIVOT_SHORT,SHORT,118,118
2025-06-10,IB_HIGH_SHORT,SHORT,78,78
2025-06-10,PD_IB_MID_LONG,LONG,78,78
2025-06-10,PD_OR_MID_LONG,LONG,78,78
2025-06-10,PD2_VAL_LONG,LONG,78,78
2025-06-10,FLOOR_S1_SHORT,SHORT,-182,-182
2025-06-10,OR5_LOW_SHORT,SHORT,-182,-182
2025-06-10,IB_LOW_SHORT,SHORT,-182,-182
2025-06-10,PD_VAH_SHORT,SHORT,78,78
2025-06-10,PW_HIGH_SHORT,SHORT,78,78
2025-06-10,PD_CLOSE_SHORT,SHORT,78,78
2025-06-10,PD_HIGH_SHORT,SHORT,78,78
2025-06-10,IB_BEARISH,SHORT,-71.9800000000032,-71.9800000000032
2025-06-10,OPEN_TEST_DRIVE_LONG,LONG,-126.5,-126.5
2025-06-10,VALUE_AREA_RESPONSIVE_LONG,LONG,93.25,93.25
2025-06-10,TRT_SHORT,SHORT,51.25,51.25
2025-06-10,STOP_SWEEP_LONG,LONG,88,88
2025-06-10,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-11,OR5_LOW_LONG,LONG,78,78
2025-06-11,PD_POC_SHORT,SHORT,78,78
2025-06-11,FLOOR_PIVOT_LONG,LONG,118,118
2025-06-11,PW_HIGH_LONG,LONG,118,118
2025-06-11,OR5_HIGH_SHORT,SHORT,78,78
2025-06-11,DAILY_OPEN_SHORT,SHORT,78,78
2025-06-11,FLOOR_R1_SHORT,SHORT,78,78
2025-06-11,IB_HIGH_SHORT,SHORT,78,78
2025-06-11,PD_VAH_SHORT,SHORT,78,78
2025-06-11,PD_HIGH_SHORT,SHORT,78,78
2025-06-11,IB_LOW_LONG,LONG,78,78
2025-06-11,PD_VAL_LONG,LONG,-182,-182
2025-06-11,PD_CLOSE_LONG,LONG,-182,-182
2025-06-11,PD_IB_HIGH_LONG,LONG,-182,-182
2025-06-11,3M_VAH_LONG,LONG,-182,-182
2025-06-11,M1_VAH_LONG,LONG,-182,-182
2025-06-11,PD2_VAH_LONG,LONG,-182,-182
2025-06-11,PD_IB_MID_LONG,LONG,118,75.5
2025-06-11,PD_OR_MID_LONG,LONG,118,75.5
2025-06-11,2D_POC_LONG,LONG,118,75.5
2025-06-11,PD_IB_LOW_LONG,LONG,78,78
2025-06-11,PD2_VAL_LONG,LONG,78,78
2025-06-11,PD_LOW_LONG,LONG,118,161.5
2025-06-11,5D_OR_MID_LONG,LONG,118,161.5
2025-06-11,VALUE_AREA_RESPONSIVE_SHORT,SHORT,133,133
2025-06-11,TRT_LONG,LONG,73,73
2025-06-11,BRACKET_BREAKOUT_LONG,LONG,-209,-209
2025-06-11,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-11,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-12,FLOOR_S1_LONG,LONG,118,118
2025-06-12,DAILY_OPEN_LONG,LONG,118,118
2025-06-12,PD2_VAL_LONG,LONG,118,118
2025-06-12,PD_LOW_LONG,LONG,118,118
2025-06-12,OR5_LOW_LONG,LONG,118,118
2025-06-12,OR5_HIGH_SHORT,SHORT,-182,-182
2025-06-12,2D_POC_SHORT,SHORT,-182,-182
2025-06-12,5D_OR_MID_SHORT,SHORT,-182,-182
2025-06-12,PD_VAL_SHORT,SHORT,78,78
2025-06-12,FLOOR_PIVOT_SHORT,SHORT,-78.5,-78.5
2025-06-12,PD_IB_LOW_SHORT,SHORT,-62,-62
2025-06-12,PD_CLOSE_SHORT,SHORT,-31.5,-31.5
2025-06-12,PD2_VAH_SHORT,SHORT,-31.5,-31.5
2025-06-12,PW_HIGH_SHORT,SHORT,78,78
2025-06-12,PD_POC_SHORT,SHORT,78,78
2025-06-12,PD_VAH_SHORT,SHORT,78,78
2025-06-12,PD_IB_MID_SHORT,SHORT,78,78
2025-06-12,3M_VAH_SHORT,SHORT,78,78
2025-06-12,M1_VAH_SHORT,SHORT,78,78
2025-06-12,PD_HIGH_SHORT,SHORT,78,78
2025-06-12,IB_HIGH_LONG,LONG,78,78
2025-06-12,OPEN_TEST_DRIVE_LONG,LONG,153,153
2025-06-12,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-12,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-13,PD_POC_SHORT,SHORT,78,78
2025-06-13,OR5_HIGH_SHORT,SHORT,78,78
2025-06-13,10D_IB_MID_LONG,LONG,-182,-182
2025-06-13,FLOOR_PIVOT_LONG,LONG,78,78
2025-06-13,DAILY_OPEN_LONG,LONG,78,78
2025-06-13,PD_VAL_LONG,LONG,78,78
2025-06-13,PD_CLOSE_LONG,LONG,78,78
2025-06-13,OR5_LOW_LONG,LONG,78,78
2025-06-13,IB_LOW_SHORT,SHORT,-182,-182
2025-06-13,FLOOR_R1_SHORT,SHORT,78,78
2025-06-13,IB_HIGH_SHORT,SHORT,78,78
2025-06-13,PD_IB_LOW_SHORT,SHORT,78,78
2025-06-13,PD_VAH_SHORT,SHORT,78,78
2025-06-13,PD_OR_MID_SHORT,SHORT,78,78
2025-06-13,PD_HIGH_SHORT,SHORT,78,78
2025-06-13,PD_IB_MID_SHORT,SHORT,78,78
2025-06-13,PD_LOW_LONG,LONG,78,78
2025-06-13,IB_BULLISH,LONG,-152,-152
2025-06-13,OPEN_TEST_DRIVE_LONG,LONG,-250.5,-250.5
2025-06-13,VALUE_AREA_RESPONSIVE_SHORT,SHORT,160,160
2025-06-13,VALUE_AREA_RESPONSIVE_LONG,LONG,-39,-39
2025-06-13,TRT_LONG,LONG,-333.1200000000026,-333.1200000000026
2025-06-13,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-13,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-16,FLOOR_PIVOT_LONG,LONG,58,58
2025-06-16,PW_HIGH_LONG,LONG,58,58
2025-06-16,OR5_HIGH_SHORT,SHORT,-122,-122
2025-06-16,PD_VAL_SHORT,SHORT,-122,-122
2025-06-16,PD_POC_SHORT,SHORT,-122,-122
2025-06-16,PD_CLOSE_SHORT,SHORT,-122,-122
2025-06-16,IB_HIGH_LONG,LONG,58,58
2025-06-16,PD_VAH_SHORT,SHORT,58,58
2025-06-16,PD_HIGH_SHORT,SHORT,58,58
2025-06-16,C_STANDALONE_UP,LONG,225.5,225.5
2025-06-16,BRACKET_BREAKOUT_LONG,LONG,191,191
2025-06-16,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-16,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-17,DAILY_OPEN_LONG,LONG,78,78
2025-06-17,PW_HIGH_LONG,LONG,78,78
2025-06-17,PD_IB_MID_LONG,LONG,78,78
2025-06-17,PD_POC_SHORT,SHORT,118,118
2025-06-17,OR5_HIGH_SHORT,SHORT,78,78
2025-06-17,PD_VAH_SHORT,SHORT,78,78
2025-06-17,PD_HIGH_SHORT,SHORT,78,78
2025-06-17,IB_HIGH_SHORT,SHORT,78,78
2025-06-17,IB_LOW_LONG,LONG,-182,-182
2025-06-17,PD_IB_LOW_LONG,LONG,-182,-182
2025-06-17,PD_VAL_LONG,LONG,-25,-25
2025-06-17,PD_CLOSE_LONG,LONG,-25,-25
2025-06-17,PD_OR_MID_LONG,LONG,78,78
2025-06-17,FLOOR_PIVOT_LONG,LONG,78,78
2025-06-17,IB_BULLISH,LONG,70,70
2025-06-17,C_STANDALONE_UP,LONG,39,39
2025-06-17,VALUE_AREA_RESPONSIVE_SHORT,SHORT,31.5,31.5
2025-06-17,VWAP_MAGNET_LONG,LONG,38,38
2025-06-17,STOP_SWEEP_SHORT,SHORT,58,58
2025-06-17,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-18,PD_CLOSE_LONG,LONG,78,78
2025-06-18,PD_VAL_SHORT,SHORT,-182,-182
2025-06-18,PD_OR_MID_SHORT,SHORT,-182,-182
2025-06-18,OR5_HIGH_SHORT,SHORT,-182,-182
2025-06-18,DAILY_OPEN_SHORT,SHORT,-182,-182
2025-06-18,PD_IB_LOW_SHORT,SHORT,78,78
2025-06-18,PD_POC_SHORT,SHORT,78,78
2025-06-18,PD_IB_MID_SHORT,SHORT,78,78
2025-06-18,PW_HIGH_SHORT,SHORT,78,78
2025-06-18,PD_VAH_SHORT,SHORT,78,78
2025-06-18,PD_HIGH_SHORT,SHORT,78,78
2025-06-18,PD_IB_HIGH_SHORT,SHORT,78,78
2025-06-18,IB_HIGH_LONG,LONG,-182,-182
2025-06-18,IB_LOW_LONG,LONG,78,78
2025-06-18,FLOOR_PIVOT_LONG,LONG,118,118
2025-06-18,5D_OR_MID_LONG,LONG,118,118
2025-06-18,C_STANDALONE_UP,LONG,164.5,164.5
2025-06-18,VALUE_AREA_RESPONSIVE_SHORT,SHORT,17.5,17.5
2025-06-18,VALUE_AREA_RESPONSIVE_LONG,LONG,-50.5,-50.5
2025-06-18,VWAP_MAGNET_LONG,LONG,58,58
2025-06-18,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-18,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-19,PD_VAH_LONG,LONG,-182,-182
2025-06-19,PD_POC_LONG,LONG,-59.5,-59.5
2025-06-19,PD_VAL_LONG,LONG,-5,-5
2025-06-19,FLOOR_R1_LONG,LONG,-5,-5
2025-06-19,IB_BEARISH,SHORT,-58.5,-58.5
2025-06-19,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-19,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-20,OR5_HIGH_SHORT,SHORT,78,78
2025-06-20,PD_HIGH_SHORT,SHORT,78,78
2025-06-20,PD2_VAH_LONG,LONG,-182,-182
2025-06-20,DAILY_OPEN_LONG,LONG,-182,-182
2025-06-20,3M_VAH_LONG,LONG,-182,-182
2025-06-20,M1_VAH_LONG,LONG,-182,-182
2025-06-20,FLOOR_R1_LONG,LONG,-182,-182
2025-06-20,PW_HIGH_LONG,LONG,-182,-182
2025-06-20,2D_POC_LONG,LONG,-182,-182
2025-06-20,OR5_LOW_LONG,LONG,-182,-182
2025-06-20,PD2_VAL_LONG,LONG,-182,-182
2025-06-20,PD_VAH_LONG,LONG,78,78
2025-06-20,FLOOR_PIVOT_LONG,LONG,78,78
2025-06-20,10D_IB_MID_LONG,LONG,78,78
2025-06-20,PD_POC_LONG,LONG,-182,-182
2025-06-20,PD_CLOSE_LONG,LONG,78,78
2025-06-20,5D_OR_MID_LONG,LONG,78,78
2025-06-20,PD_VAL_LONG,LONG,78,78
2025-06-20,PD_IB_HIGH_LONG,LONG,78,78
2025-06-20,PD_LOW_LONG,LONG,118,118
2025-06-20,IB_BEARISH,SHORT,457,457
2025-06-20,OPEN_TEST_DRIVE_LONG,LONG,-130.5,-130.5
2025-06-20,VWAP_MAGNET_LONG,LONG,58,58
2025-06-20,STOP_SWEEP_LONG,LONG,88,88
2025-06-20,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-23,FLOOR_S1_SHORT,SHORT,-122,-122
2025-06-23,DAILY_OPEN_SHORT,SHORT,-122,-122
2025-06-23,WEEKLY_OPEN_SHORT,SHORT,-122,-122
2025-06-23,2D_POC_SHORT,SHORT,-122,-122
2025-06-23,OR5_HIGH_SHORT,SHORT,-122,-122
2025-06-23,PD_VAL_SHORT,SHORT,-122,-122
2025-06-23,10D_IB_MID_SHORT,SHORT,-122,-122
2025-06-23,FLOOR_PIVOT_SHORT,SHORT,-122,-122
2025-06-23,PD_IB_LOW_SHORT,SHORT,58,58
2025-06-23,IB_HIGH_LONG,LONG,-122,-122
2025-06-23,5D_OR_MID_LONG,LONG,-122,-122
2025-06-23,OR5_LOW_LONG,LONG,88,148
2025-06-23,IB_LOW_LONG,LONG,88,148
2025-06-23,PD_POC_SHORT,SHORT,-76,-76
2025-06-23,M1_VAH_SHORT,SHORT,-76,-76
2025-06-23,PD_CLOSE_SHORT,SHORT,58,58
2025-06-23,PD_IB_MID_SHORT,SHORT,58,58
2025-06-23,PD_OR_MID_SHORT,SHORT,58,58
2025-06-23,3M_VAH_SHORT,SHORT,58,58
2025-06-23,PD_VAH_SHORT,SHORT,58,58
2025-06-23,PD_HIGH_SHORT,SHORT,58,58
2025-06-23,OPEN_TEST_DRIVE_LONG,LONG,-233,-233
2025-06-23,VWAP_MAGNET_SHORT,SHORT,-62,-62
2025-06-23,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-23,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-24,FLOOR_S1_SHORT,SHORT,-182,-182
2025-06-24,OR5_HIGH_SHORT,SHORT,-182,-182
2025-06-24,DAILY_OPEN_SHORT,SHORT,-182,-182
2025-06-24,PD_VAL_SHORT,SHORT,78,78
2025-06-24,IB_HIGH_SHORT,SHORT,-182,-182
2025-06-24,FLOOR_PIVOT_SHORT,SHORT,-89.5,-89.5
2025-06-24,PD_CLOSE_SHORT,SHORT,-30.5,-30.5
2025-06-24,PD_POC_SHORT,SHORT,7.5,7.5
2025-06-24,PD_VAH_SHORT,SHORT,45,45
2025-06-24,PD_HIGH_SHORT,SHORT,57.5,57.5
2025-06-24,IB_BEARISH,SHORT,-74.12000000000262,-74.12000000000262
2025-06-24,OPEN_TEST_DRIVE_LONG,LONG,251,251
2025-06-24,BRACKET_BREAKOUT_LONG,LONG,251.5,251.5
2025-06-24,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-24,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-25,OR5_HIGH_LONG,LONG,-182,-182
2025-06-25,PD_HIGH_SHORT,SHORT,78,78
2025-06-25,FLOOR_R1_SHORT,SHORT,78,78
2025-06-25,DAILY_OPEN_LONG,LONG,-182,-182
2025-06-25,PD_VAH_LONG,LONG,-182,-182
2025-06-25,OR5_LOW_LONG,LONG,-182,-182
2025-06-25,FLOOR_PIVOT_LONG,LONG,78,78
2025-06-25,PD_CLOSE_LONG,LONG,78,78
2025-06-25,IB_LOW_SHORT,SHORT,78,78
2025-06-25,PD_POC_LONG,LONG,14,14
2025-06-25,2D_POC_LONG,LONG,64.5,64.5
2025-06-25,PD_VAL_LONG,LONG,78,78
2025-06-25,BRACKET_BREAKOUT_LONG,LONG,-250.8000000000029,-250.8000000000029
2025-06-25,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-25,STOP_SWEEP_SHORT,SHORT,58,58
2025-06-26,PD_IB_MID_LONG,LONG,78,78
2025-06-26,FLOOR_S1_LONG,LONG,78,78
2025-06-26,PD_OR_MID_LONG,LONG,78,78
2025-06-26,OR5_LOW_LONG,LONG,78,78
2025-06-26,PD_IB_LOW_LONG,LONG,78,78
2025-06-26,PD_LOW_LONG,LONG,78,78
2025-06-26,PD_IB_HIGH_SHORT,SHORT,-182,-182
2025-06-26,DAILY_OPEN_SHORT,SHORT,-182,-182
2025-06-26,PD_VAL_SHORT,SHORT,-182,-182
2025-06-26,OR5_HIGH_SHORT,SHORT,-182,-182
2025-06-26,IB_HIGH_SHORT,SHORT,-182,-182
2025-06-26,FLOOR_PIVOT_SHORT,SHORT,78,78
2025-06-26,PD_POC_SHORT,SHORT,-36.5,-36.5
2025-06-26,PD_CLOSE_SHORT,SHORT,-24,-24
2025-06-26,PD_VAH_SHORT,SHORT,20,20
2025-06-26,PD_HIGH_SHORT,SHORT,20,20
2025-06-26,IB_BULLISH,LONG,259,259
2025-06-26,OPEN_TEST_DRIVE_SHORT,SHORT,-167.25,-167.25
2025-06-26,BRACKET_BREAKOUT_LONG,LONG,-142,-142
2025-06-26,VWAP_MAGNET_SHORT,SHORT,38,38
2025-06-26,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-26,STOP_SWEEP_LONG,LONG,-32,-32
2025-06-27,PD_VAL_LONG,LONG,78,78
2025-06-27,FLOOR_PIVOT_LONG,LONG,78,78
2025-06-27,DAILY_OPEN_LONG,LONG,78,78
2025-06-27,OR5_HIGH_SHORT,SHORT,-182,-182
2025-06-27,PD_CLOSE_SHORT,SHORT,78,78
2025-06-27,PD_POC_SHORT,SHORT,78,78
2025-06-27,PD_VAH_SHORT,SHORT,78,78
2025-06-27,PD_HIGH_SHORT,SHORT,78,78
2025-06-27,IB_HIGH_LONG,LONG,78,78
2025-06-27,OR5_LOW_LONG,LONG,78,78
2025-06-27,IB_LOW_LONG,LONG,78,78
2025-06-27,FLOOR_S1_LONG,LONG,78,78
2025-06-27,PD_LOW_LONG,LONG,78,78
2025-06-27,IB_BULLISH,LONG,51.5,51.5
2025-06-27,OPEN_TEST_DRIVE_LONG,LONG,149.5,149.5
2025-06-27,VALUE_AREA_RESPONSIVE_SHORT,SHORT,1.75,1.75
2025-06-27,VALUE_AREA_RESPONSIVE_LONG,LONG,-28,-28
2025-06-27,BRACKET_BREAKOUT_LONG,LONG,-152.3000000000029,-152.3000000000029
2025-06-27,VWAP_MAGNET_LONG,LONG,-62,-62
2025-06-27,STOP_SWEEP_LONG,LONG,58,58
2025-06-27,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-06-30,PD_POC_LONG,LONG,58,58
2025-06-30,PD_VAL_LONG,LONG,58,58
2025-06-30,OR5_LOW_LONG,LONG,58,58
2025-06-30,PW_HIGH_LONG,LONG,58,58
2025-06-30,FLOOR_S1_LONG,LONG,58,58
2025-06-30,PD_VAH_SHORT,SHORT,88,88
2025-06-30,IB_LOW_LONG,LONG,58,58
2025-06-30,FLOOR_PIVOT_SHORT,SHORT,58,58
2025-06-30,DAILY_OPEN_SHORT,SHORT,58,58
2025-06-30,WEEKLY_OPEN_SHORT,SHORT,58,58
2025-06-30,OR5_HIGH_SHORT,SHORT,58,58
2025-06-30,IB_HIGH_SHORT,SHORT,58,58
2025-06-30,PD_LOW_LONG,LONG,58,58
2025-06-30,PD_IB_HIGH_LONG,LONG,88,88
2025-06-30,PD_CLOSE_SHORT,SHORT,-122,-122
2025-06-30,PD_HIGH_SHORT,SHORT,88,88
