date,type,direction,baseline_pnl,adx_pnl
2025-08-18,IB_HIGH_SHORT,SHORT,8.5,8.5
2025-08-18,IB_BEARISH,SHORT,-124.41999999999825,-124.41999999999825
2025-08-18,TRT_LONG,LONG,-154.62000000000262,-154.62000000000262
2025-08-18,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-18,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-19,OR5_LOW_LONG,LONG,78,78
2025-08-19,10D_IB_MID_LONG,LONG,78,78
2025-08-19,FLOOR_R1_LONG,LONG,-182,-182
2025-08-19,PD_IB_LOW_SHORT,SHORT,118,118
2025-08-19,PD_VAH_LONG,LONG,-182,-182
2025-08-19,IB_LOW_LONG,LONG,-182,-182
2025-08-19,PW_LOW_LONG,LONG,-182,-182
2025-08-19,FLOOR_PIVOT_LONG,LONG,-182,-182
2025-08-19,PM_VAH_LONG,LONG,-78.5,-78.5
2025-08-19,PD_CLOSE_LONG,LONG,-22,-22
2025-08-19,PD_POC_LONG,LONG,78,78
2025-08-19,PD_VAL_LONG,LONG,57.5,57.5
2025-08-19,PD_LOW_LONG,LONG,57.5,57.5
2025-08-19,IB_BEARISH,SHORT,501.5,501.5
2025-08-19,VWAP_MAGNET_LONG,LONG,-62,-62
2025-08-19,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-08-19,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-20,PD_VAH_LONG,LONG,-182,-182
2025-08-20,OR5_LOW_LONG,LONG,-182,-182
2025-08-20,PD_CLOSE_LONG,LONG,-182,-182
2025-08-20,PD_POC_LONG,LONG,-182,-182
2025-08-20,FLOOR_PIVOT_LONG,LONG,-182,-182
2025-08-20,M1_VAL_LONG,LONG,-182,-182
2025-08-20,PD_VAL_LONG,LONG,-182,-182
2025-08-20,FLOOR_S1_LONG,LONG,78,78
2025-08-20,MONTHLY_OPEN_LONG,LONG,78,78
2025-08-20,PD_LOW_LONG,LONG,78,78
2025-08-20,IB_LOW_SHORT,SHORT,-182,-182
2025-08-20,IB_BEARISH,SHORT,100.5,100.5
2025-08-20,VWAP_MAGNET_LONG,LONG,-62,-62
2025-08-20,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-20,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-08-21,PD_VAH_SHORT,SHORT,78,78
2025-08-21,OR5_HIGH_SHORT,SHORT,78,78
2025-08-21,DAILY_OPEN_SHORT,SHORT,78,78
2025-08-21,2D_POC_SHORT,SHORT,78,78
2025-08-21,PD_IB_MID_SHORT,SHORT,118,118
2025-08-21,PD_POC_LONG,LONG,118,118
2025-08-21,OR5_LOW_LONG,LONG,118,118
2025-08-21,PD_VAL_LONG,LONG,118,118
2025-08-21,M1_VAL_LONG,LONG,118,118
2025-08-21,FLOOR_PIVOT_LONG,LONG,78,78
2025-08-21,PD_CLOSE_SHORT,SHORT,78,78
2025-08-21,FLOOR_R1_SHORT,SHORT,78,78
2025-08-21,PD_HIGH_SHORT,SHORT,118,118
2025-08-21,IB_HIGH_LONG,LONG,-182,-182
2025-08-21,IB_LOW_LONG,LONG,78,78
2025-08-21,PD_IB_LOW_LONG,LONG,78,78
2025-08-21,PD_LOW_LONG,LONG,78,78
2025-08-21,FLOOR_S1_LONG,LONG,78,78
2025-08-21,IB_BEARISH,SHORT,-158.3399999999965,-158.3399999999965
2025-08-21,OPEN_TEST_DRIVE_LONG,LONG,-166.5,-166.5
2025-08-21,VALUE_AREA_RESPONSIVE_SHORT,SHORT,-52,-52
2025-08-21,VALUE_AREA_RESPONSIVE_LONG,LONG,28,28
2025-08-21,TRT_SHORT,SHORT,0.25,0.25
2025-08-21,VWAP_MAGNET_LONG,LONG,38,38
2025-08-21,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-21,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-22,PD_IB_MID_SHORT,SHORT,-182,-182
2025-08-22,PD_OR_MID_SHORT,SHORT,-182,-182
2025-08-22,DAILY_OPEN_SHORT,SHORT,-182,-182
2025-08-22,PD_IB_HIGH_SHORT,SHORT,-182,-182
2025-08-22,OR5_HIGH_SHORT,SHORT,-182,-182
2025-08-22,FLOOR_S1_SHORT,SHORT,78,78
2025-08-22,PD2_VAH_SHORT,SHORT,78,78
2025-08-22,FLOOR_PIVOT_SHORT,SHORT,-182,-182
2025-08-22,PM_VAH_SHORT,SHORT,-182,-182
2025-08-22,PD_VAL_SHORT,SHORT,-182,-182
2025-08-22,PD_CLOSE_SHORT,SHORT,78,78
2025-08-22,5D_OR_MID_SHORT,SHORT,78,78
2025-08-22,PW_LOW_SHORT,SHORT,78,78
2025-08-22,PD_POC_SHORT,SHORT,78,78
2025-08-22,PD_VAH_SHORT,SHORT,118,118
2025-08-22,PD_HIGH_SHORT,SHORT,78,78
2025-08-22,OPEN_TEST_DRIVE_LONG,LONG,699,699
2025-08-22,VWAP_MAGNET_SHORT,SHORT,-62,-62
2025-08-22,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-22,STOP_SWEEP_LONG,LONG,58,58
2025-08-25,PD_CLOSE_LONG,LONG,58,58
2025-08-25,DAILY_OPEN_LONG,LONG,58,58
2025-08-25,WEEKLY_OPEN_LONG,LONG,58,58
2025-08-25,PM_VAH_SHORT,SHORT,58,58
2025-08-25,5D_OR_MID_SHORT,SHORT,58,58
2025-08-25,FLOOR_PIVOT_SHORT,SHORT,88,88
2025-08-25,OR5_HIGH_SHORT,SHORT,88,88
2025-08-25,PD_LOW_LONG,LONG,88,88
2025-08-25,OR5_LOW_LONG,LONG,88,88
2025-08-25,PD_VAL_SHORT,SHORT,-122,-122
2025-08-25,PD_POC_SHORT,SHORT,-122,-122
2025-08-25,IB_HIGH_LONG,LONG,58,58
2025-08-25,FLOOR_R1_SHORT,SHORT,58,58
2025-08-25,PD_VAH_SHORT,SHORT,58,58
2025-08-25,PD_HIGH_SHORT,SHORT,58,58
2025-08-25,IB_BULLISH,LONG,200.5,200.5
2025-08-25,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-08-25,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-08-26,PD_VAL_SHORT,SHORT,78,78
2025-08-26,PD_IB_MID_SHORT,SHORT,78,78
2025-08-26,PM_VAH_SHORT,SHORT,78,78
2025-08-26,5D_OR_MID_SHORT,SHORT,78,78
2025-08-26,PD_OR_MID_LONG,LONG,78,78
2025-08-26,FLOOR_S1_LONG,LONG,78,78
2025-08-26,DAILY_OPEN_LONG,LONG,78,78
2025-08-26,OR5_LOW_LONG,LONG,78,78
2025-08-26,PD_IB_HIGH_SHORT,SHORT,118,118
2025-08-26,OR5_HIGH_SHORT,SHORT,118,118
2025-08-26,PD_IB_LOW_LONG,LONG,78,78
2025-08-26,PD_LOW_LONG,LONG,118,118
2025-08-26,PD2_VAL_SHORT,SHORT,-138.5,-138.5
2025-08-26,FLOOR_PIVOT_SHORT,SHORT,78,78
2025-08-26,PD_POC_SHORT,SHORT,78,78
2025-08-26,PD_VAH_SHORT,SHORT,78,78
2025-08-26,IB_HIGH_LONG,LONG,78,78
2025-08-26,2D_POC_SHORT,SHORT,-53.5,-53.5
2025-08-26,PD_CLOSE_SHORT,SHORT,-30.5,-30.5
2025-08-26,PD_HIGH_SHORT,SHORT,-0.5,-0.5
2025-08-26,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-26,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-27,DAILY_OPEN_SHORT,SHORT,78,78
2025-08-27,2D_POC_SHORT,SHORT,78,78
2025-08-27,PD2_VAL_SHORT,SHORT,78,78
2025-08-27,PD_VAL_SHORT,SHORT,78,78
2025-08-27,OR5_HIGH_SHORT,SHORT,78,78
2025-08-27,PD_IB_HIGH_LONG,LONG,78,78
2025-08-27,FLOOR_S1_LONG,LONG,78,78
2025-08-27,OR5_LOW_LONG,LONG,78,78
2025-08-27,PD_LOW_LONG,LONG,78,78
2025-08-27,PD_OR_MID_LONG,LONG,78,78
2025-08-27,PM_VAH_LONG,LONG,78,78
2025-08-27,FLOOR_PIVOT_SHORT,SHORT,-84.5,-84.5
2025-08-27,PD_POC_SHORT,SHORT,78,78
2025-08-27,10D_IB_MID_SHORT,SHORT,78,78
2025-08-27,PD2_VAH_SHORT,SHORT,78,78
2025-08-27,PD_CLOSE_SHORT,SHORT,78,78
2025-08-27,IB_HIGH_LONG,LONG,78,78
2025-08-27,PD_VAH_SHORT,SHORT,78,78
2025-08-27,PD_HIGH_SHORT,SHORT,78,78
2025-08-27,OPEN_TEST_DRIVE_SHORT,SHORT,-120.67500000000291,-120.67500000000291
2025-08-27,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-08-27,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-08-28,PD_VAL_LONG,LONG,78,78
2025-08-28,FLOOR_PIVOT_LONG,LONG,-182,-182
2025-08-28,OR5_HIGH_SHORT,SHORT,118,118
2025-08-28,FLOOR_S1_LONG,LONG,78,78
2025-08-28,OR5_LOW_LONG,LONG,78,78
2025-08-28,PD_LOW_LONG,LONG,118,118
2025-08-28,PD_IB_HIGH_LONG,LONG,118,118
2025-08-28,10D_IB_MID_LONG,LONG,118,118
2025-08-28,DAILY_OPEN_SHORT,SHORT,-182,-182
2025-08-28,IB_HIGH_SHORT,SHORT,78,78
2025-08-28,PD_CLOSE_SHORT,SHORT,-18.5,-18.5
2025-08-28,PD_POC_SHORT,SHORT,1.5,1.5
2025-08-28,PD_VAH_SHORT,SHORT,34,34
2025-08-28,PD_HIGH_SHORT,SHORT,42,42
2025-08-28,VALUE_AREA_RESPONSIVE_LONG,LONG,-40.5,-40.5
2025-08-28,TRT_LONG,LONG,99,99
2025-08-28,BRACKET_BREAKOUT_LONG,LONG,122,122
2025-08-28,VWAP_MAGNET_LONG,LONG,58,58
2025-08-28,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-28,STOP_SWEEP_LONG,LONG,58,58
2025-08-29,FLOOR_R1_LONG,LONG,-182,-182
2025-08-29,OR5_LOW_LONG,LONG,-182,-182
2025-08-29,PD2_VAH_LONG,LONG,-182,-182
2025-08-29,2D_POC_LONG,LONG,-182,-182
2025-08-29,PD_IB_LOW_LONG,LONG,-182,-182
2025-08-29,PD2_VAL_LONG,LONG,-182,-182
2025-08-29,10D_IB_MID_LONG,LONG,-182,-182
2025-08-29,FLOOR_PIVOT_LONG,LONG,-182,-182
2025-08-29,PD_VAH_LONG,LONG,-182,-182
2025-08-29,PM_VAH_LONG,LONG,-182,-182
2025-08-29,PD_CLOSE_LONG,LONG,-19,-19
2025-08-29,5D_OR_MID_LONG,LONG,-19,-19
2025-08-29,PD_POC_LONG,LONG,78,78
2025-08-29,PD_VAL_LONG,LONG,78,78
2025-08-29,IB_LOW_SHORT,SHORT,78,78
2025-08-29,PD_LOW_LONG,LONG,78,78
2025-08-29,IB_BEARISH,SHORT,230.5,230.5
2025-08-29,OPEN_TEST_DRIVE_SHORT,SHORT,395.5,395.5
2025-08-29,VWAP_MAGNET_LONG,LONG,-62,-62
2025-08-29,STOP_SWEEP_LONG,LONG,-32,-32
2025-08-29,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-01,PD_VAL_SHORT,SHORT,-76.5,-76.5
2025-09-01,FLOOR_S1_SHORT,SHORT,-76.5,-76.5
2025-09-01,OR5_HIGH_SHORT,SHORT,-76.5,-76.5
2025-09-01,DAILY_OPEN_SHORT,SHORT,-76.5,-76.5
2025-09-01,WEEKLY_OPEN_SHORT,SHORT,-76.5,-76.5
2025-09-01,MONTHLY_OPEN_SHORT,SHORT,-76.5,-76.5
2025-09-01,2D_POC_SHORT,SHORT,-76.5,-76.5
2025-09-01,FLOOR_PIVOT_SHORT,SHORT,-66,-66
2025-09-01,PD_POC_SHORT,SHORT,-50.5,-50.5
2025-09-01,PD_VAH_SHORT,SHORT,-31.5,-31.5
2025-09-01,PD_CLOSE_SHORT,SHORT,-31.5,-31.5
2025-09-01,PD_HIGH_SHORT,SHORT,-22,-22
2025-09-01,PD_IB_LOW_SHORT,SHORT,-22,-22
2025-09-01,IB_HIGH_SHORT,SHORT,-35,-35
2025-09-01,10D_IB_MID_SHORT,SHORT,-8.5,-8.5
2025-09-01,IB_BULLISH,LONG,23.5,23.5
2025-09-01,OPEN_TEST_DRIVE_LONG,LONG,44.5,44.5
2025-09-01,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-09-01,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-09-02,PD_VAL_SHORT,SHORT,-182,-182
2025-09-02,FLOOR_S1_SHORT,SHORT,-182,-182
2025-09-02,OR5_HIGH_SHORT,SHORT,-182,-182
2025-09-02,PM_VAL_SHORT,SHORT,-182,-182
2025-09-02,M1_VAL_SHORT,SHORT,-182,-182
2025-09-02,FLOOR_PIVOT_SHORT,SHORT,78,78
2025-09-02,PD_POC_SHORT,SHORT,78,78
2025-09-02,PD_VAH_SHORT,SHORT,78,78
2025-09-02,PD_CLOSE_SHORT,SHORT,78,78
2025-09-02,IB_HIGH_SHORT,SHORT,78,78
2025-09-02,DAILY_OPEN_LONG,LONG,78,78
2025-09-02,PD_LOW_LONG,LONG,78,78
2025-09-02,OR5_LOW_LONG,LONG,78,78
2025-09-02,IB_LOW_LONG,LONG,78,78
2025-09-02,PD_HIGH_SHORT,SHORT,4,4
2025-09-02,IB_BULLISH,LONG,3.25,3.25
2025-09-02,OPEN_TEST_DRIVE_LONG,LONG,277.5,277.5
2025-09-02,VWAP_MAGNET_SHORT,SHORT,-62,-62
2025-09-02,STOP_SWEEP_LONG,LONG,88,88
2025-09-02,STOP_SWEEP_LONG,LONG,88,88
2025-09-03,PW_LOW_LONG,LONG,78,78
2025-09-03,5D_OR_MID_LONG,LONG,78,78
2025-09-03,OR5_LOW_SHORT,SHORT,-182,-182
2025-09-03,PD_VAL_LONG,LONG,78,78
2025-09-03,DAILY_OPEN_SHORT,SHORT,-182,-182
2025-09-03,PD_POC_SHORT,SHORT,-182,-182
2025-09-03,FLOOR_PIVOT_SHORT,SHORT,-182,-182
2025-09-03,OR5_HIGH_SHORT,SHORT,-182,-182
2025-09-03,10D_IB_MID_SHORT,SHORT,-182,-182
2025-09-03,PD_VAH_SHORT,SHORT,78,78
2025-09-03,PD_CLOSE_SHORT,SHORT,78,78
2025-09-03,MONTHLY_OPEN_SHORT,SHORT,78,78
2025-09-03,PD2_VAL_SHORT,SHORT,78,78
2025-09-03,IB_HIGH_LONG,LONG,78,78
2025-09-03,PD2_VAH_SHORT,SHORT,78,78
2025-09-03,PD_HIGH_SHORT,SHORT,78,78
2025-09-03,IB_LOW_LONG,LONG,78,78
2025-09-03,FLOOR_S1_LONG,LONG,78,78
2025-09-03,PD_LOW_LONG,LONG,78,78
2025-09-03,IB_BEARISH,SHORT,-71.08000000000175,-71.08000000000175
2025-09-03,VALUE_AREA_RESPONSIVE_SHORT,SHORT,56.5,56.5
2025-09-03,VALUE_AREA_RESPONSIVE_LONG,LONG,79.5,79.5
2025-09-03,TRT_SHORT,SHORT,0.25,0.25
2025-09-03,VWAP_MAGNET_LONG,LONG,38,38
2025-09-03,STOP_SWEEP_LONG,LONG,58,58
2025-09-03,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-04,PD_POC_SHORT,SHORT,118,118
2025-09-04,OR5_HIGH_SHORT,SHORT,118,118
2025-09-04,FLOOR_S1_LONG,LONG,-182,-182
2025-09-04,DAILY_OPEN_LONG,LONG,78,78
2025-09-04,MONTHLY_OPEN_LONG,LONG,78,78
2025-09-04,OR5_LOW_LONG,LONG,78,78
2025-09-04,10D_IB_MID_LONG,LONG,78,78
2025-09-04,PD_IB_HIGH_LONG,LONG,78,78
2025-09-04,2D_POC_LONG,LONG,78,78
2025-09-04,PD_VAL_LONG,LONG,78,78
2025-09-04,PD_LOW_LONG,LONG,78,78
2025-09-04,PD_OR_MID_LONG,LONG,78,78
2025-09-04,PD_IB_MID_LONG,LONG,78,78
2025-09-04,PW_LOW_LONG,LONG,78,78
2025-09-04,IB_HIGH_SHORT,SHORT,78,78
2025-09-04,PD_VAH_SHORT,SHORT,-182,-182
2025-09-04,FLOOR_PIVOT_SHORT,SHORT,-182,-182
2025-09-04,PD_CLOSE_SHORT,SHORT,-23.5,-23.5
2025-09-04,PD_HIGH_SHORT,SHORT,3,3
2025-09-04,IB_BEARISH,SHORT,96,96
2025-09-04,VALUE_AREA_RESPONSIVE_SHORT,SHORT,38.5,38.5
2025-09-04,VALUE_AREA_RESPONSIVE_LONG,LONG,-54.5,-54.5
2025-09-04,TRT_LONG,LONG,47,47
2025-09-04,VWAP_MAGNET_SHORT,SHORT,-62,-62
2025-09-04,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-04,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-05,OR5_LOW_LONG,LONG,78,78
2025-09-05,DAILY_OPEN_SHORT,SHORT,78,78
2025-09-05,FLOOR_R1_SHORT,SHORT,118,118
2025-09-05,PD_HIGH_SHORT,SHORT,118,118
2025-09-05,OR5_HIGH_SHORT,SHORT,118,118
2025-09-05,PW_HIGH_LONG,LONG,-182,-182
2025-09-05,PD_VAH_LONG,LONG,-182,-182
2025-09-05,PD_CLOSE_LONG,LONG,-182,-182
2025-09-05,FLOOR_PIVOT_LONG,LONG,-182,-182
2025-09-05,PD_POC_LONG,LONG,-182,-182
2025-09-05,PD_VAL_LONG,LONG,78,78
2025-09-05,PD_IB_HIGH_LONG,LONG,78,78
2025-09-05,PD_LOW_LONG,LONG,118,118
2025-09-05,PD_IB_MID_LONG,LONG,118,118
2025-09-05,PD_OR_MID_LONG,LONG,118,118
2025-09-05,IB_BEARISH,SHORT,568,568
2025-09-05,OPEN_TEST_DRIVE_SHORT,SHORT,600.5,600.5
2025-09-05,BRACKET_BREAKOUT_LONG,LONG,-484.3000000000029,-484.3000000000029
2025-09-05,VWAP_MAGNET_LONG,LONG,-62,-62
2025-09-05,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-05,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-08,PD_IB_LOW_SHORT,SHORT,-122,-122
2025-09-08,FLOOR_PIVOT_SHORT,SHORT,-122,-122
2025-09-08,OR5_HIGH_SHORT,SHORT,-122,-122
2025-09-08,PD_POC_SHORT,SHORT,-122,-122
2025-09-08,PD_CLOSE_SHORT,SHORT,-122,-122
2025-09-08,PD_VAH_SHORT,SHORT,58,58
2025-09-08,PD_IB_MID_SHORT,SHORT,58,58
2025-09-08,PD_OR_MID_SHORT,SHORT,58,58
2025-09-08,FLOOR_R1_SHORT,SHORT,58,58
2025-09-08,PD_HIGH_SHORT,SHORT,58,58
2025-09-08,IB_HIGH_SHORT,SHORT,58,58
2025-09-08,PD_VAL_LONG,LONG,12,12
2025-09-08,DAILY_OPEN_LONG,LONG,12,12
2025-09-08,WEEKLY_OPEN_LONG,LONG,12,12
2025-09-08,OR5_LOW_LONG,LONG,58,58
2025-09-08,IB_LOW_LONG,LONG,58,58
2025-09-08,PD_LOW_LONG,LONG,58,58
2025-09-08,IB_BULLISH,LONG,21.5,21.5
2025-09-08,OPEN_TEST_DRIVE_LONG,LONG,70.5,70.5
2025-09-08,VALUE_AREA_RESPONSIVE_SHORT,SHORT,-74.5,-74.5
2025-09-08,VALUE_AREA_RESPONSIVE_LONG,LONG,-23.5,-23.5
2025-09-08,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-09-08,STOP_SWEEP_LONG,LONG,88,88
2025-09-09,PD_POC_SHORT,SHORT,78,78
2025-09-09,PD_IB_MID_SHORT,SHORT,78,78
2025-09-09,FLOOR_PIVOT_SHORT,SHORT,78,78
2025-09-09,OR5_LOW_SHORT,SHORT,78,78
2025-09-09,DAILY_OPEN_SHORT,SHORT,78,78
2025-09-09,PD_VAH_LONG,LONG,-182,-182
2025-09-09,OR5_HIGH_SHORT,SHORT,78,78
2025-09-09,PD_OR_MID_LONG,LONG,78,78
2025-09-09,2D_POC_LONG,LONG,78,78
2025-09-09,PD_VAL_LONG,LONG,78,78
2025-09-09,PD_IB_LOW_LONG,LONG,78,78
2025-09-09,IB_LOW_LONG,LONG,78,78
2025-09-09,FLOOR_S1_LONG,LONG,78,78
2025-09-09,PD_LOW_LONG,LONG,78,78
2025-09-09,IB_HIGH_SHORT,SHORT,-51,-51
2025-09-09,PD_CLOSE_SHORT,SHORT,-32,-32
2025-09-09,PD_IB_HIGH_SHORT,SHORT,-9.5,-9.5
2025-09-09,PD_HIGH_SHORT,SHORT,34,34
2025-09-09,IB_BEARISH,SHORT,2.5,2.5
2025-09-09,VALUE_AREA_RESPONSIVE_SHORT,SHORT,11.5,11.5
2025-09-09,VALUE_AREA_RESPONSIVE_LONG,LONG,107.5,107.5
2025-09-09,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-09,STOP_SWEEP_SHORT,SHORT,58,58
2025-09-10,PD_POC_SHORT,SHORT,78,78
2025-09-10,PM_VAH_SHORT,SHORT,78,78
2025-09-10,M1_VAH_SHORT,SHORT,78,78
2025-09-10,OR5_LOW_SHORT,SHORT,78,78
2025-09-10,3M_VAH_LONG,LONG,78,78
2025-09-10,PW_HIGH_LONG,LONG,78,78
2025-09-10,PD_VAH_SHORT,SHORT,78,78
2025-09-10,FLOOR_R1_SHORT,SHORT,78,78
2025-09-10,DAILY_OPEN_SHORT,SHORT,78,78
2025-09-10,IB_LOW_LONG,LONG,-182,-182
2025-09-10,PD_VAL_LONG,LONG,-182,-182
2025-09-10,FLOOR_PIVOT_LONG,LONG,-182,-182
2025-09-10,PD_CLOSE_LONG,LONG,-182,-182
2025-09-10,PD2_VAH_LONG,LONG,-1,-1
2025-09-10,PD_IB_HIGH_LONG,LONG,24.5,24.5
2025-09-10,PD_OR_MID_LONG,LONG,37,37
2025-09-10,PD_IB_MID_LONG,LONG,78,78
2025-09-10,PD_IB_LOW_LONG,LONG,78,78
2025-09-10,2D_POC_LONG,LONG,78,78
2025-09-10,PD_LOW_LONG,LONG,78,78
2025-09-10,PD2_VAL_LONG,LONG,78,78
2025-09-10,IB_BEARISH,SHORT,117,117
2025-09-10,C_STANDALONE_DOWN,SHORT,81,81
2025-09-10,VALUE_AREA_RESPONSIVE_SHORT,SHORT,151.5,151.5
2025-09-10,BRACKET_BREAKOUT_LONG,LONG,-247.5,-247.5
2025-09-10,VWAP_MAGNET_LONG,LONG,38,38
2025-09-10,STOP_SWEEP_SHORT,SHORT,88,88
2025-09-10,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-11,PD_VAL_LONG,LONG,78,78
2025-09-11,PD_OR_MID_LONG,LONG,78,78
2025-09-11,FLOOR_PIVOT_LONG,LONG,78,78
2025-09-11,OR5_LOW_LONG,LONG,78,78
2025-09-11,DAILY_OPEN_LONG,LONG,78,78
2025-09-11,PD_IB_MID_LONG,LONG,78,78
2025-09-11,PM_VAH_LONG,LONG,78,78
2025-09-11,3M_VAH_LONG,LONG,78,78
2025-09-11,M1_VAH_LONG,LONG,78,78
2025-09-11,FLOOR_S1_LONG,LONG,78,78
2025-09-11,PD_LOW_LONG,LONG,78,78
2025-09-11,PD_IB_LOW_LONG,LONG,78,78
2025-09-11,PW_HIGH_LONG,LONG,78,78
2025-09-11,OR5_HIGH_SHORT,SHORT,-60,-60
2025-09-11,PD_IB_HIGH_SHORT,SHORT,78,78
2025-09-11,PD_CLOSE_SHORT,SHORT,78,78
2025-09-11,IB_HIGH_SHORT,SHORT,-61,-61
2025-09-11,PD_POC_SHORT,SHORT,-2.5,-2.5
2025-09-11,PD_VAH_SHORT,SHORT,30.5,30.5
2025-09-11,PD_HIGH_SHORT,SHORT,40.5,40.5
2025-09-11,OPEN_TEST_DRIVE_SHORT,SHORT,-115.32499999999709,-115.32499999999709
2025-09-11,TRT_LONG,LONG,-102.37999999999738,-102.37999999999738
2025-09-11,BRACKET_BREAKOUT_LONG,LONG,-1.5,-1.5
2025-09-11,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-09-11,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-09-12,FLOOR_S1_LONG,LONG,78,78
2025-09-12,OR5_LOW_LONG,LONG,78,78
2025-09-12,PD_LOW_LONG,LONG,78,78
2025-09-12,PD_IB_HIGH_LONG,LONG,78,78
2025-09-12,DAILY_OPEN_SHORT,SHORT,-182,-182
2025-09-12,OR5_HIGH_SHORT,SHORT,-182,-182
2025-09-12,PD_VAL_SHORT,SHORT,-182,-182
2025-09-12,IB_HIGH_LONG,LONG,78,78
2025-09-12,FLOOR_PIVOT_SHORT,SHORT,-72,-72
2025-09-12,PD_POC_SHORT,SHORT,-39.5,-39.5
2025-09-12,PD_CLOSE_SHORT,SHORT,-30,-30
2025-09-12,PD_VAH_SHORT,SHORT,78,78
2025-09-12,PD_HIGH_SHORT,SHORT,78,78
2025-09-12,OPEN_TEST_DRIVE_SHORT,SHORT,-114.77500000000146,-114.77500000000146
2025-09-12,BRACKET_BREAKOUT_LONG,LONG,114,114
2025-09-12,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-09-12,STOP_SWEEP_SHORT,SHORT,-32,-32
2025-09-15,FLOOR_S1_SHORT,SHORT,-122,-122
2025-09-15,OR5_HIGH_SHORT,SHORT,-122,-122
2025-09-15,PD_VAL_SHORT,SHORT,-122,-122
2025-09-15,PD_POC_SHORT,SHORT,-122,-122
2025-09-15,FLOOR_PIVOT_SHORT,SHORT,-122,-122
2025-09-15,IB_HIGH_SHORT,SHORT,-122,-122
2025-09-15,PD_VAH_SHORT,SHORT,-81.5,-81.5
2025-09-15,PD_HIGH_SHORT,SHORT,-23,-23
2025-09-15,PD_CLOSE_SHORT,SHORT,-23,-23
2025-09-15,IB_BULLISH,LONG,50,50
2025-09-15,BRACKET_BREAKOUT_LONG,LONG,242.5,242.5
2025-09-15,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-15,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-16,FLOOR_R1_LONG,LONG,-89.5,-89.5
2025-09-16,OR5_LOW_LONG,LONG,-89.5,-89.5
2025-09-16,DAILY_OPEN_LONG,LONG,-89.5,-89.5
2025-09-16,PD_VAH_LONG,LONG,-66,-66
2025-09-16,FLOOR_PIVOT_LONG,LONG,-57.5,-57.5
2025-09-16,PD_POC_LONG,LONG,-51,-51
2025-09-16,PD_CLOSE_LONG,LONG,-19.5,-19.5
2025-09-16,PD_VAL_LONG,LONG,-7.5,-7.5
2025-09-16,IB_LOW_LONG,LONG,-2.5,-2.5
2025-09-16,PD_IB_HIGH_LONG,LONG,78,78
2025-09-16,PD_LOW_LONG,LONG,78,78
2025-09-16,IB_BEARISH,SHORT,38.5,38.5
2025-09-16,OPEN_TEST_DRIVE_SHORT,SHORT,75,75
2025-09-16,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-16,STOP_SWEEP_LONG,LONG,-32,-32
2025-09-17,OR5_LOW_LONG,LONG,-182,-182
2025-09-17,PD2_VAL_LONG,LONG,-182,-182
2025-09-17,PD_POC_LONG,LONG,-182,-182
2025-09-17,PD_CLOSE_LONG,LONG,-182,-182
2025-09-17,2D_POC_SHORT,SHORT,78,78
2025-09-17,PD_VAH_SHORT,SHORT,78,78
2025-09-17,PD_IB_LOW_SHORT,SHORT,78,78
2025-09-17,DAILY_OPEN_SHORT,SHORT,78,78
2025-09-17,PD2_VAH_SHORT,SHORT,78,78
2025-09-17,IB_LOW_SHORT,SHORT,78,78
2025-09-17,FLOOR_PIVOT_LONG,LONG,78,78
2025-09-17,PW_HIGH_LONG,LONG,78,78
2025-09-17,PD_VAL_LONG,LONG,78,78
2025-09-17,5D_OR_MID_LONG,LONG,78,78
2025-09-17,FLOOR_S1_LONG,LONG,118,118
2025-09-17,PD_LOW_LONG,LONG,118,118
